,@FREQ,@REF_AREA,@INDICATOR,@COUNTERPART_AREA,@UNIT_MULT,@TIME_FORMAT,Obs_0_@TIME_PERIOD,Obs_0_@OBS_VALUE,Obs_1_@TIME_PERIOD,Obs_1_@OBS_VALUE
202,A,JO,TXG_FOB_USD,W00,6,P1Y,2021,8899.187039,2022,10177.581712
203,A,TO,TXG_FOB_USD,W00,6,P1Y,2021,31.46832,2022,26.592982
204,A,KN,TXG_FOB_USD,W00,6,P1Y,2021,42.962642,2022,25.901066
205,A,HK,TXG_FOB_USD,W00,6,P1Y,2021,671992.604167,2022,611365.563695
206,A,EG,TXG_FOB_USD,W00,6,P1Y,2021,40696.75605,2022,48361.22699
207,A,BW,TXG_FOB_USD,W00,6,P1Y,2021,7114.200093,2022,8463.614334
208,A,VA,TXG_FOB_USD,W00,6,P1Y,2021,18.887541,2022,16.832931
209,A,KI,TXG_FOB_USD,W00,6,P1Y,2021,36.817249,2022,185.207141
210,A,NA,TXG_FOB_USD,W00,6,P1Y,2021,6429.529563,2022,6342.538396
211,A,AG,TXG_FOB_USD,W00,6,P1Y,2021,1657.689626,2022,2085.033975
212,A,NR,TXG_FOB_USD,W00,6,P1Y,2021,220.97758,2022,236.877267
213,A,GI,TXG_FOB_USD,W00,6,P1Y,2021,154.429266,2022,414.293536
214,A,BT,TXG_FOB_USD,W00,6,P1Y,2021,668.865211,2022,631.10644
215,A,FM,TXG_FOB_USD,W00,6,P1Y,2021,232.102189,2022,226.642043
216,A,GU,TXG_FOB_USD,W00,6,P1Y,2021,164.153485,2022,196.033175
217,A,CW,TXG_FOB_USD,W00,6,P1Y,2021,201.004649,2022,197.131168
218,A,AI,TXG_FOB_USD,W00,6,P1Y,2021,35.294202,2022,36.597436
219,A,SS,TXG_FOB_USD,W00,6,P1Y,2021,811.364585,2022,521.587179
220,A,PF,TXG_FOB_USD,W00,6,P1Y,2021,266.037717,2022,131.533274
221,A,MH,TXG_FOB_USD,W00,6,P1Y,2021,1364.317559,2022,1232.706446
222,A,LS,TXG_FOB_USD,W00,6,P1Y,2021,1070.253305,2022,1841.833323
223,A,PS,TXG_FOB_USD,W00,6,P1Y,2021,1357.640076,2022,1323.45525
224,A,AS,TXG_FOB_USD,W00,6,P1Y,2021,71.567146,2022,26.678052
225,A,TV,TXG_FOB_USD,W00,6,P1Y,2021,26.868337,2022,23.466011
226,A,SM,TXG_FOB_USD,W00,6,P1Y,2021,215.358911,2022,206.33681
227,A,ER,TXG_FOB_USD,W00,6,P1Y,2021,488.822568,2022,578.17684
228,A,XK,TXG_FOB_USD,W00,6,P1Y,2021,885.544653,2022,967.840058
229,A,MS,TXG_FOB_USD,W00,6,P1Y,2021,8.515752,2022,4.043388
230,A,PW,TXG_FOB_USD,W00,6,P1Y,2021,1.812635,2022,4.447412
231,A,SX,TXG_FOB_USD,W00,6,P1Y,2021,87.46338,2022,100.967869
232,A,SZ,TXG_FOB_USD,W00,6,P1Y,2021,2063.257732,2022,2006.222264
233,A,TL,TXG_FOB_USD,W00,6,P1Y,2021,1290.594346,2022,321.846662
234,A,FK,TXG_FOB_USD,W00,6,P1Y,2021,313.831177,2022,366.168757
235,A,U2,TXG_FOB_USD,W00,6,P1Y,2021,5472228.346131,2022,5897633.137848
236,A,XS5,TXG_FOB_USD,W00,6,P1Y,2021,1176788.552168,2022,1647760.228479
