date,value,reporter,partner
2016-01-01,596455337,Afghanistan,World
2016-01-01,455832,Afghanistan,Australia
2016-01-01,177188,Afghanistan,Bangladesh
2016-01-01,1231243,Afghanistan,Belgium
2016-01-01,19538,Afghanistan,Myanmar
2016-01-01,609003,Afghanistan,Canada
2016-01-01,4754161,Afghanistan,China
2016-01-01,5495,Afghanistan,Denmark
2016-01-01,488068,Afghanistan,Finland
2016-01-01,1408046,Afghanistan,France
2016-01-01,4405604,Afghanistan,Germany
2016-01-01,5432,Afghanistan,Hungary
2016-01-01,18822947,Afghanistan,Iran
2016-01-01,11184770,Afghanistan,Iraq
2016-01-01,136779,Afghanistan,Italy
2016-01-01,83282,Afghanistan,Japan
2016-01-01,3988416,Afghanistan,Kazakhstan
2016-01-01,1367950,Afghanistan,Jordan
2016-01-01,469702,Afghanistan,Lebanon
2016-01-01,27000,Afghanistan,Lithuania
2016-01-01,104030,Afghanistan,Malaysia
2016-01-01,53128,Afghanistan,Netherlands
2016-01-01,39057,Afghanistan,New Zealand
2016-01-01,1029,Afghanistan,Norway
2016-01-01,283316886,Afghanistan,Pakistan
2016-01-01,4511,Afghanistan,Poland
2016-01-01,13410,Afghanistan,Portugal
2016-01-01,116409,Afghanistan,Romania
2016-01-01,3486361,Afghanistan,Russian Federation
2016-01-01,1138002,Afghanistan,Saudi Arabia
2016-01-01,230037526,Afghanistan,India
2016-01-01,75276,Afghanistan,Singapore
2016-01-01,43068,Afghanistan,Slovakia
2016-01-01,607844,Afghanistan,Viet Nam
2016-01-01,70677,Afghanistan,South Africa
2016-01-01,46083,Afghanistan,Spain
2016-01-01,43348,Afghanistan,Sweden
2016-01-01,26433,Afghanistan,Switzerland
2016-01-01,893702,Afghanistan,Tajikistan
2016-01-01,12565,Afghanistan,Thailand
2016-01-01,9368012,Afghanistan,United Arab Emirates
2016-01-01,12147012,Afghanistan,Türkiye
2016-01-01,1754656,Afghanistan,Turkmenistan
2016-01-01,478,Afghanistan,Ukraine
2016-01-01,1721,Afghanistan,Egypt
2016-01-01,1689800,Afghanistan,United Kingdom
2016-01-01,1312089,Afghanistan,USA
2016-01-01,411764,Afghanistan,Uzbekistan
2016-01-01,1,Afghanistan,"Areas, nes"
2016-01-01,1962117416,Albania,World
2016-01-01,167,Albania,Afghanistan
2016-01-01,12918,Albania,Algeria
2016-01-01,4250,Albania,Andorra
2016-01-01,64539,Albania,Azerbaijan
2016-01-01,26301,Albania,Argentina
2016-01-01,558750,Albania,Australia
2016-01-01,9570239,Albania,Austria
2016-01-01,5766,Albania,Bahrain
2016-01-01,42943,Albania,Bangladesh
2016-01-01,557,Albania,Armenia
2016-01-01,2735199,Albania,Belgium
2016-01-01,7419854,Albania,Bosnia Herzegovina
2016-01-01,689,Albania,Botswana
2016-01-01,129973,Albania,Brazil
2016-01-01,84686,Albania,Br. Virgin Isds
2016-01-01,23795866,Albania,Bulgaria
2016-01-01,7842,Albania,Belarus
2016-01-01,278847,Albania,Cameroon
2016-01-01,1270242,Albania,Canada
2016-01-01,4940371,Albania,Cayman Isds
2016-01-01,76304,Albania,Sri Lanka
2016-01-01,66343,Albania,Chad
