date,value,reporter,partner
2018-01-01,969328095045.688,Middle East,"All Countries, excluding the IO"
2019-01-01,832376808427,Middle East,"All Countries, excluding the IO"
2020-01-01,603892939905,Middle East,"All Countries, excluding the IO"
2021-01-01,925287501808,Middle East,"All Countries, excluding the IO"
2022-01-01,1295755140061,Middle East,"All Countries, excluding the IO"
2018-01-01,90746596215,Iraq,"All Countries, excluding the IO"
2019-01-01,85632025627,Iraq,"All Countries, excluding the IO"
2020-01-01,58665018900,Iraq,"All Countries, excluding the IO"
2021-01-01,81241197463,Iraq,"All Countries, excluding the IO"
2022-01-01,124529084679,Iraq,"All Countries, excluding the IO"
2018-01-01,79660014624,Romania,"All Countries, excluding the IO"
2019-01-01,76871192089,Romania,"All Countries, excluding the IO"
2020-01-01,70718266874,Romania,"All Countries, excluding the IO"
2021-01-01,87388114896,Romania,"All Countries, excluding the IO"
2022-01-01,96437281520,Romania,"All Countries, excluding the IO"
2018-01-01,2105796941,Other Countries n.i.e. (IMF),"All Countries, excluding the IO"
2019-01-01,1698235305,Other Countries n.i.e. (IMF),"All Countries, excluding the IO"
2020-01-01,1605972236,Other Countries n.i.e. (IMF),"All Countries, excluding the IO"
2021-01-01,1622313210,Other Countries n.i.e. (IMF),"All Countries, excluding the IO"
2022-01-01,1813305005,Other Countries n.i.e. (IMF),"All Countries, excluding the IO"
2018-01-01,582221759344,France,"All Countries, excluding the IO"
2019-01-01,570950487518,France,"All Countries, excluding the IO"
2020-01-01,488636774134,France,"All Countries, excluding the IO"
2021-01-01,585020854161,France,"All Countries, excluding the IO"
2022-01-01,618152685111,France,"All Countries, excluding the IO"
2018-01-01,165968289786,Sweden,"All Countries, excluding the IO"
2019-01-01,160576018356,Sweden,"All Countries, excluding the IO"
2020-01-01,155495623803,Sweden,"All Countries, excluding the IO"
2021-01-01,189515440204,Sweden,"All Countries, excluding the IO"
2022-01-01,196138529713,Sweden,"All Countries, excluding the IO"
2018-01-01,11332202138,Costa Rica,"All Countries, excluding the IO"
2019-01-01,11444425554,Costa Rica,"All Countries, excluding the IO"
2020-01-01,11624672444,Costa Rica,"All Countries, excluding the IO"
2021-01-01,14747546463,Costa Rica,"All Countries, excluding the IO"
2022-01-01,18185594331,Costa Rica,"All Countries, excluding the IO"
2018-01-01,3443849493,Zimbabwe,"All Countries, excluding the IO"
2019-01-01,3568032092,Zimbabwe,"All Countries, excluding the IO"
2020-01-01,4395726933,Zimbabwe,"All Countries, excluding the IO"
2021-01-01,5821625019,Zimbabwe,"All Countries, excluding the IO"
2022-01-01,6061193108,Zimbabwe,"All Countries, excluding the IO"
2018-01-01,467806604,Montenegro,"All Countries, excluding the IO"
2019-01-01,462953908,Montenegro,"All Countries, excluding the IO"
2020-01-01,413623861,Montenegro,"All Countries, excluding the IO"
2021-01-01,505755721,Montenegro,"All Countries, excluding the IO"
2022-01-01,742312921,Montenegro,"All Countries, excluding the IO"
2018-01-01,3042336434,Senegal,"All Countries, excluding the IO"
2019-01-01,4299660731,Senegal,"All Countries, excluding the IO"
2020-01-01,3927960420,Senegal,"All Countries, excluding the IO"
2021-01-01,5194857138,Senegal,"All Countries, excluding the IO"
2022-01-01,5709543958,Senegal,"All Countries, excluding the IO"
2018-01-01,950950623,Benin,"All Countries, excluding the IO"
2019-01-01,850582009,Benin,"All Countries, excluding the IO"
2020-01-01,846546502,Benin,"All Countries, excluding the IO"
2021-01-01,1023799763,Benin,"All Countries, excluding the IO"
2022-01-01,1298390207,Benin,"All Countries, excluding the IO"
2018-01-01,3909641646936,Developing Asia (IMF),"All Countries, excluding the IO"
2019-01-01,3918566951424,Developing Asia (IMF),"All Countries, excluding the IO"
2020-01-01,3946610908330,Developing Asia (IMF),"All Countries, excluding the IO"
2021-01-01,5092883118575,Developing Asia (IMF),"All Countries, excluding the IO"
2022-01-01,5586340060268,Developing Asia (IMF),"All Countries, excluding the IO"
2018-01-01,1249796984410,Emerging and Developing Europe,"All Countries, excluding the IO"
2019-01-01,1225160163021,Emerging and Developing Europe,"All Countries, excluding the IO"
2020-01-01,1123234288578,Emerging and Developing Europe,"All Countries, excluding the IO"
2021-01-01,1486427135288,Emerging and Developing Europe,"All Countries, excluding the IO"
2022-01-01,1666096437177,Emerging and Developing Europe,"All Countries, excluding the IO"
2018-01-01,11802942387,Cote d`Ivoire,"All Countries, excluding the IO"
2019-01-01,12727716160,Cote d`Ivoire,"All Countries, excluding the IO"
2020-01-01,12528145121,Cote d`Ivoire,"All Countries, excluding the IO"
2021-01-01,15486469478,Cote d`Ivoire,"All Countries, excluding the IO"
2022-01-01,16684246904,Cote d`Ivoire,"All Countries, excluding the IO"
2018-01-01,1510366059,Macao,"All Countries, excluding the IO"
2019-01-01,1487177635,Macao,"All Countries, excluding the IO"
2020-01-01,991683361,Macao,"All Countries, excluding the IO"
2021-01-01,1251956007,Macao,"All Countries, excluding the IO"
2022-01-01,1367209650,Macao,"All Countries, excluding the IO"
2018-01-01,5197197404,Mozambique,"All Countries, excluding the IO"
2019-01-01,4728112597,Mozambique,"All Countries, excluding the IO"
2020-01-01,3465632240,Mozambique,"All Countries, excluding the IO"
2021-01-01,5121224164,Mozambique,"All Countries, excluding the IO"
2022-01-01,7352052976,Mozambique,"All Countries, excluding the IO"
2018-01-01,40527004058,Angola,"All Countries, excluding the IO"
2019-01-01,34819357927,Angola,"All Countries, excluding the IO"
2020-01-01,21043816234,Angola,"All Countries, excluding the IO"
2021-01-01,35116222381,Angola,"All Countries, excluding the IO"
2022-01-01,53990599005,Angola,"All Countries, excluding the IO"
2018-01-01,5696433366,Lao People`s Democratic Republic,"All Countries, excluding the IO"
2019-01-01,5860214021,Lao People`s Democratic Republic,"All Countries, excluding the IO"
2020-01-01,6308701727,Lao People`s Democratic Republic,"All Countries, excluding the IO"
2021-01-01,7898423267,Lao People`s Democratic Republic,"All Countries, excluding the IO"
2022-01-01,9526892957,Lao People`s Democratic Republic,"All Countries, excluding the IO"
2018-01-01,74704245842,Chile,"All Countries, excluding the IO"
2019-01-01,68760801959,Chile,"All Countries, excluding the IO"
2020-01-01,73484581265,Chile,"All Countries, excluding the IO"
2021-01-01,93878024713,Chile,"All Countries, excluding the IO"
2022-01-01,97489095973,Chile,"All Countries, excluding the IO"
2018-01-01,181646782,Maldives,"All Countries, excluding the IO"
2019-01-01,158047562,Maldives,"All Countries, excluding the IO"
2020-01-01,162799166,Maldives,"All Countries, excluding the IO"
2021-01-01,151281170,Maldives,"All Countries, excluding the IO"
2022-01-01,159010757,Maldives,"All Countries, excluding the IO"
2018-01-01,19458632500,Azerbaijan,"All Countries, excluding the IO"
2019-01-01,19635748600,Azerbaijan,"All Countries, excluding the IO"
2020-01-01,13740817500,Azerbaijan,"All Countries, excluding the IO"
2021-01-01,22208004300,Azerbaijan,"All Countries, excluding the IO"
2022-01-01,38146434200,Azerbaijan,"All Countries, excluding the IO"
2018-01-01,5306997988,Iceland,"All Countries, excluding the IO"
2019-01-01,5273447995,Iceland,"All Countries, excluding the IO"
2020-01-01,4522502714,Iceland,"All Countries, excluding the IO"
2021-01-01,6054132505,Iceland,"All Countries, excluding the IO"
2022-01-01,7402719309,Iceland,"All Countries, excluding the IO"
2018-01-01,33906946200,Belarus,"All Countries, excluding the IO"
2019-01-01,32955122400,Belarus,"All Countries, excluding the IO"
2020-01-01,29179441000,Belarus,"All Countries, excluding the IO"
2021-01-01,39986971100,Belarus,"All Countries, excluding the IO"
2022-01-01,34439606205,Belarus,"All Countries, excluding the IO"
2018-01-01,5328280977,Gabon,"All Countries, excluding the IO"
2019-01-01,5617876346,Gabon,"All Countries, excluding the IO"
2020-01-01,3909487244,Gabon,"All Countries, excluding the IO"
2021-01-01,5157498750,Gabon,"All Countries, excluding the IO"
2022-01-01,7357731628,Gabon,"All Countries, excluding the IO"
2018-01-01,2501304869350,China,"All Countries, excluding the IO"
2019-01-01,2498531555990,China,"All Countries, excluding the IO"
2020-01-01,2598014477690,China,"All Countries, excluding the IO"
2021-01-01,3368216972663,China,"All Countries, excluding the IO"
2022-01-01,3604481490750,China,"All Countries, excluding the IO"
2018-01-01,2710622779,"Moldova, Republic of","All Countries, excluding the IO"
2019-01-01,2779255974,"Moldova, Republic of","All Countries, excluding the IO"
2020-01-01,2484791709,"Moldova, Republic of","All Countries, excluding the IO"
2021-01-01,3142979849,"Moldova, Republic of","All Countries, excluding the IO"
2022-01-01,4113521617.0000005,"Moldova, Republic of","All Countries, excluding the IO"
2018-01-01,799561121,Nepal,"All Countries, excluding the IO"
2019-01-01,982026638,Nepal,"All Countries, excluding the IO"
2020-01-01,875968836,Nepal,"All Countries, excluding the IO"
2021-01-01,1705010930,Nepal,"All Countries, excluding the IO"
2022-01-01,1338492471,Nepal,"All Countries, excluding the IO"
2018-01-01,6476888800,Papua New Guinea,"All Countries, excluding the IO"
2019-01-01,6655594520,Papua New Guinea,"All Countries, excluding the IO"
2020-01-01,5916373655,Papua New Guinea,"All Countries, excluding the IO"
2021-01-01,7202088222,Papua New Guinea,"All Countries, excluding the IO"
2022-01-01,9602447714,Papua New Guinea,"All Countries, excluding the IO"
2018-01-01,65014634816,Nigeria,"All Countries, excluding the IO"
2019-01-01,61489423387,Nigeria,"All Countries, excluding the IO"
2020-01-01,40334419537,Nigeria,"All Countries, excluding the IO"
2021-01-01,56091240259,Nigeria,"All Countries, excluding the IO"
2022-01-01,63407365755,Nigeria,"All Countries, excluding the IO"
2018-01-01,3099404234,Albania,"All Countries, excluding the IO"
2019-01-01,2985007867,Albania,"All Countries, excluding the IO"
2020-01-01,2716277582,Albania,"All Countries, excluding the IO"
2021-01-01,3681100753,Albania,"All Countries, excluding the IO"
2022-01-01,4310142456,Albania,"All Countries, excluding the IO"
2018-01-01,6881139206,"North Macedonia, Republic of","All Countries, excluding the IO"
2019-01-01,7172029586,"North Macedonia, Republic of","All Countries, excluding the IO"
2020-01-01,6633236159,"North Macedonia, Republic of","All Countries, excluding the IO"
2021-01-01,8188220682,"North Macedonia, Republic of","All Countries, excluding the IO"
2022-01-01,8729356237,"North Macedonia, Republic of","All Countries, excluding the IO"
2018-01-01,2068248298,Mauritania,"All Countries, excluding the IO"
2019-01-01,2283737294,Mauritania,"All Countries, excluding the IO"
2020-01-01,2851441064,Mauritania,"All Countries, excluding the IO"
2021-01-01,3295516834,Mauritania,"All Countries, excluding the IO"
2022-01-01,3531385123,Mauritania,"All Countries, excluding the IO"
2018-01-01,7182125338,Bosnia and Herzegovina,"All Countries, excluding the IO"
2019-01-01,6578260731,Bosnia and Herzegovina,"All Countries, excluding the IO"
2020-01-01,6152491089,Bosnia and Herzegovina,"All Countries, excluding the IO"
2021-01-01,8614079101,Bosnia and Herzegovina,"All Countries, excluding the IO"
2022-01-01,9678192326,Bosnia and Herzegovina,"All Countries, excluding the IO"
2018-01-01,15822116,Gambia,"All Countries, excluding the IO"
2019-01-01,27817697,Gambia,"All Countries, excluding the IO"
2020-01-01,30044441,Gambia,"All Countries, excluding the IO"
2021-01-01,30472874,Gambia,"All Countries, excluding the IO"
2022-01-01,48121061,Gambia,"All Countries, excluding the IO"
2018-01-01,9014703218,Bolivia,"All Countries, excluding the IO"
2019-01-01,8795941803,Bolivia,"All Countries, excluding the IO"
2020-01-01,6897903521,Bolivia,"All Countries, excluding the IO"
2021-01-01,11079788843,Bolivia,"All Countries, excluding the IO"
2022-01-01,12918062362,Bolivia,"All Countries, excluding the IO"
2018-01-01,169279447,Burundi,"All Countries, excluding the IO"
2019-01-01,180681067,Burundi,"All Countries, excluding the IO"
2020-01-01,161778573,Burundi,"All Countries, excluding the IO"
2021-01-01,112839353,Burundi,"All Countries, excluding the IO"
2022-01-01,118301985,Burundi,"All Countries, excluding the IO"
2018-01-01,486595306357,United Kingdom,"All Countries, excluding the IO"
2019-01-01,469922601271,United Kingdom,"All Countries, excluding the IO"
2020-01-01,395388758408,United Kingdom,"All Countries, excluding the IO"
2021-01-01,459609361804,United Kingdom,"All Countries, excluding the IO"
2022-01-01,529129755812,United Kingdom,"All Countries, excluding the IO"
2018-01-01,42869847169.6878,Oman,"All Countries, excluding the IO"
2019-01-01,12326473336,Oman,"All Countries, excluding the IO"
2020-01-01,15298590436,Oman,"All Countries, excluding the IO"
2021-01-01,18460488072,Oman,"All Countries, excluding the IO"
2022-01-01,22196921854,Oman,"All Countries, excluding the IO"
2018-01-01,1564649925,Niger,"All Countries, excluding the IO"
2019-01-01,666018414,Niger,"All Countries, excluding the IO"
2020-01-01,629524699,Niger,"All Countries, excluding the IO"
2021-01-01,599506571,Niger,"All Countries, excluding the IO"
2022-01-01,410332476,Niger,"All Countries, excluding the IO"
2018-01-01,767736992,Seychelles,"All Countries, excluding the IO"
2019-01-01,712662354,Seychelles,"All Countries, excluding the IO"
2020-01-01,835747588,Seychelles,"All Countries, excluding the IO"
2021-01-01,1026604571.0000001,Seychelles,"All Countries, excluding the IO"
2022-01-01,1051575722.9999999,Seychelles,"All Countries, excluding the IO"
2018-01-01,1449725606,Guyana,"All Countries, excluding the IO"
2019-01-01,1475622306,Guyana,"All Countries, excluding the IO"
2020-01-01,2752307103,Guyana,"All Countries, excluding the IO"
2021-01-01,4256695084,Guyana,"All Countries, excluding the IO"
2022-01-01,5101924615,Guyana,"All Countries, excluding the IO"
2018-01-01,952135196,Bahamas,"All Countries, excluding the IO"
2019-01-01,541658986,Bahamas,"All Countries, excluding the IO"
2020-01-01,304027263,Bahamas,"All Countries, excluding the IO"
2021-01-01,575417279,Bahamas,"All Countries, excluding the IO"
2022-01-01,1955573191,Bahamas,"All Countries, excluding the IO"
2018-01-01,549526294619.00006,Italy,"All Countries, excluding the IO"
2019-01-01,537717409511.00006,Italy,"All Countries, excluding the IO"
2020-01-01,499792263505,Italy,"All Countries, excluding the IO"
2021-01-01,615635199901,Italy,"All Countries, excluding the IO"
2022-01-01,654552215367,Italy,"All Countries, excluding the IO"
2018-01-01,846756299,Rwanda,"All Countries, excluding the IO"
2019-01-01,1162325920,Rwanda,"All Countries, excluding the IO"
2020-01-01,1643102991,Rwanda,"All Countries, excluding the IO"
2021-01-01,1562523718,Rwanda,"All Countries, excluding the IO"
2022-01-01,1562504485,Rwanda,"All Countries, excluding the IO"
2018-01-01,17401849116,Croatia,"All Countries, excluding the IO"
2019-01-01,17180534148,Croatia,"All Countries, excluding the IO"
2020-01-01,17192803647,Croatia,"All Countries, excluding the IO"
2021-01-01,21877520351,Croatia,"All Countries, excluding the IO"
2022-01-01,25224159724,Croatia,"All Countries, excluding the IO"
2018-01-01,47182315548,Ukraine,"All Countries, excluding the IO"
2019-01-01,49886456341,Ukraine,"All Countries, excluding the IO"
2020-01-01,49214838254,Ukraine,"All Countries, excluding the IO"
2021-01-01,65826467475,Ukraine,"All Countries, excluding the IO"
2022-01-01,44443200594,Ukraine,"All Countries, excluding the IO"
2018-01-01,1084520936127.69,"Middle East, North Africa, Afghanistan, and Pakistan","All Countries, excluding the IO"
2019-01-01,946117783117,"Middle East, North Africa, Afghanistan, and Pakistan","All Countries, excluding the IO"
2020-01-01,702931528077,"Middle East, North Africa, Afghanistan, and Pakistan","All Countries, excluding the IO"
2021-01-01,1061381079745,"Middle East, North Africa, Afghanistan, and Pakistan","All Countries, excluding the IO"
2022-01-01,1474986212254,"Middle East, North Africa, Afghanistan, and Pakistan","All Countries, excluding the IO"
2018-01-01,39502288462,Greece,"All Countries, excluding the IO"
2019-01-01,37907451484,Greece,"All Countries, excluding the IO"
2020-01-01,35214597416,Greece,"All Countries, excluding the IO"
2021-01-01,47217829177,Greece,"All Countries, excluding the IO"
2022-01-01,57227543992,Greece,"All Countries, excluding the IO"
2018-01-01,32259431415,"Venezuela, Bolivarian Republic","All Countries, excluding the IO"
2019-01-01,16890437097.000002,"Venezuela, Bolivarian Republic","All Countries, excluding the IO"
2020-01-01,5366407455,"Venezuela, Bolivarian Republic","All Countries, excluding the IO"
2021-01-01,3303041126,"Venezuela, Bolivarian Republic","All Countries, excluding the IO"
2022-01-01,5043582431,"Venezuela, Bolivarian Republic","All Countries, excluding the IO"
2018-01-01,184815146000,Austria,"All Countries, excluding the IO"
2019-01-01,178669694370,Austria,"All Countries, excluding the IO"
2020-01-01,169417168821,Austria,"All Countries, excluding the IO"
2021-01-01,202805953976,Austria,"All Countries, excluding the IO"
2022-01-01,209657726923,Austria,"All Countries, excluding the IO"
2018-01-01,71548330545,"Iran, Islamic Republic of","All Countries, excluding the IO"
2019-01-01,30057121334,"Iran, Islamic Republic of","All Countries, excluding the IO"
2020-01-01,14157688472,"Iran, Islamic Republic of","All Countries, excluding the IO"
2021-01-01,18179242441,"Iran, Islamic Republic of","All Countries, excluding the IO"
2022-01-01,18920664405,"Iran, Islamic Republic of","All Countries, excluding the IO"
2018-01-01,6057553425868,Export earnings: nonfuel,"All Countries, excluding the IO"
2019-01-01,6057539960273,Export earnings: nonfuel,"All Countries, excluding the IO"
2020-01-01,5985542960820,Export earnings: nonfuel,"All Countries, excluding the IO"
2021-01-01,7686271297366,Export earnings: nonfuel,"All Countries, excluding the IO"
2022-01-01,8512118104997,Export earnings: nonfuel,"All Countries, excluding the IO"
2018-01-01,52484239,Yemen,"All Countries, excluding the IO"
2019-01-01,36310640,Yemen,"All Countries, excluding the IO"
2020-01-01,38530724,Yemen,"All Countries, excluding the IO"
2021-01-01,121498357,Yemen,"All Countries, excluding the IO"
2022-01-01,85104192,Yemen,"All Countries, excluding the IO"
2018-01-01,2879824446,Syrian Arab Republic,"All Countries, excluding the IO"
2019-01-01,2817563186,Syrian Arab Republic,"All Countries, excluding the IO"
2020-01-01,4433174529,Syrian Arab Republic,"All Countries, excluding the IO"
2021-01-01,4267404483.0000005,Syrian Arab Republic,"All Countries, excluding the IO"
2022-01-01,4919069774,Syrian Arab Republic,"All Countries, excluding the IO"
2018-01-01,177168756288,Türkiye,"All Countries, excluding the IO"
2019-01-01,180832721702,Türkiye,"All Countries, excluding the IO"
2020-01-01,169637755310,Türkiye,"All Countries, excluding the IO"
2021-01-01,225214458038,Türkiye,"All Countries, excluding the IO"
2022-01-01,254197383986,Türkiye,"All Countries, excluding the IO"
2018-01-01,17016890703,Estonia,"All Countries, excluding the IO"
2019-01-01,16100944669,Estonia,"All Countries, excluding the IO"
2020-01-01,16339698834,Estonia,"All Countries, excluding the IO"
2021-01-01,21520017962,Estonia,"All Countries, excluding the IO"
2022-01-01,22334797902,Estonia,"All Countries, excluding the IO"
2018-01-01,207582404,Sierra Leone,"All Countries, excluding the IO"
2019-01-01,211461992,Sierra Leone,"All Countries, excluding the IO"
2020-01-01,164117878,Sierra Leone,"All Countries, excluding the IO"
2021-01-01,405447016,Sierra Leone,"All Countries, excluding the IO"
2022-01-01,489570494,Sierra Leone,"All Countries, excluding the IO"
2018-01-01,94325664787,South Africa,"All Countries, excluding the IO"
2019-01-01,89963750600,South Africa,"All Countries, excluding the IO"
2020-01-01,85876283763,South Africa,"All Countries, excluding the IO"
2021-01-01,122354020967,South Africa,"All Countries, excluding the IO"
2022-01-01,123387268742,South Africa,"All Countries, excluding the IO"
2018-01-01,412959210956,Singapore,"All Countries, excluding the IO"
2019-01-01,390683804901,Singapore,"All Countries, excluding the IO"
2020-01-01,287884197831,Singapore,"All Countries, excluding the IO"
2021-01-01,456881164813,Singapore,"All Countries, excluding the IO"
2022-01-01,516016205357,Singapore,"All Countries, excluding the IO"
2018-01-01,67426704715.99999,Philippines,"All Countries, excluding the IO"
2019-01-01,70880775506,Philippines,"All Countries, excluding the IO"
2020-01-01,63575422426,Philippines,"All Countries, excluding the IO"
2021-01-01,74619469494,Philippines,"All Countries, excluding the IO"
2022-01-01,80826352001,Philippines,"All Countries, excluding the IO"
2018-01-01,10770764234,Guatemala,"All Countries, excluding the IO"
2019-01-01,11182963054,Guatemala,"All Countries, excluding the IO"
2020-01-01,11545278154,Guatemala,"All Countries, excluding the IO"
2021-01-01,13635511756,Guatemala,"All Countries, excluding the IO"
2022-01-01,15683554943,Guatemala,"All Countries, excluding the IO"
2018-01-01,60653910310,Kazakhstan,"All Countries, excluding the IO"
2019-01-01,57676727678,Kazakhstan,"All Countries, excluding the IO"
2020-01-01,46926834907,Kazakhstan,"All Countries, excluding the IO"
2021-01-01,59817570568,Kazakhstan,"All Countries, excluding the IO"
2022-01-01,95602433502,Kazakhstan,"All Countries, excluding the IO"
2018-01-01,4352175691,Honduras,"All Countries, excluding the IO"
2019-01-01,2520914922,Honduras,"All Countries, excluding the IO"
