,@FREQ,@REF_AREA,@INDICATOR,@COUNTERPART_AREA,@UNIT_MULT,@TIME_FORMAT,Obs_0_@TIME_PERIOD,Obs_0_@OBS_VALUE,Obs_1_@TIME_PERIOD,Obs_1_@OBS_VALUE,Obs_2_@TIME_PERIOD,Obs_2_@OBS_VALUE,Obs_3_@TIME_PERIOD,Obs_3_@OBS_VALUE,Obs_4_@TIME_PERIOD,Obs_4_@OBS_VALUE,Obs_5_@TIME_PERIOD,Obs_5_@OBS_VALUE,Obs_6_@TIME_PERIOD,Obs_6_@OBS_VALUE,Obs_7_@TIME_PERIOD,Obs_7_@OBS_VALUE,Obs_8_@TIME_PERIOD,Obs_8_@OBS_VALUE,Obs_9_@TIME_PERIOD,Obs_9_@OBS_VALUE,Obs_10_@TIME_PERIOD,Obs_10_@OBS_VALUE,Obs_11_@TIME_PERIOD,Obs_11_@OBS_VALUE,Obs_12_@TIME_PERIOD,Obs_12_@OBS_VALUE,Obs_13_@TIME_PERIOD,Obs_13_@OBS_VALUE,Obs_14_@TIME_PERIOD,Obs_14_@OBS_VALUE,Obs_15_@TIME_PERIOD,Obs_15_@OBS_VALUE,Obs_16_@TIME_PERIOD,Obs_16_@OBS_VALUE,Obs_17_@TIME_PERIOD,Obs_17_@OBS_VALUE,Obs_18_@TIME_PERIOD,Obs_18_@OBS_VALUE,Obs_19_@TIME_PERIOD,Obs_19_@OBS_VALUE,Obs_20_@TIME_PERIOD,Obs_20_@OBS_VALUE,Obs_21_@TIME_PERIOD,Obs_21_@OBS_VALUE,Obs_22_@TIME_PERIOD,Obs_22_@OBS_VALUE,Obs_23_@TIME_PERIOD,Obs_23_@OBS_VALUE,Obs_24_@TIME_PERIOD,Obs_24_@OBS_VALUE,Obs_25_@TIME_PERIOD,Obs_25_@OBS_VALUE,Obs_26_@TIME_PERIOD,Obs_26_@OBS_VALUE,Obs_27_@TIME_PERIOD,Obs_27_@OBS_VALUE,Obs_28_@TIME_PERIOD,Obs_28_@OBS_VALUE,Obs_29_@TIME_PERIOD,Obs_29_@OBS_VALUE,Obs_30_@TIME_PERIOD,Obs_30_@OBS_VALUE,Obs_31_@TIME_PERIOD,Obs_31_@OBS_VALUE,Obs_32_@TIME_PERIOD,Obs_32_@OBS_VALUE,Obs_33_@TIME_PERIOD,Obs_33_@OBS_VALUE,Obs_34_@TIME_PERIOD,Obs_34_@OBS_VALUE
20,M,US,TXG_FOB_USD,CSH,6,P1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,M,US,TXG_FOB_USD,CD,6,P1M,2020-01,8.276262,2020-02,2.895537,2020-03,9.99368,2020-04,19.880779,2020-05,19.508138,2020-06,23.119214,2020-07,9.087521,2020-08,10.112404,2020-09,15.326316,2020-10,18.005925,2020-11,8.073861,2020-12,8.626752,2021-01,8.168774,2021-02,4.939964,2021-03,12.886489,2021-04,11.057812,2021-05,12.287938,2021-06,14.434117,2021-07,12.807517,2021-08,8.798686,2021-09,20.473883,2021-10,20.025876,2021-11,39.27025,2021-12,48.002775,2022-01,15.586106,2022-02,15.058311,2022-03,20.216839,2022-04,20.167185,2022-05,14.172918,2022-06,6.494007,2022-07,9.714556,2022-08,14.652812,2022-09,10.021696,2022-10,12.291063,2022-11,6.978657
22,M,US,TXG_FOB_USD,AG,6,P1M,2020-01,38.82039,2020-02,28.446702,2020-03,27.484183,2020-04,41.688498,2020-05,9.487201,2020-06,22.937936,2020-07,13.753878,2020-08,21.254657,2020-09,16.977046,2020-10,20.679218,2020-11,39.588845,2020-12,31.259508,2021-01,69.551833,2021-02,16.746179,2021-03,39.08599,2021-04,54.126465,2021-05,52.13593,2021-06,38.218081,2021-07,32.200676,2021-08,36.786199,2021-09,62.650649,2021-10,65.900796,2021-11,54.529399,2021-12,48.553437,2022-01,56.737083,2022-02,86.070396,2022-03,98.697312,2022-04,95.201126,2022-05,161.815398,2022-06,58.350224,2022-07,88.413228,2022-08,61.237103,2022-09,69.474661,2022-10,78.635478,2022-11,72.617557
23,M,US,TXG_FOB_USD,1C_903,6,P1M,2020-01,2530.780989,2020-02,2678.137165,2020-03,2816.954516,2020-04,1924.469822,2020-05,1878.519091,2020-06,2218.791057,2020-07,2064.089818,2020-08,2047.630403,2020-09,2385.084755,2020-10,2071.101711,2020-11,2173.024584,2020-12,2203.238247,2021-01,2452.548011,2021-02,2342.713796,2021-03,2657.62162,2021-04,2616.355556,2021-05,2581.686309,2021-06,2949.434468,2021-07,2501.658072,2021-08,2454.975318,2021-09,3010.336826,2021-10,3028.013816,2021-11,3410.733496,2021-12,3521.784964,2022-01,3066.932636,2022-02,3527.777142,2022-03,2709.863316,2022-04,2976.592093,2022-05,3066.186564,2022-06,3226.905033,2022-07,2942.87097,2022-08,2951.559249,2022-09,2870.74193,2022-10,2944.996587,2022-11,3034.378298
24,M,US,TXG_FOB_USD,DZ,6,P1M,2020-01,73.749612,2020-02,37.315257,2020-03,87.286806,2020-04,65.790075,2020-05,73.36121,2020-06,51.867032,2020-07,52.305289,2020-08,72.377361,2020-09,88.759286,2020-10,33.838329,2020-11,56.134855,2020-12,33.501593,2021-01,95.366599,2021-02,84.790626,2021-03,77.46179,2021-04,47.940454,2021-05,72.599646,2021-06,76.008254,2021-07,33.931732,2021-08,39.412045,2021-09,49.241751,2021-10,41.645848,2021-11,71.44164,2021-12,94.085386,2022-01,198.554217,2022-02,62.929411,2022-03,83.509976,2022-04,171.379299,2022-05,48.172229,2022-06,55.017901,2022-07,98.517968,2022-08,90.900017,2022-09,142.027583,2022-10,81.303807,2022-11,104.147668
25,M,US,TXG_FOB_USD,PF,6,P1M,2020-01,9.112577,2020-02,7.058543,2020-03,12.742152,2020-04,7.365308,2020-05,7.546401,2020-06,5.19692,2020-07,9.496394,2020-08,13.68862,2020-09,7.689875,2020-10,12.622443,2020-11,9.86123,2020-12,8.160615,2021-01,10.396227,2021-02,9.19108,2021-03,9.19053,2021-04,8.944139,2021-05,12.549157,2021-06,11.14258,2021-07,11.292991,2021-08,11.345727,2021-09,15.316171,2021-10,10.77867,2021-11,10.734146,2021-12,8.130299,2022-01,16.110776,2022-02,11.21746,2022-03,10.289538,2022-04,13.434378,2022-05,10.076534,2022-06,15.129216,2022-07,15.57819,2022-08,11.156138,2022-09,11.599278,2022-10,10.55368,2022-11,13.804513
26,M,US,TXG_FOB_USD,LR,6,P1M,2020-01,4.102668,2020-02,7.035083,2020-03,6.774004,2020-04,13.475129,2020-05,3.315274,2020-06,6.05584,2020-07,4.408929,2020-08,18.197826,2020-09,5.701256,2020-10,11.38953,2020-11,8.068809,2020-12,4.628575,2021-01,5.454319,2021-02,5.676774,2021-03,7.032192,2021-04,6.909021,2021-05,6.966387,2021-06,8.990491,2021-07,6.699767,2021-08,12.558629,2021-09,5.857726,2021-10,43.240466,2021-11,12.998227,2021-12,17.213768,2022-01,3.980427,2022-02,21.736231,2022-03,26.101702,2022-04,15.167212,2022-05,12.802297,2022-06,20.418261,2022-07,27.966819,2022-08,42.78049,2022-09,21.175995,2022-10,18.955358,2022-11,25.972524
27,M,US,TXG_FOB_USD,BO,6,P1M,2020-01,32.262608,2020-02,53.571025,2020-03,35.051504,2020-04,20.534114,2020-05,22.441807,2020-06,27.232613,2020-07,30.276138,2020-08,35.527859,2020-09,44.814831,2020-10,65.554018,2020-11,39.873514,2020-12,43.662282,2021-01,36.646967,2021-02,40.386145,2021-03,41.522462,2021-04,52.533521,2021-05,53.255688,2021-06,51.526219,2021-07,34.697867,2021-08,44.893895,2021-09,39.90896,2021-10,42.480975,2021-11,52.451782,2021-12,61.905418,2022-01,33.353465,2022-02,46.005003,2022-03,55.201235,2022-04,54.013178,2022-05,31.849235,2022-06,37.452059,2022-07,45.158082,2022-08,52.480731,2022-09,39.366924,2022-10,41.389281,2022-11,39.066634
28,M,US,TXG_FOB_USD,SY,6,P1M,2020-01,0.053665,2020-02,0.32665,2020-03,0.324962,2020-04,0.053996,2020-05,0.059852,2020-06,0.402196,2020-07,0.019713,2020-08,0.166759,2020-09,0.281259,2020-10,0.223167,2020-11,0.098026,2020-12,0.123879,2021-01,0.053775,2021-02,0.154372,2021-03,0.00837,2021-04,0.015858,2021-05,0.050322,2021-06,0.404794,2021-07,0.155639,2021-08,0.029508,2021-09,0.146897,2021-10,0.008079,2021-11,0.120627,2021-12,0.02907,2022-01,0.442318,2022-02,0.00322,2022-03,0.197678,2022-04,0.676914,2022-05,1.87367,2022-06,0.418946,2022-07,1.264444,2022-08,0.424729,2022-09,0.53563,2022-10,1.037718,2022-11,0.236906
29,M,US,TXG_FOB_USD,NI,6,P1M,2020-01,109.262331,2020-02,113.480533,2020-03,181.53332,2020-04,78.305187,2020-05,106.098174,2020-06,77.955898,2020-07,110.194357,2020-08,108.831884,2020-09,133.039842,2020-10,118.679551,2020-11,137.82666,2020-12,154.394459,2021-01,142.968716,2021-02,138.061222,2021-03,169.970899,2021-04,184.038419,2021-05,206.262221,2021-06,229.14487,2021-07,211.787564,2021-08,179.86968,2021-09,139.242522,2021-10,197.641579,2021-11,158.853092,2021-12,195.10134,2022-01,213.382096,2022-02,201.556891,2022-03,237.133663,2022-04,212.901747,2022-05,189.632538,2022-06,244.633897,2022-07,173.296292,2022-08,241.757939,2022-09,269.91872,2022-10,223.921833,2022-11,174.846424
30,M,US,TXG_FOB_USD,DM,6,P1M,2020-01,3.985266,2020-02,29.999526,2020-03,21.899048,2020-04,3.231675,2020-05,2.900013,2020-06,4.099185,2020-07,8.196153,2020-08,2.878255,2020-09,4.325119,2020-10,3.629561,2020-11,8.860131,2020-12,21.125623,2021-01,44.870076,2021-02,3.029107,2021-03,16.12742,2021-04,57.827806,2021-05,6.206173,2021-06,29.024835,2021-07,8.288147,2021-08,42.937996,2021-09,57.367223,2021-10,61.602493,2021-11,38.706342,2021-12,7.074137,2022-01,4.836354,2022-02,4.604461,2022-03,78.703757,2022-04,21.802016,2022-05,4.097288,2022-06,5.014439,2022-07,29.827947,2022-08,21.020068,2022-09,9.7284,2022-10,6.274716,2022-11,7.21517
31,M,US,TXG_FOB_USD,1C_459,6,P1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,M,US,TXG_FOB_USD,GU,6,P1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,M,US,TXG_FOB_USD,1C_092,6,P1M,2020-01,52381.252432,2020-02,51700.904213,2020-03,52828.984285,2020-04,37705.137411,2020-05,35780.163377,2020-06,42085.106167,2020-07,45883.17525,2020-08,47302.102448,2020-09,49583.980053,2020-10,56735.31247,2020-11,54991.598005,2020-12,57811.475042,2021-01,55645.631458,2021-02,52567.227218,2021-03,62905.866685,2021-04,58438.760001,2021-05,61864.457144,2021-06,62620.193876,2021-07,62050.164531,2021-08,63318.829002,2021-09,60660.279643,2021-10,71700.771054,2021-11,68871.466271,2021-12,69007.957044,2022-01,63711.416917,2022-02,64347.037634,2022-03,75543.788363,2022-04,73391.273431,2022-05,75853.545468,2022-06,76856.16329,2022-07,74494.831559,2022-08,76719.761995,2022-09,72814.599005,2022-10,76711.901701,2022-11,72818.991671
34,M,US,TXG_FOB_USD,TR,6,P1M,2020-01,1175.728908,2020-02,1156.302679,2020-03,1257.221894,2020-04,649.937933,2020-05,585.378219,2020-06,642.768676,2020-07,818.333049,2020-08,666.368583,2020-09,889.817683,2020-10,702.027616,2020-11,745.665596,2020-12,717.969922,2021-01,802.649388,2021-02,687.994587,2021-03,920.320922,2021-04,743.044237,2021-05,728.871253,2021-06,1046.33009,2021-07,800.213057,2021-08,864.471298,2021-09,1203.125775,2021-10,1132.276158,2021-11,1433.446636,2021-12,1542.593829,2022-01,1472.797827,2022-02,1470.108476,2022-03,1085.156617,2022-04,1192.719659,2022-05,1246.5591,2022-06,1671.575426,2022-07,1004.418229,2022-08,1079.482814,2022-09,1098.378665,2022-10,994.247421,2022-11,1287.23921
35,M,US,TXG_FOB_USD,SS,6,P1M,2020-01,0.644026,2020-02,0.514283,2020-03,0.441692,2020-04,0.381661,2020-05,11.644706,2020-06,6.798706,2020-07,6.433545,2020-08,3.509578,2020-09,2.78707,2020-10,1.333955,2020-11,1.262009,2020-12,4.492772,2021-01,3.867477,2021-02,2.510801,2021-03,7.662999,2021-04,7.946551,2021-05,2.073533,2021-06,1.265521,2021-07,0.999038,2021-08,7.731784,2021-09,9.474021,2021-10,3.008229,2021-11,5.137849,2021-12,7.238856,2022-01,0.588733,2022-02,0.509137,2022-03,1.444662,2022-04,10.574045,2022-05,2.382614,2022-06,4.359912,2022-07,2.014841,2022-08,5.423142,2022-09,8.860067,2022-10,1.109997,2022-11,1.411688
36,M,US,TXG_FOB_USD,AF,6,P1M,2020-01,57.945362,2020-02,83.44802,2020-03,40.559691,2020-04,60.703654,2020-05,47.402218,2020-06,79.906028,2020-07,45.951463,2020-08,99.389979,2020-09,48.15956,2020-10,46.289377,2020-11,35.501008,2020-12,25.631848,2021-01,15.414887,2021-02,117.532972,2021-03,50.320667,2021-04,16.877694,2021-05,14.301296,2021-06,5.104026,2021-07,8.633864,2021-08,2.90749,2021-09,0.412808,2021-10,0.531054,2021-11,0.996296,2021-12,2.639697,2022-01,6.994767,2022-02,1.130425,2022-03,1.397497,2022-04,1.058876,2022-05,0.760271,2022-06,1.965885,2022-07,1.259913,2022-08,2.082436,2022-09,0.951177,2022-10,2.218572,2022-11,0.895644
37,M,US,TXG_FOB_USD,NZ,6,P1M,2020-01,259.498278,2020-02,359.696061,2020-03,301.479128,2020-04,185.73319,2020-05,215.811638,2020-06,210.923122,2020-07,253.066519,2020-08,282.613856,2020-09,252.689273,2020-10,325.365907,2020-11,266.931346,2020-12,282.771257,2021-01,202.260082,2021-02,258.192116,2021-03,325.524936,2021-04,321.581762,2021-05,336.117385,2021-06,325.51364,2021-07,347.133467,2021-08,309.312211,2021-09,311.39493,2021-10,336.468659,2021-11,333.143949,2021-12,317.394607,2022-01,365.522124,2022-02,254.768187,2022-03,327.229697,2022-04,348.742901,2022-05,329.163326,2022-06,314.282247,2022-07,306.697134,2022-08,330.492384,2022-09,404.758104,2022-10,370.727776,2022-11,342.926855
38,M,US,TXG_FOB_USD,BA,6,P1M,2020-01,0.669922,2020-02,3.048499,2020-03,1.504333,2020-04,4.764995,2020-05,0.812463,2020-06,1.380946,2020-07,1.805363,2020-08,1.490808,2020-09,1.159233,2020-10,1.536691,2020-11,1.67677,2020-12,1.720927,2021-01,1.642253,2021-02,1.304336,2021-03,1.315722,2021-04,4.787472,2021-05,2.925885,2021-06,2.094763,2021-07,1.334189,2021-08,0.824461,2021-09,2.350992,2021-10,1.669639,2021-11,1.800836,2021-12,29.638742,2022-01,2.508797,2022-02,0.994757,2022-03,1.64898,2022-04,1.239261,2022-05,3.100206,2022-06,2.149703,2022-07,2.707822,2022-08,1.939065,2022-09,2.596639,2022-10,2.383221,2022-11,6.319688
39,M,US,TXG_FOB_USD,MU,6,P1M,2020-01,2.330539,2020-02,4.345014,2020-03,4.905855,2020-04,3.244879,2020-05,4.799415,2020-06,4.548461,2020-07,4.597529,2020-08,4.322632,2020-09,4.510478,2020-10,4.790621,2020-11,3.725861,2020-12,3.491685,2021-01,4.336615,2021-02,3.896947,2021-03,5.217201,2021-04,8.520436,2021-05,4.779303,2021-06,2.540403,2021-07,7.075677,2021-08,7.851596,2021-09,8.526385,2021-10,9.417065,2021-11,5.307942,2021-12,10.907761,2022-01,7.030828,2022-02,10.155166,2022-03,11.587827,2022-04,6.989368,2022-05,11.017689,2022-06,7.9693,2022-07,4.345939,2022-08,6.886429,2022-09,6.177739,2022-10,9.314802,2022-11,7.839682
40,M,US,TXG_FOB_USD,BD,6,P1M,2020-01,176.584614,2020-02,195.463044,2020-03,218.672953,2020-04,112.059452,2020-05,123.161354,2020-06,144.93561,2020-07,108.478957,2020-08,154.473422,2020-09,111.025979,2020-10,197.424161,2020-11,118.328219,2020-12,183.578931,2021-01,216.191289,2021-02,209.732167,2021-03,201.962161,2021-04,153.830535,2021-05,199.088677,2021-06,114.363309,2021-07,123.912945,2021-08,270.709422,2021-09,164.633609,2021-10,241.534283,2021-11,152.307003,2021-12,302.249338,2022-01,321.627926,2022-02,379.259837,2022-03,154.683827,2022-04,207.923727,2022-05,210.537757,2022-06,266.162444,2022-07,302.000235,2022-08,295.531153,2022-09,164.222781,2022-10,166.448329,2022-11,140.715089
41,M,US,TXG_FOB_USD,BS,6,P1M,2020-01,223.912302,2020-02,234.606904,2020-03,296.69084,2020-04,274.211202,2020-05,159.53742,2020-06,258.590181,2020-07,251.099109,2020-08,249.345702,2020-09,241.101244,2020-10,180.928068,2020-11,198.029815,2020-12,300.298497,2021-01,160.584236,2021-02,183.868651,2021-03,228.213834,2021-04,171.060739,2021-05,275.107583,2021-06,222.53298,2021-07,203.54453,2021-08,246.062046,2021-09,223.534386,2021-10,383.250709,2021-11,346.063568,2021-12,255.129651,2022-01,295.581865,2022-02,332.427105,2022-03,450.746392,2022-04,356.925398,2022-05,468.622095,2022-06,358.122533,2022-07,597.469947,2022-08,512.880104,2022-09,417.446047,2022-10,351.461586,2022-11,924.607424
42,M,US,TXG_FOB_USD,RS,6,P1M,2020-01,10.828561,2020-02,7.848166,2020-03,20.82259,2020-04,6.562202,2020-05,5.823952,2020-06,10.77209,2020-07,11.666387,2020-08,11.443649,2020-09,11.096119,2020-10,13.586774,2020-11,15.626198,2020-12,15.67542,2021-01,11.867901,2021-02,25.914676,2021-03,16.749545,2021-04,13.456031,2021-05,15.290043,2021-06,15.721583,2021-07,12.490445,2021-08,10.300591,2021-09,12.43145,2021-10,14.974512,2021-11,18.792007,2021-12,13.268816,2022-01,9.793996,2022-02,10.777415,2022-03,19.294172,2022-04,13.320853,2022-05,14.950434,2022-06,45.542482,2022-07,20.319995,2022-08,24.78098,2022-09,29.383638,2022-10,18.085456,2022-11,24.890891
43,M,US,TXG_FOB_USD,OM,6,P1M,2020-01,110.228513,2020-02,103.702798,2020-03,130.768016,2020-04,112.944394,2020-05,77.410502,2020-06,68.196253,2020-07,86.096455,2020-08,79.501046,2020-09,87.770187,2020-10,83.912057,2020-11,89.652925,2020-12,102.749156,2021-01,102.851983,2021-02,85.692305,2021-03,105.179704,2021-04,100.261841,2021-05,101.733209,2021-06,99.694001,2021-07,205.60014,2021-08,161.508953,2021-09,117.541329,2021-10,102.219932,2021-11,90.0261,2021-12,124.856744,2022-01,80.294873,2022-02,98.881823,2022-03,187.306104,2022-04,157.261645,2022-05,127.722827,2022-06,108.559147,2022-07,130.897946,2022-08,127.175504,2022-09,107.270137,2022-10,130.560895,2022-11,97.925709
44,M,US,TXG_FOB_USD,DO,6,P1M,2020-01,732.118435,2020-02,692.384558,2020-03,756.708804,2020-04,459.81149,2020-05,460.424991,2020-06,560.259367,2020-07,521.008986,2020-08,637.446065,2020-09,612.120222,2020-10,696.289781,2020-11,720.793839,2020-12,755.39364,2021-01,833.363747,2021-02,676.65406,2021-03,979.144358,2021-04,836.883819,2021-05,884.071803,2021-06,912.289468,2021-07,744.516394,2021-08,923.20597,2021-09,895.663986,2021-10,1048.651551,2021-11,907.66174,2021-12,1031.102161,2022-01,1003.245292,2022-02,893.76319,2022-03,1110.074103,2022-04,1040.416732,2022-05,1360.161123,2022-06,1326.568592,2022-07,1286.861533,2022-08,1224.359341,2022-09,1156.216798,2022-10,1108.230986,2022-11,1144.108494
45,M,US,TXG_FOB_USD,LA,6,P1M,2020-01,1.742199,2020-02,1.624707,2020-03,3.003,2020-04,1.572981,2020-05,5.614588,2020-06,1.700506,2020-07,1.070003,2020-08,1.603219,2020-09,1.501578,2020-10,1.340211,2020-11,2.14621,2020-12,1.841761,2021-01,4.660574,2021-02,1.944782,2021-03,3.130245,2021-04,1.747788,2021-05,2.148174,2021-06,2.39558,2021-07,2.059037,2021-08,3.100122,2021-09,1.226581,2021-10,1.862359,2021-11,1.734638,2021-12,7.484132,2022-01,9.130359,2022-02,3.774423,2022-03,2.316028,2022-04,4.358182,2022-05,3.222609,2022-06,4.361934,2022-07,2.367444,2022-08,2.109897,2022-09,3.224065,2022-10,1.981376,2022-11,1.616074
46,M,US,TXG_FOB_USD,FI,6,P1M,2020-01,98.699507,2020-02,116.902549,2020-03,139.630946,2020-04,143.284549,2020-05,114.418299,2020-06,134.790539,2020-07,120.679837,2020-08,201.334734,2020-09,110.85455,2020-10,152.4046,2020-11,105.577543,2020-12,148.205103,2021-01,96.141128,2021-02,101.775865,2021-03,112.629153,2021-04,211.668426,2021-05,162.993237,2021-06,122.569787,2021-07,154.320295,2021-08,130.606547,2021-09,188.201256,2021-10,185.263172,2021-11,135.940448,2021-12,125.234892,2022-01,99.51667,2022-02,153.330393,2022-03,191.187218,2022-04,167.728135,2022-05,305.904841,2022-06,217.710083,2022-07,253.387115,2022-08,261.811723,2022-09,385.607756,2022-10,271.261316,2022-11,205.915615
47,M,US,TXG_FOB_USD,XK,6,P1M,2020-01,0.836602,2020-02,3.233059,2020-03,3.00683,2020-04,0.612954,2020-05,1.623365,2020-06,14.092192,2020-07,1.69246,2020-08,3.665332,2020-09,0.434754,2020-10,0.732931,2020-11,2.319353,2020-12,0.997946,2021-01,0.66421,2021-02,1.934179,2021-03,1.811267,2021-04,8.140902,2021-05,2.133451,2021-06,3.87912,2021-07,1.886851,2021-08,1.005667,2021-09,6.265306,2021-10,0.756884,2021-11,1.016754,2021-12,1.854347,2022-01,0.55112,2022-02,4.407767,2022-03,2.131596,2022-04,3.75532,2022-05,1.42988,2022-06,0.837535,2022-07,1.605562,2022-08,2.185476,2022-09,1.639852,2022-10,0.916594,2022-11,0.910844
48,M,US,TXG_FOB_USD,PT,6,P1M,2020-01,167.560431,2020-02,139.10792,2020-03,114.926599,2020-04,130.654464,2020-05,77.350837,2020-06,84.064275,2020-07,92.281324,2020-08,107.878401,2020-09,231.860874,2020-10,215.531927,2020-11,109.162266,2020-12,180.003018,2021-01,186.797445,2021-02,219.10072,2021-03,152.720494,2021-04,118.960506,2021-05,148.74842,2021-06,160.993309,2021-07,188.473348,2021-08,186.609378,2021-09,169.676745,2021-10,367.185102,2021-11,223.764504,2021-12,246.21844,2022-01,212.96068,2022-02,140.982544,2022-03,325.038447,2022-04,259.944569,2022-05,319.88859,2022-06,254.954509,2022-07,213.128287,2022-08,171.983835,2022-09,266.851888,2022-10,229.843573,2022-11,186.327554
49,M,US,TXG_FOB_USD,A109,6,P1M,2020-01,186.855755,2020-02,140.030443,2020-03,121.111374,2020-04,75.705971,2020-05,63.841353,2020-06,79.438145,2020-07,106.006296,2020-08,96.22473,2020-09,91.340186,2020-10,121.769846,2020-11,93.928499,2020-12,126.222274,2021-01,87.942604,2021-02,119.659472,2021-03,226.843351,2021-04,135.742075,2021-05,151.607063,2021-06,132.007474,2021-07,136.32604,2021-08,148.66601,2021-09,121.502469,2021-10,176.561049,2021-11,176.834628,2021-12,205.653784,2022-01,225.833811,2022-02,125.873825,2022-03,176.927855,2022-04,193.227882,2022-05,213.052576,2022-06,237.076849,2022-07,248.437081,2022-08,190.601626,2022-09,276.181754,2022-10,234.516258,2022-11,180.497941
50,M,US,TXG_FOB_USD,SO,6,P1M,2020-01,3.945333,2020-02,7.993866,2020-03,12.201989,2020-04,1.125923,2020-05,4.03006,2020-06,3.424774,2020-07,5.113821,2020-08,5.300833,2020-09,10.614827,2020-10,2.26146,2020-11,1.532819,2020-12,1.400118,2021-01,3.091835,2021-02,3.57434,2021-03,4.186727,2021-04,2.662988,2021-05,1.551261,2021-06,14.553722,2021-07,0.683496,2021-08,0.903352,2021-09,6.279508,2021-10,5.708565,2021-11,5.187848,2021-12,5.728588,2022-01,0.954029,2022-02,10.81848,2022-03,0.94815,2022-04,4.984095,2022-05,6.013539,2022-06,1.9995,2022-07,9.209927,2022-08,11.593328,2022-09,18.007968,2022-10,18.856661,2022-11,1.634203
51,M,US,TXG_FOB_USD,LT,6,P1M,2020-01,70.324346,2020-02,70.117343,2020-03,92.256261,2020-04,54.493056,2020-05,68.312076,2020-06,79.14604,2020-07,102.799931,2020-08,58.382401,2020-09,86.327049,2020-10,94.648504,2020-11,92.15218,2020-12,149.792842,2021-01,67.690071,2021-02,108.914736,2021-03,99.733989,2021-04,133.981251,2021-05,143.526888,2021-06,90.392615,2021-07,117.129122,2021-08,76.742079,2021-09,116.642393,2021-10,94.914043,2021-11,96.897162,2021-12,90.720101,2022-01,116.460699,2022-02,134.937688,2022-03,248.923944,2022-04,278.1004,2022-05,251.352502,2022-06,205.697579,2022-07,266.116765,2022-08,248.30694,2022-09,142.915501,2022-10,242.769587,2022-11,194.113448
52,M,US,TXG_FOB_USD,CY,6,P1M,2020-01,6.650799,2020-02,17.205441,2020-03,12.143481,2020-04,3.603157,2020-05,7.262156,2020-06,4.946354,2020-07,8.611954,2020-08,7.349281,2020-09,5.798751,2020-10,6.866699,2020-11,3.562525,2020-12,19.131401,2021-01,16.330019,2021-02,3.125687,2021-03,48.032146,2021-04,7.489971,2021-05,7.984678,2021-06,7.192212,2021-07,53.583326,2021-08,4.65766,2021-09,5.439785,2021-10,73.905534,2021-11,11.228568,2021-12,7.87009,2022-01,7.562656,2022-02,8.033534,2022-03,8.201615,2022-04,8.164477,2022-05,7.816339,2022-06,9.597293,2022-07,8.030501,2022-08,18.561722,2022-09,6.497986,2022-10,8.164137,2022-11,20.988889
53,M,US,TXG_FOB_USD,BE,6,P1M,2020-01,2594.103668,2020-02,2987.78764,2020-03,2631.858182,2020-04,1826.445785,2020-05,1873.390453,2020-06,1903.997924,2020-07,2292.717076,2020-08,2382.005237,2020-09,2061.637946,2020-10,2404.414158,2020-11,2506.840615,2020-12,2156.217521,2021-01,2463.838703,2021-02,2807.161991,2021-03,2538.744238,2021-04,2547.962022,2021-05,3179.469095,2021-06,2838.829148,2021-07,2505.566563,2021-08,2873.075424,2021-09,3384.215602,2021-10,2993.21822,2021-11,2810.073954,2021-12,2778.79572,2022-01,2770.557858,2022-02,2752.337466,2022-03,3578.268883,2022-04,3185.268146,2022-05,3058.998739,2022-06,3233.131321,2022-07,3024.224288,2022-08,2862.305611,2022-09,2476.544221,2022-10,2859.899379,2022-11,2871.390116
54,M,US,TXG_FOB_USD,NG,6,P1M,2020-01,186.872195,2020-02,244.224474,2020-03,272.044694,2020-04,230.295193,2020-05,224.589944,2020-06,230.95215,2020-07,256.316423,2020-08,256.106406,2020-09,229.808792,2020-10,233.082837,2020-11,248.766816,2020-12,175.360139,2021-01,255.830776,2021-02,269.019634,2021-03,356.75319,2021-04,319.949639,2021-05,374.800356,2021-06,319.35463,2021-07,365.056126,2021-08,319.302626,2021-09,330.521847,2021-10,340.343927,2021-11,295.639856,2021-12,340.464227,2022-01,409.199063,2022-02,334.679074,2022-03,282.040171,2022-04,241.658671,2022-05,423.97575,2022-06,274.098638,2022-07,233.277147,2022-08,280.376962,2022-09,296.851591,2022-10,173.540179,2022-11,225.67233
