date,value,reporter,partner
2021-01-01,10480178.233,Andorra,World
2021-01-01,2340789814.48,Angola,World
2021-01-01,1216974.831,Antigua and Barbuda,World
2021-01-01,1623974167.85,Azerbaijan,World
2021-01-01,4911999896.89,Argentina,World
2021-01-01,24488038917.517,Australia,World
2021-01-01,162579328.65,Armenia,World
2021-01-01,20908151.5,Barbados,World
2021-01-01,27583652150.235,Belgium,World
2021-01-01,743725111.81,Bolivia (Plurinational State of),World
2021-01-01,551139199.7,Bosnia Herzegovina,World
2021-01-01,800000690.562,Botswana,World
2021-01-01,14947626003,Brazil,World
2021-01-01,14765424.31,Belize,World
2021-01-01,2962829924.93,Bulgaria,World
2021-01-01,1762170208.317,Myanmar,World
2021-01-01,8317519.702,Burundi,World
2021-01-01,2434717800,Belarus,World
2021-01-01,37160314953.789,Canada,World
2021-01-01,7113957095.365,Chile,World
2021-01-01,263633235503,China,World
2021-01-01,2610936422.43,Colombia,World
2021-01-01,1385000452,Croatia,World
2021-01-01,191677124.703,Cyprus,World
2021-01-01,17719510300,Czechia,World
2021-01-01,76938344.075,Benin,World
2021-01-01,9452571823.685,Denmark,World
2021-01-01,740220279.663,Dominican Rep.,World
2021-01-01,1814891832.808,Ecuador,World
2021-01-01,515558118.07,El Salvador,World
2021-01-01,1484840231.916,Estonia,World
2021-01-01,56620031.69,Fiji,World
2021-01-01,5383139693.513,Finland,World
2021-01-01,6732833.18,French Polynesia,World
2021-01-01,224490237.05,Georgia,World
2021-01-01,99873118.95,State of Palestine,World
2021-01-01,120945626486.123,Germany,World
2021-01-01,3067695770.536,Greece,World
2021-01-01,2278476.849,Grenada,World
2021-01-01,1089712648,Guatemala,World
2021-01-01,262063384.212,Guyana,World
2021-01-01,52168243157.67,"China, Hong Kong SAR",World
2021-01-01,10872320007,Hungary,World
2021-01-01,382454159.812,Iceland,World
2021-01-01,15293664942.285,Indonesia,World
2021-01-01,16222655660.012,Ireland,World
2021-01-01,4705940000,Israel,World
2021-01-01,41282497216.818,Italy,World
2021-01-01,55735015938.369,Japan,World
2021-01-01,494597695.124,Kenya,World
2021-01-01,4023308432,Kuwait,World
2021-01-01,97572722,Kyrgyzstan,World
2021-01-01,59618654.212,Lesotho,World
2021-01-01,1285049099.096,Latvia,World
2021-01-01,2771048009.99,Lithuania,World
2021-01-01,1183582077.821,Luxembourg,World
2021-01-01,147352128.774,"China, Macao SAR",World
2021-01-01,162896671.156,Madagascar,World
2021-01-01,63439812.649,Malawi,World
2021-01-01,22201593814.758,Malaysia,World
2021-01-01,274473658.565,Malta,World
2021-01-01,116979760.306,Mauritius,World
2021-01-01,32667770741,Mexico,World
2021-01-01,639684750.76,Mongolia,World
2021-01-01,198437306,Rep. of Moldova,World
2021-01-01,30790183.78,Montenegro,World
2021-01-01,2803088636.669,Morocco,World
2021-01-01,542420982.883,Namibia,World
2021-01-01,49813220474.078,Netherlands,World
2021-01-01,3016865412.974,New Zealand,World
2021-01-01,460420219.53,Nicaragua,World
2021-01-01,2349601978.858,Nigeria,World
2021-01-01,9459561306.371,Norway,World
2021-01-01,2146063599.179,Pakistan,World
2021-01-01,241506179,Panama,World
2021-01-01,543955493,Paraguay,World
2021-01-01,5521466745,Philippines,World
2021-01-01,24796391119,Poland,World
2021-01-01,5617333354.407,Portugal,World
2021-01-01,5851327257.613,Qatar,World
2021-01-01,6584846035.5,Romania,World
2021-01-01,26979459439.484,Russian Federation,World
2021-01-01,75414984.1,Rwanda,World
2021-01-01,2106545.309,Saint Vincent and the Grenadines,World
2021-01-01,1449253.42,Sao Tome and Principe,World
2021-01-01,1655694080,Serbia,World
2021-01-01,710299361.229,Seychelles,World
2021-01-01,27500549438.864,India,World
2021-01-01,33942509233.411,Singapore,World
2021-01-01,7940594008.231,Slovakia,World
2021-01-01,28545770525,Viet Nam,World
2021-01-01,3528922518.008,Slovenia,World
2021-01-01,7223606181.347,South Africa,World
2021-01-01,26683545383.237,Spain,World
2021-01-01,13718639459.313,Sweden,World
2021-01-01,27630003986.906,Switzerland,World
2021-01-01,84063596.713,Togo,World
2021-01-01,463643748.647,Trinidad and Tobago,World
2021-01-01,1242368147.504,Tunisia,World
2021-01-01,15003935219,Türkiye,World
2021-01-01,3927453219.93,Ukraine,World
2021-01-01,641517226.76,North Macedonia,World
2021-01-01,2536387816.336,Egypt,World
2021-01-01,27392471984.041,United Kingdom,World
2021-01-01,416072971.429,United Rep. of Tanzania,World
2021-01-01,127476378280,USA,World
2021-01-01,494996998.194,Burkina Faso,World
2021-01-01,559618967,Uruguay,World
2021-01-01,528901635.04,Uzbekistan,World
2021-01-01,1655455.981,Samoa,World
2021-01-01,835043693.901,Zambia,World
2021-02-01,13535776.462,Andorra,World
2021-02-01,2263937134.203,Angola,World
2021-02-01,1155221.737,Antigua and Barbuda,World
2021-02-01,1163974263.69,Azerbaijan,World
2021-02-01,4774998994.87,Argentina,World
2021-02-01,24604296085.516,Australia,World
2021-02-01,195182204.05,Armenia,World
2021-02-01,25609061.5,Barbados,World
2021-02-01,27054233316.536,Belgium,World
2021-02-01,779415269.1,Bolivia (Plurinational State of),World
2021-02-01,635814834.89,Bosnia Herzegovina,World
2021-02-01,597107583.576,Botswana,World
2021-02-01,16375290870,Brazil,World
2021-02-01,21175363.915,Belize,World
2021-02-01,3127651158.105,Bulgaria,World
