date,value,reporter,partner
2017-01-01,831926771.77,Afghanistan,World
2017-01-01,2301340965.67,Albania,World
2017-01-01,35191117416.1,Algeria,World
2017-01-01,117979906.27,Andorra,World
2017-01-01,34904881109.37,Angola,World
2017-01-01,62390602.713,Antigua and Barbuda,World
2017-01-01,15306018304.44,Azerbaijan,World
2017-01-01,58384194969.28,Argentina,World
2017-01-01,230536736593.854,Australia,World
2017-01-01,159970530802.934,Austria,World
2017-01-01,473322277.13,Bahamas,World
2017-01-01,12485359226.994,Bahrain,World
2017-01-01,2144962969.58,Armenia,World
2017-01-01,485387947.5,Barbados,World
2017-01-01,296556522030.368,Belgium,World
2017-01-01,11742165.67,Bermuda,World
2017-01-01,8367078520.09,Bolivia (Plurinational State of),World
2017-01-01,6367922271.56,Bosnia Herzegovina,World
2017-01-01,5962911260.399,Botswana,World
2017-01-01,214988108353,Brazil,World
2017-01-01,277584960.065,Belize,World
2017-01-01,499714683.471,Solomon Isds,World
2017-01-01,5570575213.765,Brunei Darussalam,World
2017-01-01,31588418276.159,Bulgaria,World
2017-01-01,13878764485.38,Myanmar,World
2017-01-01,149406437.5,Burundi,World
2017-01-01,29239993900,Belarus,World
2017-01-01,11278127964.01,Cambodia,World
2017-01-01,3264185171.662,Cameroon,World
2017-01-01,420074382189.806,Canada,World
2017-01-01,49935302.538,Cabo Verde,World
2017-01-01,196990937.214,Central African Rep.,World
2017-01-01,11741036786.088,Sri Lanka,World
2017-01-01,68903578704.28,Chile,World
2017-01-01,2263370504301,China,World
2017-01-01,37766321060.03,Colombia,World
2017-01-01,38411838.71,Comoros,World
2017-01-01,8251984388.33,Congo,World
2017-01-01,12295708443.61,Dem. Rep. of the Congo,World
2017-01-01,11296640428.739,Costa Rica,World
2017-01-01,15770990558,Croatia,World
2017-01-01,3360808639.953,Cyprus,World
2017-01-01,182231360523,Czechia,World
2017-01-01,741989094.073,Benin,World
2017-01-01,101434430887.351,Denmark,World
2017-01-01,10224658400.085,Dominican Rep.,World
2017-01-01,19092352242.561,Ecuador,World
2017-01-01,5760015207.29,El Salvador,World
2017-01-01,2305900977.615,Ethiopia,World
2017-01-01,15387735462.712,Estonia,World
2017-01-01,1036149194.122,Fiji,World
2017-01-01,67280640848.379,Finland,World
2017-01-01,523385133284.496,France,World
2017-01-01,169175120.961,French Polynesia,World
2017-01-01,2745659259.37,Georgia,World
2017-01-01,13807872,Gambia,World
2017-01-01,1064884138.762,State of Palestine,World
2017-01-01,1430628656988.568,Germany,World
2017-01-01,14358509951.987,Ghana,World
2017-01-01,15246555.49,Kiribati,World
2017-01-01,32154816405.638,Greece,World
2017-01-01,595837190.16,Greenland,World
2017-01-01,30518152.074,Grenada,World
2017-01-01,11011391397,Guatemala,World
2017-01-01,1789689907.753,Guyana,World
2017-01-01,4970144395.98,Honduras,World
2017-01-01,549861455213.314,"China, Hong Kong SAR",World
2017-01-01,113496741513,Hungary,World
2017-01-01,4882605885.029,Iceland,World
2017-01-01,168827554042.584,Indonesia,World
2017-01-01,105844085748.94,Iran,World
2017-01-01,138707447691.473,Ireland,World
2017-01-01,61150141000,Israel,World
2017-01-01,503053928396.589,Italy,World
2017-01-01,12445558550.241,Côte d'Ivoire,World
2017-01-01,1309718443.496,Jamaica,World
2017-01-01,698131223694.097,Japan,World
2017-01-01,48502738958.11,Kazakhstan,World
2017-01-01,7469238450.779,Jordan,World
2017-01-01,5747414819.789,Kenya,World
2017-01-01,573627368937,Rep. of Korea,World
2017-01-01,54991871282.124,Kuwait,World
2017-01-01,1757463670,Kyrgyzstan,World
2017-01-01,4909733654.96,Lao People's Dem. Rep.,World
2017-01-01,2844446138.102,Lebanon,World
2017-01-01,673150837.674,Lesotho,World
2017-01-01,13189947231.041,Latvia,World
2017-01-01,20135528255.464,Libya,World
2017-01-01,29349549370.81,Lithuania,World
2017-01-01,11517510520.707,Luxembourg,World
2017-01-01,996665232.347,"China, Macao SAR",World
2017-01-01,2929169790.612,Madagascar,World
2017-01-01,838818410.711,Malawi,World
2017-01-01,217722507482.112,Malaysia,World
2017-01-01,199345279.357,Maldives,World
2017-01-01,1902730073.414,Mali,World
2017-01-01,4077731851.862,Malta,World
2017-01-01,1989430771.15,Mauritania,World
2017-01-01,2102621814.416,Mauritius,World
2017-01-01,409396272990,Mexico,World
2017-01-01,317663172110.08,"Other Asia, nes",World
2017-01-01,6200592951.84,Mongolia,World
2017-01-01,2425118752,Rep. of Moldova,World
2017-01-01,420870887.949,Montenegro,World
2017-01-01,5985099.63,Montserrat,World
2017-01-01,25624297849.484,Morocco,World
2017-01-01,4718518271.35,Mozambique,World
2017-01-01,32904047205.085,Oman,World
2017-01-01,5229360925.444,Namibia,World
2017-01-01,740742914.416,Nepal,World
2017-01-01,527907822349.286,Netherlands,World
2017-01-01,88833337.381,Aruba,World
2017-01-01,38050286199.784,New Zealand,World
2017-01-01,4925581177.66,Nicaragua,World
2017-01-01,1992358402.7,Niger,World
2017-01-01,44466366757.115,Nigeria,World
2017-01-01,101976020159.699,Norway,World
2017-01-01,6419759.86,Palau,World
2017-01-01,21877787164.442,Pakistan,World
2017-01-01,11091556992,Panama,World
2017-01-01,8679833045,Paraguay,World
2017-01-01,44237949422.71,Peru,World
2017-01-01,68712611186,Philippines,World
2017-01-01,221307621302,Poland,World
2017-01-01,62116840516.277,Portugal,World
2017-01-01,24174262.76,Timor-Leste,World
2017-01-01,67498105851.92,Qatar,World
2017-01-01,70626887499.98,Romania,World
2017-01-01,379206606018.61,Russian Federation,World
2017-01-01,942651251.973,Rwanda,World
2017-01-01,33245644.228,Saint Kitts and Nevis,World
2017-01-01,141655244.437,Saint Lucia,World
2017-01-01,42299408.856,Saint Vincent and the Grenadines,World
2017-01-01,10562590.924,Sao Tome and Principe,World
2017-01-01,221835062773.815,Saudi Arabia,World
2017-01-01,2995885808.621,Senegal,World
2017-01-01,16959040119,Serbia,World
2017-01-01,3160513528.603,Seychelles,World
2017-01-01,102651588.819,Sierra Leone,World
2017-01-01,294364490162.589,India,World
2017-01-01,373238295843.569,Singapore,World
2017-01-01,83428380735.987,Slovakia,World
2017-01-01,215118606999,Viet Nam,World
2017-01-01,31893789564.46,Slovenia,World
2017-01-01,88233218989.624,South Africa,World
2017-01-01,3480381866.95,Zimbabwe,World
2017-01-01,311600619481.323,Spain,World
2017-01-01,4240642666.88,Sudan,World
2017-01-01,2067393726.712,Suriname,World
2017-01-01,1801000657.441,Eswatini,World
2017-01-01,153158564964.648,Sweden,World
2017-01-01,299331427818.625,Switzerland,World
2017-01-01,983825951,Tajikistan,World
2017-01-01,236634037692.85,Thailand,World
2017-01-01,867057011.213,Togo,World
2017-01-01,8740876129.953,Trinidad and Tobago,World
2017-01-01,313599362102.95,United Arab Emirates,World
2017-01-01,14199816336.493,Tunisia,World
2017-01-01,164494619316,Türkiye,World
2017-01-01,2901465679.76,Uganda,World
2017-01-01,43428391056.39,Ukraine,World
2017-01-01,5682803081.19,North Macedonia,World
2017-01-01,26434038479.942,Egypt,World
2017-01-01,441847324214.296,United Kingdom,World
2017-01-01,4178109062.771,United Rep. of Tanzania,World
2017-01-01,1545809598154,USA,World
2017-01-01,2909370118.24,Burkina Faso,World
2017-01-01,7889387375,Uruguay,World
2017-01-01,10079471003.21,Uzbekistan,World
2017-01-01,44401814.197,Samoa,World
2017-01-01,8028237070.594,Zambia,World
