date,value,reporter,partner
2021-01-01,163974317.889,Andorra,World
2021-01-01,200.021,Andorra,Afghanistan
2021-01-01,413.253,Andorra,Albania
2021-01-01,3823967.267,Andorra,Algeria
2021-01-01,11763.189,Andorra,Angola
2021-01-01,532.567,Andorra,Azerbaijan
2021-01-01,52290.975,Andorra,Argentina
2021-01-01,131955.197,Andorra,Australia
2021-01-01,897160.082,Andorra,Austria
2021-01-01,4014.259,Andorra,Bahrain
2021-01-01,699.663,Andorra,Armenia
2021-01-01,470526.353,Andorra,Belgium
2021-01-01,373.822,Andorra,Bermuda
2021-01-01,551.105,Andorra,Bosnia Herzegovina
2021-01-01,30756.569,Andorra,Brazil
2021-01-01,250.756,Andorra,Brunei Darussalam
2021-01-01,37657.98,Andorra,Bulgaria
2021-01-01,29972.606,Andorra,Belarus
2021-01-01,14249.586,Andorra,Cambodia
2021-01-01,47.053,Andorra,Cameroon
2021-01-01,148901.083,Andorra,Canada
2021-01-01,6984.699,Andorra,Chile
2021-01-01,440002.252,Andorra,China
2021-01-01,55005.061,Andorra,Colombia
2021-01-01,9.411,Andorra,Comoros
2021-01-01,1881.746,Andorra,Dem. Rep. of the Congo
2021-01-01,6491.292,Andorra,Croatia
2021-01-01,100574.267,Andorra,Cuba
2021-01-01,5323.431,Andorra,Cyprus
2021-01-01,15827.853,Andorra,Czechia
2021-01-01,1336.592,Andorra,Benin
2021-01-01,2317745.645,Andorra,Denmark
2021-01-01,22641.786,Andorra,Dominican Rep.
2021-01-01,485095.234,Andorra,El Salvador
2021-01-01,335.416,Andorra,Equatorial Guinea
2021-01-01,1155.733,Andorra,Estonia
2021-01-01,16215.839,Andorra,Finland
2021-01-01,24602919.76,Andorra,France
2021-01-01,29.408,Andorra,Djibouti
2021-01-01,18.821,Andorra,Gabon
2021-01-01,1200.057,Andorra,Georgia
2021-01-01,2767282.32,Andorra,Germany
2021-01-01,831.599,Andorra,Ghana
2021-01-01,643.317,Andorra,Gibraltar
2021-01-01,14788.611,Andorra,Greece
2021-01-01,269752.42,Andorra,Guatemala
2021-01-01,665747.026,Andorra,Honduras
2021-01-01,854919.309,Andorra,"China, Hong Kong SAR"
2021-01-01,33838.439,Andorra,Hungary
2021-01-01,962.841,Andorra,Iceland
2021-01-01,254.085,Andorra,Indonesia
2021-01-01,876.534,Andorra,Iraq
2021-01-01,68668.259,Andorra,Ireland
2021-01-01,19972.037,Andorra,Israel
2021-01-01,1725607.03,Andorra,Italy
2021-01-01,28.232,Andorra,Côte d'Ivoire
2021-01-01,170420.779,Andorra,Japan
2021-01-01,3598.395,Andorra,Kazakhstan
2021-01-01,133362.216,Andorra,Jordan
2021-01-01,93.87,Andorra,Dem. People's Rep. of Korea
2021-01-01,66055.659,Andorra,Rep. of Korea
2021-01-01,142486.486,Andorra,Kuwait
2021-01-01,517.58,Andorra,Kyrgyzstan
2021-01-01,1072.932,Andorra,Lao People's Dem. Rep.
2021-01-01,349269.588,Andorra,Lebanon
2021-01-01,17449.915,Andorra,Lithuania
2021-01-01,45995.563,Andorra,Luxembourg
2021-01-01,14174.678,Andorra,"China, Macao SAR"
2021-01-01,388.444,Andorra,Madagascar
2021-01-01,1353.531,Andorra,Malaysia
2021-01-01,1889.78,Andorra,Malta
2021-01-01,10886.796,Andorra,Mauritius
2021-01-01,72961.357,Andorra,Mexico
2021-01-01,36252.144,Andorra,"Other Asia, nes"
2021-01-01,679.571,Andorra,Mongolia
2021-01-01,6433.5,Andorra,Rep. of Moldova
2021-01-01,6791.066,Andorra,Morocco
2021-01-01,1427.698,Andorra,Oman
2021-01-01,4043674.562,Andorra,Netherlands
2021-01-01,55.758,Andorra,New Caledonia
2021-01-01,26040.466,Andorra,New Zealand
2021-01-01,671.866,Andorra,Nigeria
2021-01-01,5575787.298,Andorra,"Other Europe, nes"
2021-01-01,86.871,Andorra,Norfolk Isds
2021-01-01,302.879,Andorra,"Other Africa, nes"
2021-01-01,3716610.122,Andorra,Norway
2021-01-01,9645.098,Andorra,Panama
2021-01-01,25212.514,Andorra,Peru
2021-01-01,2346.639,Andorra,Philippines
2021-01-01,34687.81,Andorra,Poland
2021-01-01,173072.284,Andorra,Portugal
2021-01-01,25646.987,Andorra,Qatar
2021-01-01,167326.33,Andorra,Romania
2021-01-01,385002.192,Andorra,Russian Federation
2021-01-01,3217.232,Andorra,Rwanda
2021-01-01,64301.438,Andorra,Saudi Arabia
2021-01-01,2738.329,Andorra,Senegal
2021-01-01,2627.344,Andorra,India
2021-01-01,29873.513,Andorra,Singapore
2021-01-01,5726.591,Andorra,Slovakia
2021-01-01,459.905,Andorra,Viet Nam
2021-01-01,96938.712,Andorra,Slovenia
2021-01-01,54683.043,Andorra,South Africa
2021-01-01,93709927.848,Andorra,Spain
2021-01-01,402.913,Andorra,Eswatini
2021-01-01,48239.415,Andorra,Sweden
2021-01-01,1160169.475,Andorra,Switzerland
2021-01-01,1540.578,Andorra,Thailand
2021-01-01,28.232,Andorra,Togo
2021-01-01,1720194.955,Andorra,United Arab Emirates
2021-01-01,18.821,Andorra,Tunisia
2021-01-01,7060.266,Andorra,Türkiye
2021-01-01,1215059.597,Andorra,Ukraine
2021-01-01,17.645,Andorra,North Macedonia
2021-01-01,90943.321,Andorra,Egypt
2021-01-01,9343725.048,Andorra,United Kingdom
2021-01-01,20207.3,Andorra,USA
2021-01-01,2.353,Andorra,Burkina Faso
2021-01-01,151.098,Andorra,Uruguay
2021-01-01,1104.164,Andorra,Uzbekistan
2021-01-01,963977.784,Andorra,"Areas, nes"
2021-01-01,33260057816.965,Angola,World
2021-01-01,1627.408,Angola,Algeria
2021-01-01,146206.687,Angola,Andorra
2021-01-01,7100.608,Angola,Antigua and Barbuda
2021-01-01,4714.329,Angola,Azerbaijan
2021-01-01,502.152,Angola,Argentina
2021-01-01,57958103.915,Angola,Australia
2021-01-01,5946.426,Angola,Austria
2021-01-01,12851.509,Angola,Bahamas
2021-01-01,41580.114,Angola,Bahrain
2021-01-01,42197099.611,Angola,Bangladesh
2021-01-01,198085519.33,Angola,Belgium
2021-01-01,66527.676,Angola,Bolivia (Plurinational State of)
2021-01-01,7957.378,Angola,Botswana
2021-01-01,166412197.365,Angola,Brazil
2021-01-01,9307.848,Angola,Brunei Darussalam
2021-01-01,2961.376,Angola,Bulgaria
2021-01-01,4728.653,Angola,Cambodia
2021-01-01,10366672.886,Angola,Cameroon
2021-01-01,407356591.173,Angola,Canada
2021-01-01,36450.683,Angola,Cabo Verde
2021-01-01,7324.648,Angola,Chad
2021-01-01,518264559.233,Angola,Chile
2021-01-01,20058019571.077,Angola,China
2021-01-01,35022.49,Angola,Colombia
2021-01-01,26844694.611,Angola,Congo
2021-01-01,250777794.625,Angola,Dem. Rep. of the Congo
2021-01-01,4742.229,Angola,Costa Rica
2021-01-01,503.374,Angola,Croatia
2021-01-01,714619.715,Angola,Cuba
2021-01-01,86194.759,Angola,Cyprus
2021-01-01,9829340.036,Angola,Czechia
2021-01-01,501178.005,Angola,Benin
2021-01-01,559187.384,Angola,Denmark
2021-01-01,15051889.501,Angola,Dominican Rep.
2021-01-01,42013.018,Angola,Ecuador
2021-01-01,373465.376,Angola,Equatorial Guinea
2021-01-01,67053.147,Angola,Ethiopia
2021-01-01,72.283,Angola,Eritrea
2021-01-01,3890.764,Angola,Finland
2021-01-01,234019827.851,Angola,France
2021-01-01,8723.634,Angola,Djibouti
2021-01-01,332341.321,Angola,Gabon
2021-01-01,18192.026,Angola,Gambia
2021-01-01,4314213.085,Angola,Germany
2021-01-01,7596021.605,Angola,Ghana
2021-01-01,67659073.833,Angola,Gibraltar
2021-01-01,95018862.143,Angola,Greece
2021-01-01,1259181.74,Angola,Guinea
2021-01-01,301331.22,Angola,"China, Hong Kong SAR"
2021-01-01,3696.682,Angola,Hungary
2021-01-01,5651.383,Angola,Iceland
2021-01-01,444254841.035,Angola,Indonesia
2021-01-01,1926.929,Angola,Iraq
2021-01-01,1330433.339,Angola,Ireland
2021-01-01,90721874.385,Angola,Israel
2021-01-01,630907230.612,Angola,Italy
2021-01-01,16167060.003,Angola,Côte d'Ivoire
2021-01-01,88265965.3,Angola,Japan
2021-01-01,1734.082,Angola,Kazakhstan
2021-01-01,27911.283,Angola,Kenya
2021-01-01,91051443.139,Angola,Rep. of Korea
2021-01-01,44973850.014,Angola,Kuwait
2021-01-01,203008.014,Angola,Lebanon
2021-01-01,2118.653,Angola,Lesotho
2021-01-01,65764.044,Angola,Liberia
2021-01-01,3402.129,Angola,Luxembourg
2021-01-01,100.514,Angola,"China, Macao SAR"
2021-01-01,33101.763,Angola,Madagascar
2021-01-01,4733.807,Angola,Malawi
2021-01-01,122300130.067,Angola,Malaysia
2021-01-01,1072274.346,Angola,Mali
2021-01-01,39774.976,Angola,Malta
2021-01-01,165637.664,Angola,Mauritania
2021-01-01,10907.236,Angola,Mauritius
2021-01-01,164508.211,Angola,Mexico
2021-01-01,135105848.451,Angola,"Other Asia, nes"
2021-01-01,11643239.035,Angola,Morocco
2021-01-01,866031.113,Angola,Mozambique
2021-01-01,24440.885,Angola,Oman
2021-01-01,21076303.05,Angola,Namibia
2021-01-01,460248776.693,Angola,Netherlands
2021-01-01,13.461,Angola,Curaçao
2021-01-01,368373.99,Angola,New Zealand
2021-01-01,8049.795,Angola,Nicaragua
2021-01-01,877100.485,Angola,Nigeria
2021-01-01,4403747.193,Angola,Norway
2021-01-01,3914.202,Angola,Marshall Isds
2021-01-01,281446850.489,Angola,Pakistan
2021-01-01,33415.011,Angola,Panama
2021-01-01,12092.822,Angola,Papua New Guinea
2021-01-01,13865.146,Angola,Peru
2021-01-01,68033.827,Angola,Philippines
2021-01-01,278052.73,Angola,Poland
2021-01-01,80821357.174,Angola,Portugal
2021-01-01,120.391,Angola,Guinea-Bissau
2021-01-01,267546.32,Angola,Qatar
2021-01-01,44373.649,Angola,Romania
2021-01-01,472013.949,Angola,Russian Federation
2021-01-01,4862.185,Angola,Rwanda
2021-01-01,1361.467,Angola,Saint Vincent and the Grenadines
2021-01-01,2910709.466,Angola,Sao Tome and Principe
2021-01-01,274521.278,Angola,Saudi Arabia
2021-01-01,11490672.158,Angola,Senegal
2021-01-01,5083.581,Angola,Serbia
2021-01-01,2051.6,Angola,Seychelles
2021-01-01,35367.964,Angola,Sierra Leone
2021-01-01,3008283839.877,Angola,India
2021-01-01,752118624.291,Angola,Singapore
2021-01-01,29197667.65,Angola,Viet Nam
2021-01-01,501994777.406,Angola,South Africa
2021-01-01,194.779,Angola,Zimbabwe
2021-01-01,665776537.679,Angola,Spain
2021-01-01,25699.447,Angola,Sudan
2021-01-01,186485.932,Angola,Sweden
2021-01-01,125634.297,Angola,Switzerland
2021-01-01,2258.706,Angola,Syria
2021-01-01,1004833529.77,Angola,Thailand
2021-01-01,38416289.898,Angola,Togo
2021-01-01,177761.177,Angola,Trinidad and Tobago
2021-01-01,1392782008.273,Angola,United Arab Emirates
2021-01-01,5524.193,Angola,Tunisia
2021-01-01,5981207.413,Angola,Türkiye
2021-01-01,535.201,Angola,Turks and Caicos Isds
2021-01-01,119.25,Angola,Uganda
2021-01-01,13817.948,Angola,Ukraine
2021-01-01,270634.959,Angola,Egypt
