date,value,reporter,partner
2018-01-01,48079091040,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-02-01,46635832242,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-03-01,52698347422,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-04-01,52957025571,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-05-01,52491735294,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-06-01,52762230777,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-07-01,50861681395,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-08-01,54655170532,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-09-01,55342465917,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-10-01,58390409097,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-11-01,57705128835,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-12-01,59825045881,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-01-01,48391710736,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-02-01,50822689523,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-03-01,51622854543,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-04-01,52862465212,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-05-01,49069674700,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-06-01,48824286418,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-07-01,51488703219,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-08-01,50691683255,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-09-01,51867627654,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-10-01,53251638072,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-11-01,52240628993,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-12-01,55483220401,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-01-01,45805085696,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-02-01,43386696775,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-03-01,44914737993,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-04-01,39785501223,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-05-01,33620973098.000004,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-06-01,37067546105,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-07-01,38370289831,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-08-01,39431113566,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-09-01,44771952592,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-10-01,45196429520,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-11-01,44837326658,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-12-01,50430610058,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-01-01,40222444204,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-02-01,44805838955,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-03-01,53077713219,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-04-01,55803637083,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-05-01,53696580218,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-06-01,61253849559,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-07-01,62446568825,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-08-01,62501596152,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-09-01,63472247966,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-10-01,68139186864.99999,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-11-01,72440530857,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-12-01,79028178694,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-01-01,82459938095,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-02-01,84825347397,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-03-01,82554879483,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-04-01,80665145015,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-05-01,71169237124,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-06-01,72693266232,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-07-01,67685222114,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-08-01,69586087080,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-09-01,68786350625,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-10-01,69572332184,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-11-01,64933322141,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-12-01,61605203118,Community of Independent States (CIS),"All Countries, excluding the IO"
2023-01-01,59846215330,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-01-01,17367790,Burundi,"All Countries, excluding the IO"
2018-02-01,31799649,Burundi,"All Countries, excluding the IO"
2018-03-01,12006310,Burundi,"All Countries, excluding the IO"
2018-04-01,12693024,Burundi,"All Countries, excluding the IO"
2018-05-01,9476269,Burundi,"All Countries, excluding the IO"
2018-06-01,11555411,Burundi,"All Countries, excluding the IO"
2018-07-01,13200241,Burundi,"All Countries, excluding the IO"
2018-08-01,14380112,Burundi,"All Countries, excluding the IO"
2018-09-01,10968449,Burundi,"All Countries, excluding the IO"
2018-10-01,10839140,Burundi,"All Countries, excluding the IO"
2018-11-01,13274605,Burundi,"All Countries, excluding the IO"
2018-12-01,11718447,Burundi,"All Countries, excluding the IO"
2019-01-01,9757180,Burundi,"All Countries, excluding the IO"
2019-02-01,11115473,Burundi,"All Countries, excluding the IO"
2019-03-01,10262085,Burundi,"All Countries, excluding the IO"
2019-04-01,9650837,Burundi,"All Countries, excluding the IO"
2019-05-01,15852325,Burundi,"All Countries, excluding the IO"
2019-06-01,7158056,Burundi,"All Countries, excluding the IO"
2019-07-01,7315263,Burundi,"All Countries, excluding the IO"
2019-08-01,6402021,Burundi,"All Countries, excluding the IO"
2019-09-01,14245505,Burundi,"All Countries, excluding the IO"
2019-10-01,34330018,Burundi,"All Countries, excluding the IO"
2019-11-01,27307529,Burundi,"All Countries, excluding the IO"
2019-12-01,27284775,Burundi,"All Countries, excluding the IO"
2020-01-01,27687728,Burundi,"All Countries, excluding the IO"
2020-02-01,14124437,Burundi,"All Countries, excluding the IO"
2020-03-01,11014554,Burundi,"All Countries, excluding the IO"
2020-04-01,8402254,Burundi,"All Countries, excluding the IO"
2020-05-01,9653064,Burundi,"All Countries, excluding the IO"
2020-06-01,9745720,Burundi,"All Countries, excluding the IO"
2020-07-01,8128420,Burundi,"All Countries, excluding the IO"
2020-08-01,6566386,Burundi,"All Countries, excluding the IO"
2020-09-01,12016659,Burundi,"All Countries, excluding the IO"
2020-10-01,9723089,Burundi,"All Countries, excluding the IO"
2020-11-01,19371234,Burundi,"All Countries, excluding the IO"
2020-12-01,25345028,Burundi,"All Countries, excluding the IO"
2021-01-01,16435430,Burundi,"All Countries, excluding the IO"
2021-02-01,17926127,Burundi,"All Countries, excluding the IO"
2021-03-01,15562556,Burundi,"All Countries, excluding the IO"
2021-04-01,15488350,Burundi,"All Countries, excluding the IO"
2021-05-01,8443815,Burundi,"All Countries, excluding the IO"
2021-06-01,9004749,Burundi,"All Countries, excluding the IO"
2021-07-01,2074126.9999999998,Burundi,"All Countries, excluding the IO"
2021-08-01,4144396.9999999995,Burundi,"All Countries, excluding the IO"
2021-09-01,7215161,Burundi,"All Countries, excluding the IO"
2021-10-01,2946385,Burundi,"All Countries, excluding the IO"
2021-11-01,6116215,Burundi,"All Countries, excluding the IO"
2021-12-01,7482041,Burundi,"All Countries, excluding the IO"
2022-01-01,9195699,Burundi,"All Countries, excluding the IO"
2022-02-01,16295310,Burundi,"All Countries, excluding the IO"
2022-03-01,16263074,Burundi,"All Countries, excluding the IO"
2022-04-01,9224139,Burundi,"All Countries, excluding the IO"
2022-05-01,7487445,Burundi,"All Countries, excluding the IO"
2022-06-01,5806003,Burundi,"All Countries, excluding the IO"
2022-07-01,2837230,Burundi,"All Countries, excluding the IO"
2022-08-01,3519727,Burundi,"All Countries, excluding the IO"
2022-09-01,6101356,Burundi,"All Countries, excluding the IO"
2022-10-01,11846981,Burundi,"All Countries, excluding the IO"
2022-11-01,12993499,Burundi,"All Countries, excluding the IO"
2022-12-01,16731521.999999998,Burundi,"All Countries, excluding the IO"
2023-01-01,27735750,Burundi,"All Countries, excluding the IO"
