,@FREQ,@REF_AREA,@INDICATOR,@COUNTERPART_AREA,@UNIT_MULT,@TIME_FORMAT,Obs_0_@TIME_PERIOD,Obs_0_@OBS_VALUE,Obs_1_@TIME_PERIOD,Obs_1_@OBS_VALUE,Obs_2_@TIME_PERIOD,Obs_2_@OBS_VALUE,Obs_3_@TIME_PERIOD,Obs_3_@OBS_VALUE,Obs_4_@TIME_PERIOD,Obs_4_@OBS_VALUE,Obs_5_@TIME_PERIOD,Obs_5_@OBS_VALUE,Obs_6_@TIME_PERIOD,Obs_6_@OBS_VALUE,Obs_7_@TIME_PERIOD,Obs_7_@OBS_VALUE,Obs_8_@TIME_PERIOD,Obs_8_@OBS_VALUE,Obs_9_@TIME_PERIOD,Obs_9_@OBS_VALUE,Obs_10_@TIME_PERIOD,Obs_10_@OBS_VALUE,Obs_11_@TIME_PERIOD,Obs_11_@OBS_VALUE,Obs_12_@TIME_PERIOD,Obs_12_@OBS_VALUE,Obs_13_@TIME_PERIOD,Obs_13_@OBS_VALUE,Obs_14_@TIME_PERIOD,Obs_14_@OBS_VALUE,Obs_15_@TIME_PERIOD,Obs_15_@OBS_VALUE,Obs_16_@TIME_PERIOD,Obs_16_@OBS_VALUE,Obs_17_@TIME_PERIOD,Obs_17_@OBS_VALUE,Obs_18_@TIME_PERIOD,Obs_18_@OBS_VALUE,Obs_19_@TIME_PERIOD,Obs_19_@OBS_VALUE,Obs_20_@TIME_PERIOD,Obs_20_@OBS_VALUE,Obs_21_@TIME_PERIOD,Obs_21_@OBS_VALUE,Obs_22_@TIME_PERIOD,Obs_22_@OBS_VALUE,Obs_23_@TIME_PERIOD,Obs_23_@OBS_VALUE
30,M,BM,TXG_FOB_USD,W00,6,P1M,2021-01,4.019435,2021-02,2.127691,2021-03,3.78525,2021-04,3.556734,2021-05,7.516621,2021-06,6.591481,2021-07,4.30139,2021-08,2.124122,2021-09,8.713143,2021-10,3.20681,2021-11,2.919815,2021-12,3.708341,2022-01,2.782104,2022-02,2.955142,2022-03,3.597585,2022-04,4.451285,2022-05,4.324049,2022-06,5.684807,2022-07,4.059148,2022-08,3.299343,2022-09,3.181379,2022-10,4.004813,2022-11,3.099315,2022-12,3.118997
31,M,KZ,TXG_FOB_USD,W00,6,P1M,2021-01,3288.151991,2021-02,3833.364015,2021-03,4459.243456,2021-04,5126.686782,2021-05,4923.199201,2021-06,5465.208971,2021-07,4943.36115,2021-08,5323.158569,2021-09,5768.720032,2021-10,5672.748959,2021-11,5347.881043,2021-12,5665.846399,2022-01,5934.604931,2022-02,5903.767222,2022-03,6765.432673,2022-04,7192.696515,2022-05,7464.599248,2022-06,7777.800775,2022-07,6482.790808,2022-08,7156.146867,2022-09,7223.754016,2022-10,6716.395911,2022-11,6904.485068,2022-12,7767.798104
32,M,VC,TXG_FOB_USD,W00,6,P1M,2021-01,6.610052,2021-02,7.51614,2021-03,1.554527,2021-04,1.156538,2021-05,1.0718,2021-06,3.2699,2021-07,10.213893,2021-08,1.552089,2021-09,1.295179,2021-10,1.223543,2021-11,11.144397,2021-12,6.371616,2022-01,1.304081,2022-02,2.089597,2022-03,39.144437,2022-04,3.990027,2022-05,7.732259,2022-06,1.294015,2022-07,4.223106,2022-08,2.049067,2022-09,3.545163,2022-10,1.755132,2022-11,2.53642,2022-12,2.434163
33,M,AF,TXG_FOB_USD,W00,6,P1M,2021-01,87.970412,2021-02,58.007875,2021-03,54.204941,2021-04,50.452419,2021-05,36.581973,2021-06,46.919483,2021-07,35.15663,2021-08,237.66445,2021-09,41.916855,2021-10,35.02354,2021-11,47.292945,2021-12,45.84366,2022-01,40.896511,2022-02,38.664911,2022-03,47.278878,2022-04,36.404897,2022-05,40.190758,2022-06,38.145494,2022-07,29.160488,2022-08,32.99717,2022-09,47.864298,2022-10,27.87099,2022-11,34.714473,2022-12,35.214931
34,M,DO,TXG_FOB_USD,W00,6,P1M,2021-01,766.51232,2021-02,935.294447,2021-03,1145.115872,2021-04,1001.344831,2021-05,1111.009871,2021-06,1019.446438,2021-07,1097.871206,2021-08,1070.208774,2021-09,1111.353327,2021-10,1084.979167,2021-11,1058.31437,2021-12,1043.912709,2022-01,895.719388,2022-02,987.782882,2022-03,1327.005302,2022-04,1121.796386,2022-05,1200.211455,2022-06,1154.253094,2022-07,1161.707429,2022-08,1336.597897,2022-09,1121.33569,2022-10,1101.153832,2022-11,1197.114476,2022-12,1021.485967
35,M,ST,TXG_FOB_USD,W00,6,P1M,2021-01,2.239067,2021-02,1.116939,2021-03,2.062497,2021-04,1.195741,2021-05,1.919292,2021-06,1.228442,2021-07,1.636847,2021-08,1.742288,2021-09,1.204747,2021-10,2.208309,2021-11,3.165757,2021-12,1.154521,2022-01,3.10843,2022-02,1.002677,2022-03,1.108722,2022-04,0.470043,2022-05,2.382409,2022-06,2.306474,2022-07,2.897988,2022-08,2.45392,2022-09,1.372972,2022-10,1.75476,2022-11,2.40916,2022-12,1.320417
36,M,TD,TXG_FOB_USD,W00,6,P1M,2021-01,214.420799,2021-02,172.534534,2021-03,199.351875,2021-04,147.517437,2021-05,217.034948,2021-06,145.517891,2021-07,215.263265,2021-08,297.075293,2021-09,150.819102,2021-10,283.483636,2021-11,161.982545,2021-12,247.653976,2022-01,234.486089,2022-02,177.167473,2022-03,279.1329,2022-04,201.609217,2022-05,436.942247,2022-06,354.028535,2022-07,557.153048,2022-08,530.007774,2022-09,469.049746,2022-10,277.961362,2022-11,456.533475,2022-12,219.650295
37,M,SK,TXG_FOB_USD,W00,6,P1M,2021-01,7872.103297,2021-02,8633.775516,2021-03,9988.78399,2021-04,8658.60362,2021-05,8374.442897,2021-06,9259.889463,2021-07,7933.465824,2021-08,7413.79918,2021-09,8274.258749,2021-10,9176.114856,2021-11,9739.599473,2021-12,8566.448969,2022-01,8685.491382,2022-02,9275.394158,2022-03,9909.772544,2022-04,8454.390253,2022-05,9676.720558,2022-06,9344.106186,2022-07,7825.781529,2022-08,8371.442128,2022-09,8982.984743,2022-10,9351.660996,2022-11,9850.489204,2022-12,8042.624356
38,M,PG,TXG_FOB_USD,W00,6,P1M,2021-01,555.676066,2021-02,542.038517,2021-03,543.866517,2021-04,572.78848,2021-05,616.438338,2021-06,581.063104,2021-07,530.958689,2021-08,541.685542,2021-09,611.842072,2021-10,720.093335,2021-11,719.444328,2021-12,670.388147,2022-01,691.031726,2022-02,610.695591,2022-03,780.784919,2022-04,662.249223,2022-05,899.183961,2022-06,684.764792,2022-07,820.991337,2022-08,785.616647,2022-09,865.377103,2022-10,1095.031817,2022-11,847.194174,2022-12,850.561342
39,M,CU,TXG_FOB_USD,W00,6,P1M,2021-01,92.202404,2021-02,80.568784,2021-03,105.763496,2021-04,76.1968,2021-05,91.93529,2021-06,169.821877,2021-07,82.004649,2021-08,111.30095,2021-09,86.469167,2021-10,125.308717,2021-11,93.889939,2021-12,80.36914,2022-01,128.484285,2022-02,90.108694,2022-03,106.492457,2022-04,130.410127,2022-05,113.380066,2022-06,129.976618,2022-07,107.618521,2022-08,105.641291,2022-09,113.223407,2022-10,110.097062,2022-11,94.124634,2022-12,88.062873
40,M,BS,TXG_FOB_USD,W00,6,P1M,2021-01,27.562608,2021-02,18.755161,2021-03,30.47619,2021-04,52.21699,2021-05,22.786234,2021-06,53.571097,2021-07,45.636478,2021-08,37.096922,2021-09,60.176239,2021-10,60.842137,2021-11,42.829511,2021-12,127.309434,2022-01,59.519398,2022-02,38.946481,2022-03,137.414199,2022-04,168.233153,2022-05,151.323149,2022-06,201.021312,2022-07,65.333639,2022-08,322.719861,2022-09,167.443756,2022-10,31.343161,2022-11,208.018346,2022-12,406.424895
41,M,TH,TXG_FOB_USD,W00,6,P1M,2021-01,19513.572952,2021-02,20012.348631,2021-03,23247.617247,2021-04,20897.956135,2021-05,22805.613448,2021-06,23442.845559,2021-07,21685.689848,2021-08,21569.53996,2021-09,22998.503394,2021-10,22370.336418,2021-11,23627.106575,2021-12,24120.681053,2022-01,21236.27269,2022-02,23560.154344,2022-03,27697.607377,2022-04,23070.107629,2022-05,24788.173905,2022-06,25867.657092,2022-07,22791.70058,2022-08,23972.285453,2022-09,23962.182074,2022-10,21099.255433,2022-11,23182.191836,2022-12,22276.567928
42,M,GM,TXG_FOB_USD,W00,6,P1M,2021-01,0.942213,2021-02,1.276443,2021-03,2.392541,2021-04,1.799762,2021-05,2.660796,2021-06,3.092945,2021-07,3.182298,2021-08,1.967493,2021-09,2.695503,2021-10,3.457527,2021-11,2.779518,2021-12,2.00188,2022-01,4.475216,2022-02,2.456135,2022-03,3.626687,2022-04,2.517603,2022-05,3.819075,2022-06,4.615526,2022-07,3.868586,2022-08,3.455202,2022-09,3.970106,2022-10,2.96665,2022-11,3.068962,2022-12,3.477004
43,M,AE,TXG_FOB_USD,W00,6,P1M,2021-01,18100.219363,2021-02,16884.670095,2021-03,19987.481697,2021-04,20239.863039,2021-05,20222.679617,2021-06,21918.522134,2021-07,20923.970992,2021-08,22958.255053,2021-09,24022.539142,2021-10,22910.842483,2021-11,25663.604698,2021-12,27406.424596,2022-01,23220.842781,2022-02,23066.110082,2022-03,31644.137256,2022-04,30395.85215,2022-05,30400.43764,2022-06,31803.294855,2022-07,32247.499411,2022-08,32745.33202,2022-09,30983.207889,2022-10,29577.73693,2022-11,32460.096673,2022-12,31849.516145
44,M,QA,TXG_FOB_USD,W00,6,P1M,2021-01,5850.989721,2021-02,5663.036685,2021-03,6060.663632,2021-04,5755.799049,2021-05,6776.278473,2021-06,6942.749361,2021-07,7528.160627,2021-08,7493.68465,2021-09,7663.824017,2021-10,8265.689851,2021-11,9418.530004,2021-12,9781.154511,2022-01,9764.389775,2022-02,8756.79017,2022-03,10085.824578,2022-04,11937.099503,2022-05,10908.928839,2022-06,9911.376189,2022-07,11678.316448,2022-08,14294.14515,2022-09,16589.858899,2022-10,11194.380958,2022-11,11465.179874,2022-12,10789.813639
45,M,PA,TXG_FOB_USD,W00,6,P1M,2021-01,228.847786,2021-02,392.587163,2021-03,341.985812,2021-04,341.218237,2021-05,236.802113,2021-06,373.622076,2021-07,214.784953,2021-08,409.050639,2021-09,373.393807,2021-10,336.167844,2021-11,260.700912,2021-12,177.08436,2022-01,200.697593,2022-02,266.849261,2022-03,418.946038,2022-04,275.544253,2022-05,358.939215,2022-06,391.374643,2022-07,208.59394,2022-08,345.917201,2022-09,567.672169,2022-10,528.647198,2022-11,369.244448,2022-12,729.49257
46,M,AL,TXG_FOB_USD,W00,6,P1M,2021-01,237.330311,2021-02,247.686351,2021-03,317.020558,2021-04,286.905026,2021-05,328.459707,2021-06,348.452198,2021-07,320.746844,2021-08,232.369597,2021-09,331.089089,2021-10,339.540051,2021-11,372.554361,2021-12,318.94666,2022-01,326.183468,2022-02,348.448921,2022-03,427.63045,2022-04,376.477491,2022-05,394.347202,2022-06,406.792864,2022-07,342.273648,2022-08,304.73707,2022-09,326.492234,2022-10,320.400813,2022-11,365.700584,2022-12,370.657711
47,M,ID,TXG_FOB_USD,W00,6,P1M,2021-01,15293.664946,2021-02,15256.164432,2021-03,18354.446775,2021-04,18490.725421,2021-05,16932.924191,2021-06,18542.417971,2021-07,19385.79001,2021-08,21427.076802,2021-09,20605.585846,2021-10,22029.687845,2021-11,22844.428584,2021-12,22359.545325,2022-01,19173.69779,2022-02,20472.894282,2022-03,26497.477155,2022-04,27322.129609,2022-05,21511.211271,2022-06,26149.918341,2022-07,25563.085522,2022-08,27862.217777,2022-09,24777.742699,2022-10,24728.362303,2022-11,24751.512236,2022-12,23495.019558
48,M,CM,TXG_FOB_USD,W00,6,P1M,2021-01,337.198496,2021-02,338.443418,2021-03,350.977905,2021-04,346.922114,2021-05,326.26311,2021-06,344.800205,2021-07,314.585525,2021-08,318.536738,2021-09,442.669666,2021-10,381.412436,2021-11,348.54304,2021-12,549.187995,2022-01,480.464703,2022-02,293.248019,2022-03,549.157964,2022-04,578.322038,2022-05,381.151411,2022-06,542.33697,2022-07,481.519815,2022-08,656.115091,2022-09,643.843259,2022-10,538.264041,2022-11,454.568697,2022-12,572.672011
49,M,CI,TXG_FOB_USD,W00,6,P1M,2021-01,1425.367526,2021-02,1329.993428,2021-03,1681.870595,2021-04,1349.017874,2021-05,1051.189781,2021-06,1050.532586,2021-07,1102.748655,2021-08,1161.283265,2021-09,1265.560169,2021-10,1019.962974,2021-11,1618.084912,2021-12,1412.126168,2022-01,1403.117443,2022-02,1454.213141,2022-03,1690.039349,2022-04,1417.77812,2022-05,1484.092281,2022-06,1451.60199,2022-07,1224.202159,2022-08,1395.821818,2022-09,1147.376314,2022-10,1091.830594,2022-11,1274.787359,2022-12,1633.715224
50,M,BF,TXG_FOB_USD,W00,6,P1M,2021-01,494.693595,2021-02,389.767063,2021-03,491.458063,2021-04,412.499509,2021-05,367.504645,2021-06,515.480452,2021-07,375.188916,2021-08,352.964952,2021-09,377.195714,2021-10,374.265663,2021-11,380.517895,2021-12,508.870172,2022-01,3159.408522,2022-02,601.256069,2022-03,954.440589,2022-04,1676.947258,2022-05,2394.526508,2022-06,2150.331523,2022-07,1301.702899,2022-08,1225.510967,2022-09,933.219898,2022-10,854.481474,2022-11,428.306109,2022-12,1164.268942
51,M,KH,TXG_FOB_USD,W00,6,P1M,2021-01,1226.308681,2021-02,1213.93415,2021-03,1610.859262,2021-04,1410.826125,2021-05,1252.02505,2021-06,1081.639481,2021-07,1317.690148,2021-08,1717.842535,2021-09,1902.839765,2021-10,1757.849469,2021-11,1594.536761,2021-12,1507.982027,2022-01,1656.445564,2022-02,1635.813251,2022-03,2095.37778,2022-04,1915.996486,2022-05,1935.888114,2022-06,1828.732605,2022-07,1943.707558,2022-08,2322.261855,2022-09,2270.535104,2022-10,2012.971838,2022-11,1734.718184,2022-12,1726.017115
52,M,BG,TXG_FOB_USD,W00,6,P1M,2021-01,2959.725525,2021-02,3125.648029,2021-03,3539.312428,2021-04,3611.400579,2021-05,3191.918126,2021-06,3520.889786,2021-07,3529.885174,2021-08,3360.54395,2021-09,3621.216607,2021-10,3621.256118,2021-11,3620.159017,2021-12,3455.233365,2022-01,3621.265551,2022-02,3891.613968,2022-03,4571.098366,2022-04,4249.560522,2022-05,4533.998508,2022-06,4707.44489,2022-07,4316.054583,2022-08,4083.984655,2022-09,3971.828223,2022-10,4143.479079,2022-11,4477.389086,2022-12,3671.067275
53,M,LT,TXG_FOB_USD,W00,6,P1M,2021-01,2768.876704,2021-02,2952.141084,2021-03,3278.551216,2021-04,3206.948479,2021-05,3322.584551,2021-06,3407.144837,2021-07,3234.43151,2021-08,3501.960024,2021-09,3671.599382,2021-10,3730.64084,2021-11,3875.189571,2021-12,3755.605543,2022-01,3555.573383,2022-02,3373.184863,2022-03,4110.856171,2022-04,3753.174609,2022-05,3671.033142,2022-06,3483.943875,2022-07,3806.180898,2022-08,4277.616023,2022-09,4307.277648,2022-10,4108.742637,2022-11,4058.094562,2022-12,3834.103073
54,M,HT,TXG_FOB_USD,W00,6,P1M,2021-01,59.5676,2021-02,92.659359,2021-03,105.336358,2021-04,111.465962,2021-05,106.833134,2021-06,110.030742,2021-07,110.967869,2021-08,123.136581,2021-09,133.097327,2021-10,118.214149,2021-11,92.901649,2021-12,112.627326,2022-01,77.116987,2022-02,91.002826,2022-03,108.678019,2022-04,142.871753,2022-05,110.944388,2022-06,118.006528,2022-07,115.113273,2022-08,128.805045,2022-09,94.351289,2022-10,49.10457,2022-11,52.475717,2022-12,116.145778
55,M,W00,TXG_FOB_USD,W00,6,P1M,2021-01,1592307.355352,2021-02,1547458.344141,2021-03,1850320.26845,2021-04,1779583.782337,2021-05,1774441.149426,2021-06,1893067.673936,2021-07,1850269.681915,2021-08,1795667.555599,2021-09,1917399.458818,2021-10,1959085.84679,2021-11,2034306.680401,2021-12,2056287.464006,2022-01,1935555.313473,2022-02,1861126.02464,2022-03,2195323.150495,2022-04,2036507.260121,2022-05,2118872.955006,2022-06,2189701.975882,2022-07,2081353.788064,2022-08,2068700.93078,2022-09,2115213.965059,2022-10,2003798.981199,2022-11,2047186.496806,2022-12,2002188.832969
56,M,CY,TXG_FOB_USD,W00,6,P1M,2021-01,173.748162,2021-02,209.984914,2021-03,259.092187,2021-04,285.619924,2021-05,270.927033,2021-06,373.58496,2021-07,411.476548,2021-08,329.065906,2021-09,236.4954,2021-10,531.703274,2021-11,415.346837,2021-12,390.855658,2022-01,248.606495,2022-02,336.345666,2022-03,351.537324,2022-04,297.429728,2022-05,453.765864,2022-06,306.610572,2022-07,429.768342,2022-08,267.403273,2022-09,279.743262,2022-10,405.104719,2022-11,346.295817,2022-12,619.83721
57,M,VU,TXG_FOB_USD,W00,6,P1M,2021-01,3.603535,2021-02,3.957665,2021-03,4.825995,2021-04,3.153481,2021-05,9.601688,2021-06,21.516101,2021-07,3.348326,2021-08,3.340206,2021-09,3.587143,2021-10,9.159884,2021-11,4.657701,2021-12,5.562936,2022-01,5.698741,2022-02,5.308057,2022-03,8.345196,2022-04,5.023452,2022-05,8.59384,2022-06,6.930136,2022-07,6.829566,2022-08,4.460451,2022-09,5.085985,2022-10,5.826429,2022-11,6.976138,2022-12,4.900527
58,M,BO,TXG_FOB_USD,W00,6,P1M,2021-01,743.725114,2021-02,779.415265,2021-03,819.932144,2021-04,865.642275,2021-05,949.165496,2021-06,929.190761,2021-07,1007.047623,2021-08,984.235915,2021-09,943.325319,2021-10,1022.920221,2021-11,1063.977187,2021-12,971.211523,2022-01,914.759156,2022-02,941.153884,2022-03,1171.416993,2022-04,1243.257595,2022-05,1292.468747,2022-06,1270.011058,2022-07,1375.212289,2022-08,910.856962,2022-09,1051.277687,2022-10,851.691606,2022-11,881.996569,2022-12,1152.598722
59,M,MR,TXG_FOB_USD,W00,6,P1M,2021-01,327.503718,2021-02,179.938429,2021-03,258.670318,2021-04,252.377825,2021-05,211.038438,2021-06,278.705775,2021-07,213.748681,2021-08,496.572157,2021-09,163.122816,2021-10,419.895258,2021-11,291.913334,2021-12,201.319908,2022-01,382.190575,2022-02,316.358154,2022-03,435.340905,2022-04,267.10891,2022-05,249.783812,2022-06,256.553837,2022-07,190.04307,2022-08,273.10637,2022-09,271.849863,2022-10,264.476751,2022-11,208.394724,2022-12,222.440127
60,M,CS,TXG_FOB_USD,W00,6,P1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,M,AW,TXG_FOB_USD,W00,6,P1M,2021-01,3.773128,2021-02,3.59749,2021-03,4.581775,2021-04,6.715403,2021-05,8.778723,2021-06,10.392806,2021-07,9.296402,2021-08,7.365045,2021-09,8.455147,2021-10,8.715436,2021-11,8.379126,2021-12,7.442337,2022-01,4.86512,2022-02,7.971524,2022-03,8.345596,2022-04,7.68789,2022-05,10.694143,2022-06,9.07886,2022-07,7.861483,2022-08,8.31999,2022-09,10.607447,2022-10,8.241502,2022-11,12.673838,2022-12,7.493706
62,M,SE,TXG_FOB_USD,W00,6,P1M,2021-01,13755.214624,2021-02,14785.32684,2021-03,16851.525047,2021-04,15527.359154,2021-05,15987.074273,2021-06,17195.402597,2021-07,14685.572051,2021-08,13317.212121,2021-09,16989.922062,2021-10,16784.49456,2021-11,17420.295361,2021-12,16225.395763,2022-01,15438.905563,2022-02,16260.926613,2022-03,19214.220328,2022-04,16346.368886,2022-05,17347.904315,2022-06,18083.126675,2022-07,14700.156886,2022-08,14416.61545,2022-09,16540.176289,2022-10,15842.690353,2022-11,17164.147419,2022-12,16470.71613
63,M,HU,TXG_FOB_USD,W00,6,P1M,2021-01,11025.094717,2021-02,11813.579404,2021-03,13129.781956,2021-04,11849.678738,2021-05,11639.927852,2021-06,12688.07678,2021-07,11292.397435,2021-08,10067.689275,2021-09,12266.630028,2021-10,11820.010723,2021-11,12843.096347,2021-12,11394.167905,2022-01,12152.525646,2022-02,13095.343246,2022-03,13595.78788,2022-04,12059.486707,2022-05,12964.533575,2022-06,13002.012209,2022-07,11168.29358,2022-08,11792.818089,2022-09,13752.170063,2022-10,12451.964435,2022-11,13687.70576,2022-12,11817.459885
64,M,ET,TXG_FOB_USD,W00,6,P1M,2021-01,246.07762,2021-02,229.916502,2021-03,223.460858,2021-04,250.244463,2021-05,282.790414,2021-06,300.740603,2021-07,305.569946,2021-08,285.763852,2021-09,270.381301,2021-10,258.793294,2021-11,256.122284,2021-12,317.822719,2022-01,291.085845,2022-02,274.069978,2022-03,343.73848,2022-04,280.817618,2022-05,313.232395,2022-06,308.657147,2022-07,321.290081,2022-08,345.623752,2022-09,333.375018,2022-10,311.403935,2022-11,288.611492,2022-12,322.063962
65,M,1C_473,TXG_FOB_USD,W00,6,P1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,M,ZM,TXG_FOB_USD,W00,6,P1M,2021-01,820.62161,2021-02,796.138092,2021-03,843.55359,2021-04,978.344872,2021-05,907.570473,2021-06,863.579404,2021-07,868.155183,2021-08,970.682281,2021-09,990.992169,2021-10,952.618791,2021-11,1092.258539,2021-12,1056.584666,2022-01,965.407906,2022-02,2320.368046,2022-03,2278.516576,2022-04,1282.485223,2022-05,1469.953744,2022-06,3487.796364,2022-07,951.303551,2022-08,882.017392,2022-09,843.493261,2022-10,946.60766,2022-11,1444.658698,2022-12,741.726288
67,M,DM,TXG_FOB_USD,W00,6,P1M,2021-01,2.066286,2021-02,2.364402,2021-03,2.652827,2021-04,2.261288,2021-05,1.983224,2021-06,2.495523,2021-07,2.662002,2021-08,2.25768,2021-09,2.721468,2021-10,4.216846,2021-11,2.267595,2021-12,3.359889,2022-01,2.209191,2022-02,1.699916,2022-03,3.598886,2022-04,1.963494,2022-05,1.746673,2022-06,1.934359,2022-07,1.534108,2022-08,2.571817,2022-09,2.445914,2022-10,4.057574,2022-11,2.629038,2022-12,1.886451
68,M,PY,TXG_FOB_USD,W00,6,P1M,2021-01,541.772753,2021-02,555.880578,2021-03,1191.169006,2021-04,935.753181,2021-05,1000.963552,2021-06,1063.652017,2021-07,1122.304514,2021-08,884.922884,2021-09,861.473745,2021-10,887.598177,2021-11,850.63096,2021-12,663.413678,2022-01,503.496391,2022-02,754.304469,2022-03,912.475319,2022-04,889.581475,2022-05,933.299599,2022-06,965.600142,2022-07,939.699675,2022-08,924.62093,2022-09,906.491806,2022-10,736.129956,2022-11,766.879616,2022-12,724.434596
69,M,AN,TXG_FOB_USD,W00,6,P1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,M,PK,TXG_FOB_USD,W00,6,P1M,2021-01,2146.056172,2021-02,2077.284978,2021-03,2370.50037,2021-04,2221.420214,2021-05,1670.812974,2021-06,3001.832412,2021-07,2339.614251,2021-08,2251.516296,2021-09,2412.205567,2021-10,2511.121834,2021-11,2906.906485,2021-12,2772.150209,2022-01,2618.361661,2022-02,2840.871831,2022-03,2779.555847,2022-04,2899.101065,2022-05,2619.727944,2022-06,2369.643071,2022-07,2338.747166,2022-08,2525.141671,2022-09,2331.495763,2022-10,2296.940732,2022-11,2296.739796,2022-12,2103.013419
71,M,LK,TXG_FOB_USD,W00,6,P1M,2021-01,918.747533,2021-02,935.866306,2021-03,1075.841598,2021-04,804.332165,2021-05,894.149529,2021-06,982.348854,2021-07,1160.377836,2021-08,1204.700275,2021-09,1301.644468,2021-10,1244.129681,2021-11,1412.502914,2021-12,1382.961328,2022-01,1470.187618,2022-02,1356.91046,2022-03,1522.920611,2022-04,1475.173465,2022-05,1455.950706,2022-06,1391.592925,2022-07,1355.081613,2022-08,1550.898078,2022-09,1558.366455,2022-10,1437.170083,2022-11,1296.831786,2022-12,1183.261651
72,M,F97,TXG_FOB_USD,W00,6,P1M,2021-01,62432.178677,2021-02,60382.441404,2021-03,68491.285473,2021-04,67637.90404,2021-05,72322.708097,2021-06,74942.070463,2021-07,78564.457392,2021-08,78919.541685,2021-09,83773.436037,2021-10,84969.92283,2021-11,94623.660377,2021-12,96527.266283,2022-01,90600.687975,2022-02,90295.855284,2022-03,115601.847756,2022-04,114173.239449,2022-05,115765.988444,2022-06,114392.934741,2022-07,115941.582973,2022-08,116230.908828,2022-09,114340.432736,2022-10,105476.105297,2022-11,104329.950316,2022-12,104067.374398
73,M,MX,TXG_FOB_USD,W00,6,P1M,2021-01,32715.692,2021-02,36213.031,2021-03,43029.726,2021-04,40944.029,2021-05,40845.342,2021-06,42619.197,2021-07,40952.401,2021-08,40471.192,2021-09,41754.38,2021-10,41858.709,2021-11,45651.346,2021-12,47705.514,2022-01,33907.182,2022-02,46237.641,2022-03,51906.049,2022-04,47479.188,2022-05,50004.532,2022-06,51233.789,2022-07,46504.348,2022-08,50669.296,2022-09,52337.792,2022-10,49274.887,2022-11,49310.867,2022-12,49322.434
74,M,TG,TXG_FOB_USD,W00,6,P1M,2021-01,89.428984,2021-02,99.516535,2021-03,120.824571,2021-04,119.423208,2021-05,128.576007,2021-06,67.488767,2021-07,71.963238,2021-08,96.061852,2021-09,67.341113,2021-10,41.84137,2021-11,88.559597,2021-12,88.767456,2022-01,81.994368,2022-02,203.034293,2022-03,189.265838,2022-04,229.326748,2022-05,346.161485,2022-06,389.913059,2022-07,275.778138,2022-08,254.034699,2022-09,276.315938,2022-10,226.352161,2022-11,100.974755,2022-12,142.846531
75,M,GA,TXG_FOB_USD,W00,6,P1M,2021-01,353.698603,2021-02,304.024505,2021-03,478.020332,2021-04,396.623154,2021-05,272.00696,2021-06,394.283124,2021-07,351.31524,2021-08,589.898699,2021-09,349.652296,2021-10,479.983346,2021-11,589.313566,2021-12,595.163983,2022-01,473.687951,2022-02,439.595428,2022-03,737.309886,2022-04,845.862238,2022-05,757.776232,2022-06,335.515913,2022-07,1080.096262,2022-08,702.801042,2022-09,528.075212,2022-10,392.038001,2022-11,539.883749,2022-12,548.195186
76,M,BD,TXG_FOB_USD,W00,6,P1M,2021-01,2785.294297,2021-02,2689.02815,2021-03,3271.448348,2021-04,2672.48325,2021-05,2824.54316,2021-06,3329.038411,2021-07,2476.317691,2021-08,3458.780576,2021-09,3541.244344,2021-10,3385.287709,2021-11,3399.162344,2021-12,4016.262939,2022-01,3674.965159,2022-02,3510.414651,2022-03,4154.271754,2022-04,3744.347088,2022-05,3839.120484,2022-06,4402.797068,2022-07,3708.471024,2022-08,4362.81014,2022-09,4110.590697,2022-10,3881.860964,2022-11,3671.514399,2022-12,3789.900323
77,M,FJ,TXG_FOB_USD,W00,6,P1M,2021-01,52.397754,2021-02,42.001401,2021-03,57.852491,2021-04,59.454167,2021-05,40.943544,2021-06,68.315214,2021-07,59.455027,2021-08,48.791689,2021-09,72.793843,2021-10,73.656485,2021-11,99.512063,2021-12,74.964082,2022-01,82.630043,2022-02,59.252567,2022-03,57.559446,2022-04,60.199692,2022-05,76.871303,2022-06,68.078915,2022-07,65.03467,2022-08,73.695741,2022-09,89.443675,2022-10,87.418951,2022-11,64.971728,2022-12,66.318881
78,M,PE,TXG_FOB_USD,W00,6,P1M,2021-01,4052.261102,2021-02,3960.33117,2021-03,4044.861915,2021-04,4035.989161,2021-05,4352.18898,2021-06,4473.739279,2021-07,4336.65577,2021-08,4427.59445,2021-09,5108.401669,2021-10,4990.444117,2021-11,5754.729549,2021-12,6699.687638,2022-01,6458.630626,2022-02,5242.23639,2022-03,6779.150777,2022-04,5151.276201,2022-05,4803.716027,2022-06,4806.099952,2022-07,5363.644025,2022-08,5456.296943,2022-09,5325.111838,2022-10,5299.350655,2022-11,5800.248143,2022-12,5985.869571
