,typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
13,C,M,20200101,2020,1,202001,842,USA,USA,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13012000.0,False,21,1000 KG,13012.0,False,13012000.0,False,0.0,False,4975429.0,3665598.0,4975429.0,0,False,True
14,C,M,20200201,2020,2,202002,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18368000.0,False,21,1000 KG,18368.0,False,18368000.0,False,0.0,False,7083130.0,5127961.0,7083130.0,0,False,True
15,C,M,20200201,2020,2,202002,842,USA,USA,M,Import,124,CAN,Canada,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,81000.0,False,21,1000 KG,81.0,False,81000.0,False,0.0,False,129060.0,126225.0,129060.0,0,False,True
16,C,M,20200201,2020,2,202002,842,USA,USA,M,Import,156,CHN,China,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,618000.0,False,21,1000 KG,618.0,False,618000.0,False,0.0,False,405580.0,323122.0,405580.0,0,False,True
17,C,M,20200201,2020,2,202002,842,USA,USA,M,Import,214,DOM,Dominican Rep.,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25000.0,False,21,1000 KG,25.0,False,25000.0,False,0.0,False,10995.0,10115.0,10995.0,0,False,True
18,C,M,20200201,2020,2,202002,842,USA,USA,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,50000.0,False,21,1000 KG,50.0,False,50000.0,False,0.0,False,73498.0,64273.0,73498.0,0,False,True
19,C,M,20200201,2020,2,202002,842,USA,USA,M,Import,484,MEX,Mexico,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,304000.0,False,21,1000 KG,304.0,False,304000.0,False,0.0,False,93395.0,89803.0,93395.0,0,False,True
20,C,M,20200201,2020,2,202002,842,USA,USA,M,Import,620,PRT,Portugal,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,40000.0,False,21,1000 KG,40.0,False,40000.0,False,0.0,False,35612.0,30812.0,35612.0,0,False,True
21,C,M,20200201,2020,2,202002,842,USA,USA,M,Import,699,IND,India,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1510000.0,False,21,1000 KG,1510.0,False,1510000.0,False,0.0,False,425126.0,312815.0,425126.0,0,False,True
22,C,M,20200201,2020,2,202002,842,USA,USA,M,Import,704,VNM,Viet Nam,0,W00,World,H5,HS,True,6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,19000.0,False,21,1000 KG,19.0,False,19000.0,False,0.0,False,7622.0,5484.0,7622.0,0,False,True
