reporter_name,reporter_code,partner_name,partner_code,FREQ,date,value,month,year
Russian Federation,RU,Dominica,DM,M,2021-02-01,32567,2,2021
Russian Federation,RU,Dominica,DM,M,2021-03-01,24951,3,2021
Russian Federation,RU,Dominica,DM,M,2021-05-01,105088,5,2021
Russian Federation,RU,Dominica,DM,M,2021-07-01,9264,7,2021
Russian Federation,RU,Dominica,DM,M,2021-09-01,17495,9,2021
Russian Federation,RU,Dominica,DM,M,2021-10-01,3501,10,2021
Russian Federation,RU,"Moldova, Republic of",MD,M,2021-01-01,79100328,1,2021
Russian Federation,RU,"Moldova, Republic of",MD,M,2021-02-01,89731870,2,2021
Russian Federation,RU,"Moldova, Republic of",MD,M,2021-03-01,95315336,3,2021
Russian Federation,RU,"Moldova, Republic of",MD,M,2021-04-01,112845316,4,2021
Russian Federation,RU,"Moldova, Republic of",MD,M,2021-05-01,95146355,5,2021
Russian Federation,RU,"Moldova, Republic of",MD,M,2021-06-01,114065076,6,2021
Russian Federation,RU,"Moldova, Republic of",MD,M,2021-07-01,122833087,7,2021
Russian Federation,RU,"Moldova, Republic of",MD,M,2021-08-01,158381106,8,2021
Russian Federation,RU,"Moldova, Republic of",MD,M,2021-09-01,176465330,9,2021
Russian Federation,RU,"Moldova, Republic of",MD,M,2021-10-01,219391310,10,2021
Russian Federation,RU,"Moldova, Republic of",MD,M,2021-11-01,238235314,11,2021
Russian Federation,RU,"Moldova, Republic of",MD,M,2021-12-01,256732488,12,2021
Russian Federation,RU,"Moldova, Republic of",MD,M,2022-01-01,272521937,1,2022
Russian Federation,RU,"Moldova, Republic of",MD,M,2022-02-01,281902535,2,2022
Russian Federation,RU,"Moldova, Republic of",MD,M,2022-03-01,287153059,3,2022
Russian Federation,RU,"Moldova, Republic of",MD,M,2022-04-01,259538238.99999997,4,2022
Russian Federation,RU,"Moldova, Republic of",MD,M,2022-05-01,218888610,5,2022
Russian Federation,RU,"Moldova, Republic of",MD,M,2022-06-01,215176833,6,2022
Russian Federation,RU,"Moldova, Republic of",MD,M,2022-07-01,194284686,7,2022
Russian Federation,RU,"Moldova, Republic of",MD,M,2022-08-01,193273018,8,2022
Russian Federation,RU,"Moldova, Republic of",MD,M,2022-09-01,179114927,9,2022
Russian Federation,RU,"Moldova, Republic of",MD,M,2022-10-01,162706379,10,2022
Russian Federation,RU,"Moldova, Republic of",MD,M,2022-11-01,158111555,11,2022
Russian Federation,RU,"Moldova, Republic of",MD,M,2022-12-01,148566000,12,2022
Russian Federation,RU,Papua New Guinea,PG,M,2021-01-01,161672,1,2021
Russian Federation,RU,Papua New Guinea,PG,M,2021-02-01,23350,2,2021
Russian Federation,RU,Papua New Guinea,PG,M,2021-03-01,2216,3,2021
Russian Federation,RU,Papua New Guinea,PG,M,2021-05-01,190971,5,2021
Russian Federation,RU,Papua New Guinea,PG,M,2021-06-01,50954,6,2021
Russian Federation,RU,Papua New Guinea,PG,M,2021-10-01,5303,10,2021
Russian Federation,RU,Papua New Guinea,PG,M,2021-11-01,72725,11,2021
Russian Federation,RU,Papua New Guinea,PG,M,2021-12-01,36819,12,2021
Russian Federation,RU,Papua New Guinea,PG,M,2022-01-01,39084,1,2022
Russian Federation,RU,Papua New Guinea,PG,M,2022-02-01,40429,2,2022
Russian Federation,RU,Papua New Guinea,PG,M,2022-03-01,41182,3,2022
Russian Federation,RU,Papua New Guinea,PG,M,2022-04-01,37222,4,2022
Russian Federation,RU,Papua New Guinea,PG,M,2022-05-01,31392.000000000004,5,2022
Russian Federation,RU,Papua New Guinea,PG,M,2022-06-01,30860,6,2022
Russian Federation,RU,Papua New Guinea,PG,M,2022-07-01,27863,7,2022
Russian Federation,RU,Papua New Guinea,PG,M,2022-08-01,27718,8,2022
Russian Federation,RU,Papua New Guinea,PG,M,2022-09-01,25688,9,2022
Russian Federation,RU,Papua New Guinea,PG,M,2022-10-01,23335,10,2022
Russian Federation,RU,Papua New Guinea,PG,M,2022-11-01,22676,11,2022
Russian Federation,RU,Papua New Guinea,PG,M,2022-12-01,21307,12,2022
Russian Federation,RU,Botswana,BW,M,2021-01-01,5866348,1,2021
Russian Federation,RU,Botswana,BW,M,2021-02-01,2149765,2,2021
Russian Federation,RU,Botswana,BW,M,2021-03-01,5955961,3,2021
Russian Federation,RU,Botswana,BW,M,2021-04-01,4315044,4,2021
Russian Federation,RU,Botswana,BW,M,2021-05-01,2447202,5,2021
Russian Federation,RU,Botswana,BW,M,2021-06-01,11122639,6,2021
Russian Federation,RU,Botswana,BW,M,2021-07-01,3528668,7,2021
Russian Federation,RU,Botswana,BW,M,2021-08-01,3208460,8,2021
Russian Federation,RU,Botswana,BW,M,2021-09-01,2237134,9,2021
Russian Federation,RU,Botswana,BW,M,2021-10-01,3564039,10,2021
Russian Federation,RU,Botswana,BW,M,2021-11-01,1678462,11,2021
Russian Federation,RU,Botswana,BW,M,2021-12-01,2862103,12,2021
Russian Federation,RU,Botswana,BW,M,2022-01-01,3038127,1,2022
Russian Federation,RU,Botswana,BW,M,2022-02-01,3142703,2,2022
Russian Federation,RU,Botswana,BW,M,2022-03-01,3201237,3,2022
Russian Federation,RU,Botswana,BW,M,2022-04-01,2893382,4,2022
Russian Federation,RU,Botswana,BW,M,2022-05-01,2440212,5,2022
Russian Federation,RU,Botswana,BW,M,2022-06-01,2398832,6,2022
Russian Federation,RU,Botswana,BW,M,2022-07-01,2165923,7,2022
Russian Federation,RU,Botswana,BW,M,2022-08-01,2154644,8,2022
Russian Federation,RU,Botswana,BW,M,2022-09-01,1996807,9,2022
Russian Federation,RU,Botswana,BW,M,2022-10-01,1813882,10,2022
Russian Federation,RU,Botswana,BW,M,2022-11-01,1762658,11,2022
Russian Federation,RU,Botswana,BW,M,2022-12-01,1656242,12,2022
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2021-01-01,195508583,1,2021
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2021-02-01,246148149,2,2021
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2021-03-01,170266193,3,2021
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2021-04-01,123671302,4,2021
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2021-05-01,163963677,5,2021
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2021-06-01,224608538,6,2021
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2021-07-01,187339326,7,2021
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2021-08-01,441990312,8,2021
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2021-09-01,441716072,9,2021
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2021-10-01,372594491,10,2021
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2021-11-01,333127140,11,2021
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2021-12-01,169538756,12,2021
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2022-01-01,179965654,1,2022
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2022-02-01,186160332,2,2022
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2022-03-01,189627627,3,2022
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2022-04-01,171391593,4,2022
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2022-05-01,144547747,5,2022
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2022-06-01,142096596,6,2022
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2022-07-01,128300023.00000001,7,2022
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2022-08-01,127631946,8,2022
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2022-09-01,118282350,9,2022
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2022-10-01,107446616,10,2022
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2022-11-01,104412327,11,2022
Russian Federation,RU,"Iran, Islamic Republic of",IR,M,2022-12-01,98108716,12,2022
Russian Federation,RU,Thailand,TH,M,2021-01-01,26395780,1,2021
Russian Federation,RU,Thailand,TH,M,2021-02-01,13825253,2,2021
Russian Federation,RU,Thailand,TH,M,2021-03-01,102188669,3,2021
Russian Federation,RU,Thailand,TH,M,2021-04-01,35110929,4,2021
Russian Federation,RU,Thailand,TH,M,2021-05-01,34545827,5,2021
Russian Federation,RU,Thailand,TH,M,2021-06-01,59160406,6,2021
Russian Federation,RU,Thailand,TH,M,2021-07-01,45326183,7,2021
Russian Federation,RU,Thailand,TH,M,2021-08-01,17111786,8,2021
Russian Federation,RU,Thailand,TH,M,2021-09-01,22850071,9,2021
Russian Federation,RU,Thailand,TH,M,2021-10-01,79107174,10,2021
Russian Federation,RU,Thailand,TH,M,2021-11-01,24996970,11,2021
Russian Federation,RU,Thailand,TH,M,2021-12-01,30078975,12,2021
Russian Federation,RU,Thailand,TH,M,2022-01-01,31928879,1,2022
Russian Federation,RU,Thailand,TH,M,2022-02-01,33027917.000000004,2,2022
Russian Federation,RU,Thailand,TH,M,2022-03-01,33643072,3,2022
Russian Federation,RU,Thailand,TH,M,2022-04-01,30407699,4,2022
Russian Federation,RU,Thailand,TH,M,2022-05-01,25645157,5,2022
Russian Federation,RU,Thailand,TH,M,2022-06-01,25210282,6,2022
Russian Federation,RU,Thailand,TH,M,2022-07-01,22762542,7,2022
Russian Federation,RU,Thailand,TH,M,2022-08-01,22644015,8,2022
Russian Federation,RU,Thailand,TH,M,2022-09-01,20985242,9,2022
Russian Federation,RU,Thailand,TH,M,2022-10-01,19062804,10,2022
Russian Federation,RU,Thailand,TH,M,2022-11-01,18524471,11,2022
Russian Federation,RU,Thailand,TH,M,2022-12-01,17406106,12,2022
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2021-01-01,27007127240,1,2021
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2021-02-01,30232844861,2,2021
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2021-03-01,36479728084,3,2021
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2021-04-01,36829240129,4,2021
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2021-05-01,35199383929,5,2021
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2021-06-01,42998701983,6,2021
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2021-07-01,43387246587,7,2021
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2021-08-01,43048814669,8,2021
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2021-09-01,45410549753,9,2021
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2021-10-01,46227198309,10,2021
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2021-11-01,48012458251,11,2021
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2021-12-01,57214765113,12,2021
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2022-01-01,60675415129,1,2022
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2022-02-01,62763950401,2,2022
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2022-03-01,63932948933,3,2022
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2022-04-01,57784670771,4,2022
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2022-05-01,48734268692,5,2022
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2022-06-01,47907863111,6,2022
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2022-07-01,43256348872,7,2022
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2022-08-01,43031106849,8,2022
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2022-09-01,39878890869,9,2022
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2022-10-01,36225623582,10,2022
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2022-11-01,35202612857,11,2022
Russian Federation,RU,"All Countries, excluding the IO",W00,M,2022-12-01,33077350766.000004,12,2022
Russian Federation,RU,Afghanistan,AF,M,2021-01-01,4778831,1,2021
Russian Federation,RU,Afghanistan,AF,M,2021-02-01,7241163,2,2021
Russian Federation,RU,Afghanistan,AF,M,2021-03-01,11789882,3,2021
Russian Federation,RU,Afghanistan,AF,M,2021-04-01,14229797,4,2021
Russian Federation,RU,Afghanistan,AF,M,2021-05-01,6689255,5,2021
Russian Federation,RU,Afghanistan,AF,M,2021-06-01,5957394,6,2021
Russian Federation,RU,Afghanistan,AF,M,2021-07-01,2157013,7,2021
Russian Federation,RU,Afghanistan,AF,M,2021-08-01,3900642,8,2021
Russian Federation,RU,Afghanistan,AF,M,2021-09-01,1301908,9,2021
Russian Federation,RU,Afghanistan,AF,M,2021-10-01,4503556,10,2021
Russian Federation,RU,Afghanistan,AF,M,2021-11-01,9080152,11,2021
Russian Federation,RU,Afghanistan,AF,M,2021-12-01,10304227,12,2021
Russian Federation,RU,Afghanistan,AF,M,2022-01-01,10937953,1,2022
Russian Federation,RU,Afghanistan,AF,M,2022-02-01,11314454,2,2022
Russian Federation,RU,Afghanistan,AF,M,2022-03-01,11525189,3,2022
Russian Federation,RU,Afghanistan,AF,M,2022-04-01,10416839,4,2022
Russian Federation,RU,Afghanistan,AF,M,2022-05-01,8785324,5,2022
Russian Federation,RU,Afghanistan,AF,M,2022-06-01,8636348,6,2022
Russian Federation,RU,Afghanistan,AF,M,2022-07-01,7797819,7,2022
Russian Federation,RU,Afghanistan,AF,M,2022-08-01,7757215,8,2022
Russian Federation,RU,Afghanistan,AF,M,2022-09-01,7188965,9,2022
Russian Federation,RU,Afghanistan,AF,M,2022-10-01,6530391,10,2022
Russian Federation,RU,Afghanistan,AF,M,2022-11-01,6345973,11,2022
Russian Federation,RU,Afghanistan,AF,M,2022-12-01,5962852,12,2022
Russian Federation,RU,Gambia,GM,M,2021-02-01,80954,2,2021
Russian Federation,RU,Gambia,GM,M,2021-03-01,153875,3,2021
Russian Federation,RU,Gambia,GM,M,2021-07-01,40887,7,2021
Russian Federation,RU,Gambia,GM,M,2021-09-01,85928,9,2021
Russian Federation,RU,Gambia,GM,M,2021-10-01,26727,10,2021
Russian Federation,RU,Gambia,GM,M,2021-12-01,86763,12,2021
Russian Federation,RU,Gambia,GM,M,2022-01-01,92099,1,2022
Russian Federation,RU,Gambia,GM,M,2022-02-01,95269,2,2022
Russian Federation,RU,Gambia,GM,M,2022-03-01,97044,3,2022
Russian Federation,RU,Gambia,GM,M,2022-04-01,87711,4,2022
Russian Federation,RU,Gambia,GM,M,2022-05-01,73974,5,2022
Russian Federation,RU,Gambia,GM,M,2022-06-01,72719,6,2022
Russian Federation,RU,Gambia,GM,M,2022-07-01,65659,7,2022
Russian Federation,RU,Gambia,GM,M,2022-08-01,65317,8,2022
Russian Federation,RU,Gambia,GM,M,2022-09-01,60532,9,2022
Russian Federation,RU,Gambia,GM,M,2022-10-01,54987,10,2022
Russian Federation,RU,Gambia,GM,M,2022-11-01,53434,11,2022
Russian Federation,RU,Gambia,GM,M,2022-12-01,50208,12,2022
Russian Federation,RU,Cote d`Ivoire,CI,M,2021-01-01,9966578,1,2021
Russian Federation,RU,Cote d`Ivoire,CI,M,2021-02-01,2825496,2,2021
Russian Federation,RU,Cote d`Ivoire,CI,M,2021-03-01,14087611,3,2021
Russian Federation,RU,Cote d`Ivoire,CI,M,2021-04-01,3306016,4,2021
Russian Federation,RU,Cote d`Ivoire,CI,M,2021-05-01,17910945,5,2021
Russian Federation,RU,Cote d`Ivoire,CI,M,2021-06-01,13819607,6,2021
Russian Federation,RU,Cote d`Ivoire,CI,M,2021-07-01,13451166,7,2021
Russian Federation,RU,Cote d`Ivoire,CI,M,2021-08-01,11974024,8,2021
Russian Federation,RU,Cote d`Ivoire,CI,M,2021-09-01,15746800,9,2021
Russian Federation,RU,Cote d`Ivoire,CI,M,2021-10-01,7676045,10,2021
Russian Federation,RU,Cote d`Ivoire,CI,M,2021-11-01,7372995,11,2021
Russian Federation,RU,Cote d`Ivoire,CI,M,2021-12-01,11249644,12,2021
Russian Federation,RU,Cote d`Ivoire,CI,M,2022-01-01,11941515,1,2022
Russian Federation,RU,Cote d`Ivoire,CI,M,2022-02-01,12352559,2,2022
Russian Federation,RU,Cote d`Ivoire,CI,M,2022-03-01,12582629,3,2022
Russian Federation,RU,Cote d`Ivoire,CI,M,2022-04-01,11372588,4,2022
Russian Federation,RU,Cote d`Ivoire,CI,M,2022-05-01,9591380,5,2022
Russian Federation,RU,Cote d`Ivoire,CI,M,2022-06-01,9428736,6,2022
Russian Federation,RU,Cote d`Ivoire,CI,M,2022-07-01,8513272,7,2022
Russian Federation,RU,Cote d`Ivoire,CI,M,2022-08-01,8468942,8,2022
Russian Federation,RU,Cote d`Ivoire,CI,M,2022-09-01,7848555,9,2022
Russian Federation,RU,Cote d`Ivoire,CI,M,2022-10-01,7129557,10,2022
Russian Federation,RU,Cote d`Ivoire,CI,M,2022-11-01,6928218,11,2022
Russian Federation,RU,Cote d`Ivoire,CI,M,2022-12-01,6509946,12,2022
Russian Federation,RU,Lebanon,LB,M,2021-01-01,23680153,1,2021
Russian Federation,RU,Lebanon,LB,M,2021-02-01,65278294,2,2021
Russian Federation,RU,Lebanon,LB,M,2021-03-01,35563053,3,2021
Russian Federation,RU,Lebanon,LB,M,2021-04-01,33536454.999999996,4,2021
Russian Federation,RU,Lebanon,LB,M,2021-05-01,110508542,5,2021
Russian Federation,RU,Lebanon,LB,M,2021-06-01,46779674,6,2021
Russian Federation,RU,Lebanon,LB,M,2021-07-01,97892243,7,2021
Russian Federation,RU,Lebanon,LB,M,2021-08-01,37931328,8,2021
Russian Federation,RU,Lebanon,LB,M,2021-09-01,14741031,9,2021
Russian Federation,RU,Lebanon,LB,M,2021-10-01,13993766,10,2021
Russian Federation,RU,Lebanon,LB,M,2021-11-01,18518507,11,2021
Russian Federation,RU,Lebanon,LB,M,2021-12-01,21657233,12,2021
Russian Federation,RU,Lebanon,LB,M,2022-01-01,22989187,1,2022
Russian Federation,RU,Lebanon,LB,M,2022-02-01,23780508,2,2022
Russian Federation,RU,Lebanon,LB,M,2022-03-01,24223428,3,2022
Russian Federation,RU,Lebanon,LB,M,2022-04-01,21893919,4,2022
Russian Federation,RU,Lebanon,LB,M,2022-05-01,18464830,5,2022
Russian Federation,RU,Lebanon,LB,M,2022-06-01,18151715,6,2022
Russian Federation,RU,Lebanon,LB,M,2022-07-01,16389312,7,2022
Russian Federation,RU,Lebanon,LB,M,2022-08-01,16303970,8,2022
Russian Federation,RU,Lebanon,LB,M,2022-09-01,15109633,9,2022
Russian Federation,RU,Lebanon,LB,M,2022-10-01,13725454,10,2022
Russian Federation,RU,Lebanon,LB,M,2022-11-01,13337848,11,2022
Russian Federation,RU,Lebanon,LB,M,2022-12-01,12532612,12,2022
Russian Federation,RU,Cambodia,KH,M,2021-01-01,710071,1,2021
Russian Federation,RU,Cambodia,KH,M,2021-02-01,1466466,2,2021
Russian Federation,RU,Cambodia,KH,M,2021-03-01,957589,3,2021
Russian Federation,RU,Cambodia,KH,M,2021-04-01,1421365,4,2021
Russian Federation,RU,Cambodia,KH,M,2021-05-01,232455,5,2021
Russian Federation,RU,Cambodia,KH,M,2021-06-01,20539977,6,2021
Russian Federation,RU,Cambodia,KH,M,2021-07-01,413064,7,2021
Russian Federation,RU,Cambodia,KH,M,2021-08-01,9112964,8,2021
Russian Federation,RU,Cambodia,KH,M,2021-09-01,451077,9,2021
Russian Federation,RU,Cambodia,KH,M,2021-10-01,690876,10,2021
Russian Federation,RU,Cambodia,KH,M,2021-11-01,744413,11,2021
Russian Federation,RU,Cambodia,KH,M,2021-12-01,561547,12,2021
Russian Federation,RU,Cambodia,KH,M,2022-01-01,596084,1,2022
Russian Federation,RU,Cambodia,KH,M,2022-02-01,616602,2,2022
Russian Federation,RU,Cambodia,KH,M,2022-03-01,628086,3,2022
Russian Federation,RU,Cambodia,KH,M,2022-04-01,567684,4,2022
Russian Federation,RU,Cambodia,KH,M,2022-05-01,478772,5,2022
Russian Federation,RU,Cambodia,KH,M,2022-06-01,470653,6,2022
Russian Federation,RU,Cambodia,KH,M,2022-07-01,424956,7,2022
Russian Federation,RU,Cambodia,KH,M,2022-08-01,422743,8,2022
Russian Federation,RU,Cambodia,KH,M,2022-09-01,391776,9,2022
Russian Federation,RU,Cambodia,KH,M,2022-10-01,355885,10,2022
Russian Federation,RU,Cambodia,KH,M,2022-11-01,345835,11,2022
Russian Federation,RU,Cambodia,KH,M,2022-12-01,324956,12,2022
Russian Federation,RU,Sweden,SE,M,2021-01-01,32089042.999999996,1,2021
Russian Federation,RU,Sweden,SE,M,2021-02-01,28090346,2,2021
Russian Federation,RU,Sweden,SE,M,2021-03-01,84883744,3,2021
Russian Federation,RU,Sweden,SE,M,2021-04-01,92979780,4,2021
Russian Federation,RU,Sweden,SE,M,2021-05-01,99712737,5,2021
Russian Federation,RU,Sweden,SE,M,2021-06-01,104232344,6,2021
Russian Federation,RU,Sweden,SE,M,2021-07-01,152206693,7,2021
Russian Federation,RU,Sweden,SE,M,2021-08-01,120368236,8,2021
Russian Federation,RU,Sweden,SE,M,2021-09-01,98203526,9,2021
Russian Federation,RU,Sweden,SE,M,2021-10-01,110251390,10,2021
Russian Federation,RU,Sweden,SE,M,2021-11-01,61584803,11,2021
Russian Federation,RU,Sweden,SE,M,2021-12-01,87207026,12,2021
Russian Federation,RU,Sweden,SE,M,2022-01-01,92570395,1,2022
Russian Federation,RU,Sweden,SE,M,2022-02-01,95756801,2,2022
Russian Federation,RU,Sweden,SE,M,2022-03-01,97540302,3,2022
Russian Federation,RU,Sweden,SE,M,2022-04-01,88160085,4,2022
Russian Federation,RU,Sweden,SE,M,2022-05-01,74352198,5,2022
Russian Federation,RU,Sweden,SE,M,2022-06-01,73091379,6,2022
Russian Federation,RU,Sweden,SE,M,2022-07-01,65994724.00000001,7,2022
Russian Federation,RU,Sweden,SE,M,2022-08-01,65651079.99999999,8,2022
Russian Federation,RU,Sweden,SE,M,2022-09-01,60841853,9,2022
Russian Federation,RU,Sweden,SE,M,2022-10-01,55268188,10,2022
Russian Federation,RU,Sweden,SE,M,2022-11-01,53707416,11,2022
Russian Federation,RU,Sweden,SE,M,2022-12-01,50464977,12,2022
Russian Federation,RU,China,CN,M,2021-01-01,4338829823,1,2021
Russian Federation,RU,China,CN,M,2021-02-01,4697050741,2,2021
Russian Federation,RU,China,CN,M,2021-03-01,5600151859,3,2021
Russian Federation,RU,China,CN,M,2021-04-01,5183129513,4,2021
Russian Federation,RU,China,CN,M,2021-05-01,4708022128,5,2021
Russian Federation,RU,China,CN,M,2021-06-01,5915309115,6,2021
Russian Federation,RU,China,CN,M,2021-07-01,6215648266,7,2021
Russian Federation,RU,China,CN,M,2021-08-01,5770574046,8,2021
Russian Federation,RU,China,CN,M,2021-09-01,6115999522,9,2021
Russian Federation,RU,China,CN,M,2021-10-01,6696468019,10,2021
Russian Federation,RU,China,CN,M,2021-11-01,6392209573,11,2021
Russian Federation,RU,China,CN,M,2021-12-01,6789273448,12,2021
Russian Federation,RU,China,CN,M,2022-01-01,7206824360,1,2022
Russian Federation,RU,China,CN,M,2022-02-01,7454893647,2,2022
Russian Federation,RU,China,CN,M,2022-03-01,7593743411,3,2022
Russian Federation,RU,China,CN,M,2022-04-01,6863471343,4,2022
Russian Federation,RU,China,CN,M,2022-05-01,5788494632,5,2022
Russian Federation,RU,China,CN,M,2022-06-01,5690336922,6,2022
Russian Federation,RU,China,CN,M,2022-07-01,5137845504,7,2022
Russian Federation,RU,China,CN,M,2022-08-01,5111092004,8,2022
Russian Federation,RU,China,CN,M,2022-09-01,4736682256,9,2022
Russian Federation,RU,China,CN,M,2022-10-01,4302759297,10,2022
Russian Federation,RU,China,CN,M,2022-11-01,4181249479,11,2022
Russian Federation,RU,China,CN,M,2022-12-01,3928817904,12,2022
Russian Federation,RU,Brunei Darussalam,BN,M,2021-01-01,13865,1,2021
Russian Federation,RU,Brunei Darussalam,BN,M,2021-02-01,202,2,2021
Russian Federation,RU,Brunei Darussalam,BN,M,2021-03-01,26392,3,2021
Russian Federation,RU,Brunei Darussalam,BN,M,2021-05-01,2567,5,2021
Russian Federation,RU,Brunei Darussalam,BN,M,2021-07-01,689338,7,2021
Russian Federation,RU,Brunei Darussalam,BN,M,2021-08-01,645539,8,2021
Russian Federation,RU,Brunei Darussalam,BN,M,2021-09-01,420851,9,2021
Russian Federation,RU,Brunei Darussalam,BN,M,2021-10-01,702370,10,2021
Russian Federation,RU,Brunei Darussalam,BN,M,2021-12-01,12074,12,2021
Russian Federation,RU,Brunei Darussalam,BN,M,2022-01-01,12817,1,2022
Russian Federation,RU,Brunei Darussalam,BN,M,2022-02-01,13258,2,2022
Russian Federation,RU,Brunei Darussalam,BN,M,2022-03-01,13505,3,2022
Russian Federation,RU,Brunei Darussalam,BN,M,2022-04-01,12206,4,2022
Russian Federation,RU,Brunei Darussalam,BN,M,2022-05-01,10295,5,2022
Russian Federation,RU,Brunei Darussalam,BN,M,2022-06-01,10120,6,2022
Russian Federation,RU,Brunei Darussalam,BN,M,2022-07-01,9137,7,2022
Russian Federation,RU,Brunei Darussalam,BN,M,2022-08-01,9090,8,2022
Russian Federation,RU,Brunei Darussalam,BN,M,2022-09-01,8424,9,2022
Russian Federation,RU,Brunei Darussalam,BN,M,2022-10-01,7652,10,2022
Russian Federation,RU,Brunei Darussalam,BN,M,2022-11-01,7436,11,2022
Russian Federation,RU,Brunei Darussalam,BN,M,2022-12-01,6987,12,2022
Russian Federation,RU,Costa Rica,CR,M,2021-01-01,897281,1,2021
Russian Federation,RU,Costa Rica,CR,M,2021-02-01,1703005,2,2021
Russian Federation,RU,Costa Rica,CR,M,2021-03-01,1959844,3,2021
Russian Federation,RU,Costa Rica,CR,M,2021-04-01,2854966,4,2021
Russian Federation,RU,Costa Rica,CR,M,2021-05-01,810825,5,2021
Russian Federation,RU,Costa Rica,CR,M,2021-06-01,9297553,6,2021
Russian Federation,RU,Costa Rica,CR,M,2021-07-01,4338629,7,2021
Russian Federation,RU,Costa Rica,CR,M,2021-08-01,7810395,8,2021
Russian Federation,RU,Costa Rica,CR,M,2021-09-01,3122974,9,2021
Russian Federation,RU,Costa Rica,CR,M,2021-10-01,3699270,10,2021
Russian Federation,RU,Costa Rica,CR,M,2021-11-01,3612761,11,2021
Russian Federation,RU,Costa Rica,CR,M,2021-12-01,12135133,12,2021
Russian Federation,RU,Costa Rica,CR,M,2022-01-01,12881462,1,2022
Russian Federation,RU,Costa Rica,CR,M,2022-02-01,13324861,2,2022
Russian Federation,RU,Costa Rica,CR,M,2022-03-01,13573040,3,2022
Russian Federation,RU,Costa Rica,CR,M,2022-04-01,12267754,4,2022
Russian Federation,RU,Costa Rica,CR,M,2022-05-01,10346343,5,2022
Russian Federation,RU,Costa Rica,CR,M,2022-06-01,10170896,6,2022
Russian Federation,RU,Costa Rica,CR,M,2022-07-01,9183374,7,2022
Russian Federation,RU,Costa Rica,CR,M,2022-08-01,9135555,8,2022
Russian Federation,RU,Costa Rica,CR,M,2022-09-01,8466336,9,2022
Russian Federation,RU,Costa Rica,CR,M,2022-10-01,7690743,10,2022
Russian Federation,RU,Costa Rica,CR,M,2022-11-01,7473556,11,2022
Russian Federation,RU,Costa Rica,CR,M,2022-12-01,7022361,12,2022
Russian Federation,RU,"Tanzania, United Republic of",TZ,M,2021-01-01,9127873,1,2021
Russian Federation,RU,"Tanzania, United Republic of",TZ,M,2021-02-01,12131266,2,2021
Russian Federation,RU,"Tanzania, United Republic of",TZ,M,2021-03-01,8311914,3,2021
Russian Federation,RU,"Tanzania, United Republic of",TZ,M,2021-04-01,1048853,4,2021
Russian Federation,RU,"Tanzania, United Republic of",TZ,M,2021-05-01,933860,5,2021
Russian Federation,RU,"Tanzania, United Republic of",TZ,M,2021-06-01,16144963,6,2021
