reporter_name,reporter_code,partner_name,partner_code,FREQ,date,value,month,year
Russian Federation,RU,Jordan,JO,M,2021-09-01,15295619,9,2021
Russian Federation,RU,Jordan,JO,M,2021-10-01,20099879,10,2021
Russian Federation,RU,Jordan,JO,M,2021-11-01,7253262,11,2021
Russian Federation,RU,Jordan,JO,M,2021-12-01,50887660,12,2021
Russian Federation,RU,Jordan,JO,M,2022-01-01,54017331,1,2022
Russian Federation,RU,Jordan,JO,M,2022-02-01,55876685,2,2022
Russian Federation,RU,Jordan,JO,M,2022-03-01,56917406,3,2022
Russian Federation,RU,Jordan,JO,M,2022-04-01,51443796,4,2022
Russian Federation,RU,Jordan,JO,M,2022-05-01,43386520,5,2022
Russian Federation,RU,Jordan,JO,M,2022-06-01,42650798,6,2022
Russian Federation,RU,Jordan,JO,M,2022-07-01,38509708,7,2022
Russian Federation,RU,Jordan,JO,M,2022-08-01,38309182,8,2022
Russian Federation,RU,Jordan,JO,M,2022-09-01,35502868,9,2022
Russian Federation,RU,Jordan,JO,M,2022-10-01,32250484,10,2022
Russian Federation,RU,Jordan,JO,M,2022-11-01,31339731,11,2022
Russian Federation,RU,Jordan,JO,M,2022-12-01,29447680,12,2022
Russian Federation,RU,Burundi,BI,M,2021-01-01,2491237,1,2021
Russian Federation,RU,Burundi,BI,M,2021-05-01,758690,5,2021
Russian Federation,RU,Burundi,BI,M,2021-06-01,8621,6,2021
Russian Federation,RU,Burundi,BI,M,2021-07-01,2302947,7,2021
Russian Federation,RU,Burundi,BI,M,2021-08-01,524417,8,2021
Russian Federation,RU,Burundi,BI,M,2021-11-01,2905066,11,2021
Russian Federation,RU,Burundi,BI,M,2021-12-01,1698,12,2021
Russian Federation,RU,Burundi,BI,M,2022-01-01,1802,1,2022
Russian Federation,RU,Burundi,BI,M,2022-02-01,1864,2,2022
Russian Federation,RU,Burundi,BI,M,2022-03-01,1899,3,2022
Russian Federation,RU,Burundi,BI,M,2022-04-01,1717,4,2022
Russian Federation,RU,Burundi,BI,M,2022-05-01,1448,5,2022
Russian Federation,RU,Burundi,BI,M,2022-06-01,1423,6,2022
Russian Federation,RU,Burundi,BI,M,2022-07-01,1285,7,2022
Russian Federation,RU,Burundi,BI,M,2022-08-01,1278,8,2022
Russian Federation,RU,Burundi,BI,M,2022-09-01,1185,9,2022
Russian Federation,RU,Burundi,BI,M,2022-10-01,1076,10,2022
Russian Federation,RU,Burundi,BI,M,2022-11-01,1046,11,2022
Russian Federation,RU,Burundi,BI,M,2022-12-01,982.9999999999999,12,2022
Russian Federation,RU,Sri Lanka,LK,M,2021-01-01,4945868,1,2021
Russian Federation,RU,Sri Lanka,LK,M,2021-02-01,11110604,2,2021
Russian Federation,RU,Sri Lanka,LK,M,2021-03-01,11112408,3,2021
Russian Federation,RU,Sri Lanka,LK,M,2021-04-01,5186241,4,2021
Russian Federation,RU,Sri Lanka,LK,M,2021-05-01,5016036,5,2021
Russian Federation,RU,Sri Lanka,LK,M,2021-06-01,20166527,6,2021
Russian Federation,RU,Sri Lanka,LK,M,2021-07-01,5675267,7,2021
Russian Federation,RU,Sri Lanka,LK,M,2021-08-01,4108918,8,2021
Russian Federation,RU,Sri Lanka,LK,M,2021-09-01,7267824,9,2021
Russian Federation,RU,Sri Lanka,LK,M,2021-10-01,4245184,10,2021
Russian Federation,RU,Sri Lanka,LK,M,2021-11-01,3981067,11,2021
Russian Federation,RU,Sri Lanka,LK,M,2021-12-01,6744659,12,2021
Russian Federation,RU,Sri Lanka,LK,M,2022-01-01,7159466,1,2022
Russian Federation,RU,Sri Lanka,LK,M,2022-02-01,7405905,2,2022
Russian Federation,RU,Sri Lanka,LK,M,2022-03-01,7543842,3,2022
Russian Federation,RU,Sri Lanka,LK,M,2022-04-01,6818369,4,2022
Russian Federation,RU,Sri Lanka,LK,M,2022-05-01,5750457,5,2022
Russian Federation,RU,Sri Lanka,LK,M,2022-06-01,5652944,6,2022
Russian Federation,RU,Sri Lanka,LK,M,2022-07-01,5104083,7,2022
Russian Federation,RU,Sri Lanka,LK,M,2022-08-01,5077505,8,2022
Russian Federation,RU,Sri Lanka,LK,M,2022-09-01,4705556,9,2022
Russian Federation,RU,Sri Lanka,LK,M,2022-10-01,4274484,10,2022
Russian Federation,RU,Sri Lanka,LK,M,2022-11-01,4153773,11,2022
Russian Federation,RU,Sri Lanka,LK,M,2022-12-01,3903000,12,2022
Russian Federation,RU,New Caledonia,NC,M,2021-01-01,73470,1,2021
Russian Federation,RU,New Caledonia,NC,M,2021-02-01,56666,2,2021
Russian Federation,RU,New Caledonia,NC,M,2021-03-01,66916,3,2021
Russian Federation,RU,New Caledonia,NC,M,2021-05-01,33344,5,2021
Russian Federation,RU,New Caledonia,NC,M,2021-06-01,1921062,6,2021
Russian Federation,RU,New Caledonia,NC,M,2021-07-01,41577,7,2021
Russian Federation,RU,New Caledonia,NC,M,2021-09-01,42862,9,2021
Russian Federation,RU,New Caledonia,NC,M,2021-10-01,72336,10,2021
Russian Federation,RU,New Caledonia,NC,M,2021-11-01,112336,11,2021
Russian Federation,RU,New Caledonia,NC,M,2021-12-01,246376,12,2021
Russian Federation,RU,New Caledonia,NC,M,2022-01-01,261527.99999999997,1,2022
Russian Federation,RU,New Caledonia,NC,M,2022-02-01,270530,2,2022
Russian Federation,RU,New Caledonia,NC,M,2022-03-01,275569,3,2022
Russian Federation,RU,New Caledonia,NC,M,2022-04-01,249068,4,2022
Russian Federation,RU,New Caledonia,NC,M,2022-05-01,210058,5,2022
Russian Federation,RU,New Caledonia,NC,M,2022-06-01,206496,6,2022
Russian Federation,RU,New Caledonia,NC,M,2022-07-01,186447,7,2022
Russian Federation,RU,New Caledonia,NC,M,2022-08-01,185476,8,2022
Russian Federation,RU,New Caledonia,NC,M,2022-09-01,171889,9,2022
Russian Federation,RU,New Caledonia,NC,M,2022-10-01,156143,10,2022
Russian Federation,RU,New Caledonia,NC,M,2022-11-01,151733,11,2022
Russian Federation,RU,New Caledonia,NC,M,2022-12-01,142573,12,2022
Russian Federation,RU,Niger,NE,M,2021-01-01,759986,1,2021
Russian Federation,RU,Niger,NE,M,2021-02-01,3239,2,2021
Russian Federation,RU,Niger,NE,M,2021-03-01,3500,3,2021
Russian Federation,RU,Niger,NE,M,2021-04-01,540,4,2021
Russian Federation,RU,Niger,NE,M,2021-05-01,213109,5,2021
Russian Federation,RU,Niger,NE,M,2021-06-01,100,6,2021
Russian Federation,RU,Niger,NE,M,2021-07-01,25980,7,2021
Russian Federation,RU,Niger,NE,M,2021-08-01,1100,8,2021
Russian Federation,RU,Niger,NE,M,2021-09-01,3032,9,2021
Russian Federation,RU,Niger,NE,M,2021-10-01,121700,10,2021
Russian Federation,RU,Niger,NE,M,2021-11-01,69825,11,2021
Russian Federation,RU,Niger,NE,M,2021-12-01,1478,12,2021
Russian Federation,RU,Niger,NE,M,2022-01-01,1568,1,2022
Russian Federation,RU,Niger,NE,M,2022-02-01,1622,2,2022
Russian Federation,RU,Niger,NE,M,2022-03-01,1653,3,2022
Russian Federation,RU,Niger,NE,M,2022-04-01,1494,4,2022
Russian Federation,RU,Niger,NE,M,2022-05-01,1260,5,2022
Russian Federation,RU,Niger,NE,M,2022-06-01,1238,6,2022
Russian Federation,RU,Niger,NE,M,2022-07-01,1118,7,2022
Russian Federation,RU,Niger,NE,M,2022-08-01,1112,8,2022
Russian Federation,RU,Niger,NE,M,2022-09-01,1031,9,2022
Russian Federation,RU,Niger,NE,M,2022-10-01,936,10,2022
Russian Federation,RU,Niger,NE,M,2022-11-01,910,11,2022
Russian Federation,RU,Niger,NE,M,2022-12-01,855,12,2022
Russian Federation,RU,Bermuda,BM,M,2021-02-01,2696,2,2021
Russian Federation,RU,Bermuda,BM,M,2021-03-01,1139,3,2021
Russian Federation,RU,Bermuda,BM,M,2021-04-01,979,4,2021
Russian Federation,RU,Bermuda,BM,M,2021-06-01,419,6,2021
Russian Federation,RU,Bermuda,BM,M,2021-07-01,16522,7,2021
Russian Federation,RU,Bermuda,BM,M,2021-08-01,4591,8,2021
Russian Federation,RU,Bermuda,BM,M,2021-09-01,55051,9,2021
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2021-01-01,13965218239,1,2021
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2021-02-01,15580345939,2,2021
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2021-03-01,18665769393,3,2021
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2021-04-01,18816585826,4,2021
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2021-05-01,17303008620,5,2021
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2021-06-01,20214630470,6,2021
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2021-07-01,22060773463,7,2021
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2021-08-01,21611300806,8,2021
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2021-09-01,23320600450,9,2021
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2021-10-01,22688124454,10,2021
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2021-11-01,24815542282,11,2021
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2021-12-01,29559157107,12,2021
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2022-01-01,31318944064,1,2022
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2022-02-01,32396987272,2,2022
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2022-03-01,33000391464,3,2022
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2022-04-01,29826823070,4,2022
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2022-05-01,25155259868,5,2022
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2022-06-01,24728692533,6,2022
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2022-07-01,22327711611,7,2022
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2022-08-01,22211448007,8,2022
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2022-09-01,20584362707,9,2022
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2022-10-01,18698648803,10,2022
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2022-11-01,18170599422,11,2022
Russian Federation,RU,Emerging and Developing Countries,XR43,M,2022-12-01,17073598856,12,2022
Russian Federation,RU,Yemen,YE,M,2021-01-01,27129157,1,2021
Russian Federation,RU,Yemen,YE,M,2021-02-01,59214188,2,2021
Russian Federation,RU,Yemen,YE,M,2021-03-01,32325730.999999996,3,2021
Russian Federation,RU,Yemen,YE,M,2021-04-01,9191205,4,2021
Russian Federation,RU,Yemen,YE,M,2021-05-01,5874796,5,2021
Russian Federation,RU,Yemen,YE,M,2021-06-01,41664929,6,2021
Russian Federation,RU,Yemen,YE,M,2021-07-01,8846813,7,2021
Russian Federation,RU,Yemen,YE,M,2021-08-01,14460300,8,2021
Russian Federation,RU,Yemen,YE,M,2021-09-01,3301640,9,2021
Russian Federation,RU,Yemen,YE,M,2021-10-01,2599320,10,2021
Russian Federation,RU,Yemen,YE,M,2021-11-01,2228439,11,2021
Russian Federation,RU,Yemen,YE,M,2021-12-01,27546547,12,2021
Russian Federation,RU,Yemen,YE,M,2022-01-01,29240703,1,2022
Russian Federation,RU,Yemen,YE,M,2022-02-01,30247210,2,2022
Russian Federation,RU,Yemen,YE,M,2022-03-01,30810574,3,2022
Russian Federation,RU,Yemen,YE,M,2022-04-01,27847595,4,2022
Russian Federation,RU,Yemen,YE,M,2022-05-01,23486024,5,2022
Russian Federation,RU,Yemen,YE,M,2022-06-01,23087763,6,2022
Russian Federation,RU,Yemen,YE,M,2022-07-01,20846104,7,2022
Russian Federation,RU,Yemen,YE,M,2022-08-01,20737556,8,2022
Russian Federation,RU,Yemen,YE,M,2022-09-01,19218439,9,2022
Russian Federation,RU,Yemen,YE,M,2022-10-01,17457856,10,2022
Russian Federation,RU,Yemen,YE,M,2022-11-01,16964847,11,2022
Russian Federation,RU,Yemen,YE,M,2022-12-01,15940640,12,2022
Russian Federation,RU,French Polynesia,PF,M,2021-07-01,3158,7,2021
Russian Federation,RU,French Polynesia,PF,M,2021-12-01,2527,12,2021
Russian Federation,RU,French Polynesia,PF,M,2022-01-01,2682,1,2022
Russian Federation,RU,French Polynesia,PF,M,2022-02-01,2775,2,2022
Russian Federation,RU,French Polynesia,PF,M,2022-03-01,2826,3,2022
Russian Federation,RU,French Polynesia,PF,M,2022-04-01,2555,4,2022
Russian Federation,RU,French Polynesia,PF,M,2022-05-01,2155,5,2022
Russian Federation,RU,French Polynesia,PF,M,2022-06-01,2118,6,2022
Russian Federation,RU,French Polynesia,PF,M,2022-07-01,1912,7,2022
Russian Federation,RU,French Polynesia,PF,M,2022-08-01,1902,8,2022
Russian Federation,RU,French Polynesia,PF,M,2022-09-01,1763,9,2022
Russian Federation,RU,French Polynesia,PF,M,2022-10-01,1602,10,2022
Russian Federation,RU,French Polynesia,PF,M,2022-11-01,1556,11,2022
Russian Federation,RU,French Polynesia,PF,M,2022-12-01,1462,12,2022
Russian Federation,RU,Bangladesh,BD,M,2021-01-01,25261863,1,2021
Russian Federation,RU,Bangladesh,BD,M,2021-02-01,84473597,2,2021
Russian Federation,RU,Bangladesh,BD,M,2021-03-01,100320933,3,2021
Russian Federation,RU,Bangladesh,BD,M,2021-04-01,76859568,4,2021
Russian Federation,RU,Bangladesh,BD,M,2021-05-01,187502928,5,2021
Russian Federation,RU,Bangladesh,BD,M,2021-06-01,92974917,6,2021
Russian Federation,RU,Bangladesh,BD,M,2021-07-01,58528469,7,2021
Russian Federation,RU,Bangladesh,BD,M,2021-08-01,193042428,8,2021
Russian Federation,RU,Bangladesh,BD,M,2021-09-01,211002010,9,2021
Russian Federation,RU,Bangladesh,BD,M,2021-10-01,158322416,10,2021
Russian Federation,RU,Bangladesh,BD,M,2021-11-01,185235629,11,2021
Russian Federation,RU,Bangladesh,BD,M,2021-12-01,347658220,12,2021
Russian Federation,RU,Bangladesh,BD,M,2022-01-01,369039743,1,2022
Russian Federation,RU,Bangladesh,BD,M,2022-02-01,381742623,2,2022
Russian Federation,RU,Bangladesh,BD,M,2022-03-01,388852701,3,2022
Russian Federation,RU,Bangladesh,BD,M,2022-04-01,351457671,4,2022
Russian Federation,RU,Bangladesh,BD,M,2022-05-01,296411355,5,2022
Russian Federation,RU,Bangladesh,BD,M,2022-06-01,291384994,6,2022
Russian Federation,RU,Bangladesh,BD,M,2022-07-01,263093575,7,2022
Russian Federation,RU,Bangladesh,BD,M,2022-08-01,261723609,8,2022
Russian Federation,RU,Bangladesh,BD,M,2022-09-01,242551215,9,2022
Russian Federation,RU,Bangladesh,BD,M,2022-10-01,220331329,10,2022
Russian Federation,RU,Bangladesh,BD,M,2022-11-01,214109177,11,2022
Russian Federation,RU,Bangladesh,BD,M,2022-12-01,201182917,12,2022
Russian Federation,RU,Angola,AO,M,2021-01-01,6372924,1,2021
Russian Federation,RU,Angola,AO,M,2021-02-01,21714000,2,2021
Russian Federation,RU,Angola,AO,M,2021-03-01,1148209,3,2021
Russian Federation,RU,Angola,AO,M,2021-04-01,6159770,4,2021
Russian Federation,RU,Angola,AO,M,2021-05-01,4063906.0000000005,5,2021
Russian Federation,RU,Angola,AO,M,2021-06-01,2524996,6,2021
Russian Federation,RU,Angola,AO,M,2021-07-01,11058569,7,2021
Russian Federation,RU,Angola,AO,M,2021-08-01,1115010,8,2021
Russian Federation,RU,Angola,AO,M,2021-09-01,14366656,9,2021
Russian Federation,RU,Angola,AO,M,2021-10-01,1666294,10,2021
Russian Federation,RU,Angola,AO,M,2021-11-01,3021500,11,2021
Russian Federation,RU,Angola,AO,M,2021-12-01,14442258,12,2021
Russian Federation,RU,Angola,AO,M,2022-01-01,15330480,1,2022
Russian Federation,RU,Angola,AO,M,2022-02-01,15858177,2,2022
Russian Federation,RU,Angola,AO,M,2022-03-01,16153541,3,2022
Russian Federation,RU,Angola,AO,M,2022-04-01,14600093,4,2022
Russian Federation,RU,Angola,AO,M,2022-05-01,12313385,5,2022
Russian Federation,RU,Angola,AO,M,2022-06-01,12104582,6,2022
Russian Federation,RU,Angola,AO,M,2022-07-01,10929313,7,2022
Russian Federation,RU,Angola,AO,M,2022-08-01,10872402,8,2022
Russian Federation,RU,Angola,AO,M,2022-09-01,10075951,9,2022
Russian Federation,RU,Angola,AO,M,2022-10-01,9152903,10,2022
Russian Federation,RU,Angola,AO,M,2022-11-01,8894425,11,2022
Russian Federation,RU,Angola,AO,M,2022-12-01,8357449.000000001,12,2022
Russian Federation,RU,Egypt,EG,M,2021-01-01,218213277,1,2021
Russian Federation,RU,Egypt,EG,M,2021-02-01,467858826,2,2021
Russian Federation,RU,Egypt,EG,M,2021-03-01,232320659,3,2021
Russian Federation,RU,Egypt,EG,M,2021-04-01,525019543,4,2021
Russian Federation,RU,Egypt,EG,M,2021-05-01,208332138,5,2021
Russian Federation,RU,Egypt,EG,M,2021-06-01,269804644,6,2021
Russian Federation,RU,Egypt,EG,M,2021-07-01,273645120,7,2021
Russian Federation,RU,Egypt,EG,M,2021-08-01,269758007,8,2021
Russian Federation,RU,Egypt,EG,M,2021-09-01,322134932,9,2021
Russian Federation,RU,Egypt,EG,M,2021-10-01,216670090,10,2021
Russian Federation,RU,Egypt,EG,M,2021-11-01,487987703,11,2021
Russian Federation,RU,Egypt,EG,M,2021-12-01,704249534,12,2021
Russian Federation,RU,Egypt,EG,M,2022-01-01,747561979,1,2022
Russian Federation,RU,Egypt,EG,M,2022-02-01,773294140,2,2022
Russian Federation,RU,Egypt,EG,M,2022-03-01,787696990,3,2022
Russian Federation,RU,Egypt,EG,M,2022-04-01,711946062,4,2022
Russian Federation,RU,Egypt,EG,M,2022-05-01,600439013,5,2022
Russian Federation,RU,Egypt,EG,M,2022-06-01,590257139,6,2022
Russian Federation,RU,Egypt,EG,M,2022-07-01,532947351,7,2022
Russian Federation,RU,Egypt,EG,M,2022-08-01,530172218.00000006,8,2022
Russian Federation,RU,Egypt,EG,M,2022-09-01,491334794,9,2022
Russian Federation,RU,Egypt,EG,M,2022-10-01,446324081,10,2022
Russian Federation,RU,Egypt,EG,M,2022-11-01,433719899,11,2022
Russian Federation,RU,Egypt,EG,M,2022-12-01,407535239,12,2022
Russian Federation,RU,Mozambique,MZ,M,2021-01-01,152779,1,2021
Russian Federation,RU,Mozambique,MZ,M,2021-02-01,3033862,2,2021
Russian Federation,RU,Mozambique,MZ,M,2021-03-01,1044596.0000000001,3,2021
Russian Federation,RU,Mozambique,MZ,M,2021-04-01,2045327,4,2021
Russian Federation,RU,Mozambique,MZ,M,2021-05-01,727346,5,2021
Russian Federation,RU,Mozambique,MZ,M,2021-06-01,3876740,6,2021
Russian Federation,RU,Mozambique,MZ,M,2021-07-01,2224549,7,2021
Russian Federation,RU,Mozambique,MZ,M,2021-08-01,10468877,8,2021
Russian Federation,RU,Mozambique,MZ,M,2021-09-01,14312320,9,2021
Russian Federation,RU,Mozambique,MZ,M,2021-10-01,4074156.0000000005,10,2021
Russian Federation,RU,Mozambique,MZ,M,2021-11-01,46736,11,2021
Russian Federation,RU,Mozambique,MZ,M,2021-12-01,12772852,12,2021
Russian Federation,RU,Mozambique,MZ,M,2022-01-01,13558402,1,2022
Russian Federation,RU,Mozambique,MZ,M,2022-02-01,14025102,2,2022
Russian Federation,RU,Mozambique,MZ,M,2022-03-01,14286324,3,2022
Russian Federation,RU,Mozambique,MZ,M,2022-04-01,12912443,4,2022
Russian Federation,RU,Mozambique,MZ,M,2022-05-01,10890059,5,2022
Russian Federation,RU,Mozambique,MZ,M,2022-06-01,10705392,6,2022
Russian Federation,RU,Mozambique,MZ,M,2022-07-01,9665974,7,2022
Russian Federation,RU,Mozambique,MZ,M,2022-08-01,9615642,8,2022
Russian Federation,RU,Mozambique,MZ,M,2022-09-01,8911254,9,2022
Russian Federation,RU,Mozambique,MZ,M,2022-10-01,8094903,10,2022
Russian Federation,RU,Mozambique,MZ,M,2022-11-01,7866303,11,2022
Russian Federation,RU,Mozambique,MZ,M,2022-12-01,7391396,12,2022
Russian Federation,RU,Belgium,BE,M,2021-01-01,670499223,1,2021
Russian Federation,RU,Belgium,BE,M,2021-02-01,451101080,2,2021
Russian Federation,RU,Belgium,BE,M,2021-03-01,538265101,3,2021
Russian Federation,RU,Belgium,BE,M,2021-04-01,1096414266,4,2021
Russian Federation,RU,Belgium,BE,M,2021-05-01,496689675,5,2021
Russian Federation,RU,Belgium,BE,M,2021-06-01,709538324,6,2021
Russian Federation,RU,Belgium,BE,M,2021-07-01,1120870229,7,2021
Russian Federation,RU,Belgium,BE,M,2021-08-01,656205829,8,2021
Russian Federation,RU,Belgium,BE,M,2021-09-01,769314470,9,2021
Russian Federation,RU,Belgium,BE,M,2021-10-01,682960326,10,2021
Russian Federation,RU,Belgium,BE,M,2021-11-01,551780353,11,2021
Russian Federation,RU,Belgium,BE,M,2021-12-01,927518913,12,2021
Russian Federation,RU,Belgium,BE,M,2022-01-01,984562774,1,2022
Russian Federation,RU,Belgium,BE,M,2022-02-01,1018452844,2,2022
Russian Federation,RU,Belgium,BE,M,2022-03-01,1037421852,3,2022
Russian Federation,RU,Belgium,BE,M,2022-04-01,937655484,4,2022
Russian Federation,RU,Belgium,BE,M,2022-05-01,790797173,5,2022
Russian Federation,RU,Belgium,BE,M,2022-06-01,777387324,6,2022
Russian Federation,RU,Belgium,BE,M,2022-07-01,701908520,7,2022
Russian Federation,RU,Belgium,BE,M,2022-08-01,698253581,8,2022
Russian Federation,RU,Belgium,BE,M,2022-09-01,647103466,9,2022
Russian Federation,RU,Belgium,BE,M,2022-10-01,587822932,10,2022
Russian Federation,RU,Belgium,BE,M,2022-11-01,571222827,11,2022
Russian Federation,RU,Belgium,BE,M,2022-12-01,536736801,12,2022
Russian Federation,RU,Bolivia,BO,M,2021-01-01,4390926,1,2021
Russian Federation,RU,Bolivia,BO,M,2021-02-01,202253,2,2021
Russian Federation,RU,Bolivia,BO,M,2021-03-01,434727,3,2021
Russian Federation,RU,Bolivia,BO,M,2021-04-01,4100531,4,2021
Russian Federation,RU,Bolivia,BO,M,2021-05-01,4433057,5,2021
Russian Federation,RU,Bolivia,BO,M,2021-06-01,13045758,6,2021
Russian Federation,RU,Bolivia,BO,M,2021-07-01,6074431,7,2021
Russian Federation,RU,Bolivia,BO,M,2021-08-01,2631520,8,2021
Russian Federation,RU,Bolivia,BO,M,2021-09-01,4267357,9,2021
Russian Federation,RU,Bolivia,BO,M,2021-10-01,5954306,10,2021
Russian Federation,RU,Bolivia,BO,M,2021-11-01,464176,11,2021
Russian Federation,RU,Bolivia,BO,M,2021-12-01,1209513,12,2021
Russian Federation,RU,Bolivia,BO,M,2022-01-01,1283900,1,2022
Russian Federation,RU,Bolivia,BO,M,2022-02-01,1328094,2,2022
Russian Federation,RU,Bolivia,BO,M,2022-03-01,1352830,3,2022
Russian Federation,RU,Bolivia,BO,M,2022-04-01,1222732,4,2022
Russian Federation,RU,Bolivia,BO,M,2022-05-01,1031223.9999999999,5,2022
Russian Federation,RU,Bolivia,BO,M,2022-06-01,1013737.0000000001,6,2022
Russian Federation,RU,Bolivia,BO,M,2022-07-01,915310,7,2022
Russian Federation,RU,Bolivia,BO,M,2022-08-01,910544,8,2022
Russian Federation,RU,Bolivia,BO,M,2022-09-01,843843,9,2022
Russian Federation,RU,Bolivia,BO,M,2022-10-01,766539,10,2022
Russian Federation,RU,Bolivia,BO,M,2022-11-01,744892,11,2022
Russian Federation,RU,Bolivia,BO,M,2022-12-01,699921,12,2022
Russian Federation,RU,Luxembourg,LU,M,2021-01-01,982976,1,2021
Russian Federation,RU,Luxembourg,LU,M,2021-02-01,451936,2,2021
Russian Federation,RU,Luxembourg,LU,M,2021-03-01,2054859,3,2021
Russian Federation,RU,Luxembourg,LU,M,2021-04-01,1063017,4,2021
Russian Federation,RU,Luxembourg,LU,M,2021-05-01,1492241,5,2021
Russian Federation,RU,Luxembourg,LU,M,2021-06-01,898855,6,2021
Russian Federation,RU,Luxembourg,LU,M,2021-07-01,1633054,7,2021
Russian Federation,RU,Luxembourg,LU,M,2021-08-01,3364184,8,2021
Russian Federation,RU,Luxembourg,LU,M,2021-09-01,3118302,9,2021
Russian Federation,RU,Luxembourg,LU,M,2021-10-01,2907364,10,2021
Russian Federation,RU,Luxembourg,LU,M,2021-11-01,2290615,11,2021
Russian Federation,RU,Luxembourg,LU,M,2021-12-01,1562897,12,2021
Russian Federation,RU,Luxembourg,LU,M,2022-01-01,1659017,1,2022
Russian Federation,RU,Luxembourg,LU,M,2022-02-01,1716123,2,2022
Russian Federation,RU,Luxembourg,LU,M,2022-03-01,1748086,3,2022
Russian Federation,RU,Luxembourg,LU,M,2022-04-01,1579977,4,2022
Russian Federation,RU,Luxembourg,LU,M,2022-05-01,1332516,5,2022
Russian Federation,RU,Luxembourg,LU,M,2022-06-01,1309920,6,2022
Russian Federation,RU,Luxembourg,LU,M,2022-07-01,1182736,7,2022
Russian Federation,RU,Luxembourg,LU,M,2022-08-01,1176578,8,2022
Russian Federation,RU,Luxembourg,LU,M,2022-09-01,1090388,9,2022
Russian Federation,RU,Luxembourg,LU,M,2022-10-01,990499,10,2022
Russian Federation,RU,Luxembourg,LU,M,2022-11-01,962527,11,2022
Russian Federation,RU,Luxembourg,LU,M,2022-12-01,904417,12,2022
Russian Federation,RU,Mongolia,MN,M,2021-01-01,98994900,1,2021
Russian Federation,RU,Mongolia,MN,M,2021-02-01,180488086,2,2021
Russian Federation,RU,Mongolia,MN,M,2021-03-01,140920864,3,2021
Russian Federation,RU,Mongolia,MN,M,2021-04-01,158149182,4,2021
Russian Federation,RU,Mongolia,MN,M,2021-05-01,110628184,5,2021
Russian Federation,RU,Mongolia,MN,M,2021-06-01,135740562,6,2021
Russian Federation,RU,Mongolia,MN,M,2021-07-01,126663559,7,2021
Russian Federation,RU,Mongolia,MN,M,2021-08-01,148048908,8,2021
Russian Federation,RU,Mongolia,MN,M,2021-09-01,172477487,9,2021
Russian Federation,RU,Mongolia,MN,M,2021-10-01,139859683,10,2021
Russian Federation,RU,Mongolia,MN,M,2021-11-01,219866238,11,2021
Russian Federation,RU,Mongolia,MN,M,2021-12-01,187414925,12,2021
Russian Federation,RU,Mongolia,MN,M,2022-01-01,198941236,1,2022
Russian Federation,RU,Mongolia,MN,M,2022-02-01,205789080,2,2022
Russian Federation,RU,Mongolia,MN,M,2022-03-01,209621967,3,2022
Russian Federation,RU,Mongolia,MN,M,2022-04-01,189463126,4,2022
Russian Federation,RU,Mongolia,MN,M,2022-05-01,159788864,5,2022
Russian Federation,RU,Mongolia,MN,M,2022-06-01,157079263,6,2022
Russian Federation,RU,Mongolia,MN,M,2022-07-01,141827979,7,2022
Russian Federation,RU,Mongolia,MN,M,2022-08-01,141089460,8,2022
Russian Federation,RU,Mongolia,MN,M,2022-09-01,130754043,9,2022
Russian Federation,RU,Mongolia,MN,M,2022-10-01,118775789,10,2022
Russian Federation,RU,Mongolia,MN,M,2022-11-01,115421564,11,2022
Russian Federation,RU,Mongolia,MN,M,2022-12-01,108453301,12,2022
Russian Federation,RU,Norway,NO,M,2021-01-01,63642692,1,2021
Russian Federation,RU,Norway,NO,M,2021-02-01,48465431,2,2021
Russian Federation,RU,Norway,NO,M,2021-03-01,78394493,3,2021
Russian Federation,RU,Norway,NO,M,2021-04-01,99567548,4,2021
Russian Federation,RU,Norway,NO,M,2021-05-01,110592519,5,2021
Russian Federation,RU,Norway,NO,M,2021-06-01,121182271,6,2021
Russian Federation,RU,Norway,NO,M,2021-07-01,310846717,7,2021
Russian Federation,RU,Norway,NO,M,2021-08-01,159034689,8,2021
Russian Federation,RU,Norway,NO,M,2021-09-01,135749153,9,2021
