date,GDP,reporter
2019-01-01,8300784856.87904,Tajikistan
2020-01-01,8133996647.90397,Tajikistan
2021-01-01,8746270636.40142,Tajikistan
2019-01-01,45231428571.4286,Turkmenistan
2019-01-01,5367417073061.3,Latin America & the Caribbean (IDA & IBRD countries)
2020-01-01,4494455537224.68,Latin America & the Caribbean (IDA & IBRD countries)
2021-01-01,5183127352776.93,Latin America & the Caribbean (IDA & IBRD countries)
2019-01-01,2028551627.60532,Timor-Leste
2020-01-01,2158392539.93697,Timor-Leste
2021-01-01,3621222382.15929,Timor-Leste
2019-01-01,1376425284814.72,Middle East & North Africa (IDA & IBRD countries)
2020-01-01,1258548859986.87,Middle East & North Africa (IDA & IBRD countries)
2021-01-01,1475707612624.83,Middle East & North Africa (IDA & IBRD countries)
2019-01-01,512057749.020644,Tonga
2020-01-01,484806718.323882,Tonga
2021-01-01,469231309.539488,Tonga
2019-01-01,3653950915835.84,South Asia (IDA & IBRD)
2020-01-01,3487013484521.62,South Asia (IDA & IBRD)
2021-01-01,4088770638066.94,South Asia (IDA & IBRD)
2019-01-01,1803362506027.61,Sub-Saharan Africa (IDA & IBRD countries)
2020-01-01,1719009523108.91,Sub-Saharan Africa (IDA & IBRD countries)
2021-01-01,1929052252557.38,Sub-Saharan Africa (IDA & IBRD countries)
2019-01-01,23849557811.8957,Trinidad and Tobago
2020-01-01,21059428851.4883,Trinidad and Tobago
2021-01-01,24460196270.6866,Trinidad and Tobago
2019-01-01,41906113685.9324,Tunisia
2020-01-01,42537832456.2651,Tunisia
2021-01-01,46686741814.278,Tunisia
2019-01-01,759937390496.669,Turkiye
2020-01-01,720289368333.191,Turkiye
2021-01-01,819035182929.585,Turkiye
2019-01-01,54223149.1136601,Tuvalu
2020-01-01,55054710.6186773,Tuvalu
2021-01-01,63100961.5384615,Tuvalu
2019-01-01,61136873692.3985,Tanzania
2020-01-01,62409709110.9538,Tanzania
2021-01-01,67841049193.3855,Tanzania
2019-01-01,35353060634.2022,Uganda
2020-01-01,37600368180.9399,Uganda
2021-01-01,40529789025.5702,Uganda
2019-01-01,153882982016.281,Ukraine
2020-01-01,156617861448.576,Ukraine
2021-01-01,200085537744.354,Ukraine
2019-01-01,61231149880.5857,Uruguay
2020-01-01,53560755046.6162,Uruguay
2021-01-01,59319484710.6527,Uruguay
2019-01-01,21380976119000,United States
2020-01-01,21060473613000,United States
2021-01-01,23315080560000,United States
2019-01-01,59907674027.4676,Uzbekistan
2020-01-01,59894305352.8955,Uzbekistan
2021-01-01,69238903106.1738,Uzbekistan
2019-01-01,910149703.703704,St. Vincent and the Grenadines
2020-01-01,872134555.555555,St. Vincent and the Grenadines
2021-01-01,904181492.766708,St. Vincent and the Grenadines
2019-01-01,4117000000,Virgin Islands (U.S.)
2020-01-01,4204000000,Virgin Islands (U.S.)
2019-01-01,334365257436.758,Vietnam
2020-01-01,346615750664.384,Vietnam
2021-01-01,366137590600.699,Vietnam
2019-01-01,936526267.622513,Vanuatu
2020-01-01,896879875.195008,Vanuatu
2021-01-01,956332655.718234,Vanuatu
2019-01-01,87654250895445.7,World
2020-01-01,85116336691718.7,World
2021-01-01,96527425918257.8,World
2019-01-01,912944537.815126,Samoa
2020-01-01,868904477.722589,Samoa
2021-01-01,843842416.462442,Samoa
2019-01-01,7899879086.43081,Kosovo
2020-01-01,7716925356.12536,Kosovo
2021-01-01,9412034299.23122,Kosovo
2019-01-01,388531954110.604,South Africa
2020-01-01,337619680138.494,South Africa
2021-01-01,419015018371.887,South Africa
2019-01-01,23308667781.2258,Zambia
2020-01-01,18110631358.3114,Zambia
2021-01-01,22147634727.3584,Zambia
2019-01-01,21832234925.5021,Zimbabwe
2020-01-01,21509698406.1116,Zimbabwe
2021-01-01,28371238665.5116,Zimbabwe
