Date,beta
2017-11-30T00:00:00Z,0.00675914
2017-12-01T00:00:00Z,0.006764071
2017-12-02T00:00:00Z,0.006769001
2017-12-03T00:00:00Z,0.006773932
2017-12-04T00:00:00Z,0.006778862
2017-12-05T00:00:00Z,0.006783792
2017-12-06T00:00:00Z,0.006788723
2017-12-07T00:00:00Z,0.006793653
2017-12-08T00:00:00Z,0.006798584
2017-12-09T00:00:00Z,0.006803514
2017-12-10T00:00:00Z,0.006808445
2017-12-11T00:00:00Z,0.006813375
2017-12-12T00:00:00Z,0.006818306
2017-12-13T00:00:00Z,0.006823236
2017-12-14T00:00:00Z,0.006828166
2017-12-15T00:00:00Z,0.006833097
2017-12-16T00:00:00Z,0.006838027
2017-12-17T00:00:00Z,0.006842958
2017-12-18T00:00:00Z,0.006847888
2017-12-19T00:00:00Z,0.006852819
2017-12-20T00:00:00Z,0.006857749
2017-12-21T00:00:00Z,0.00686268
2017-12-22T00:00:00Z,0.00686761
2017-12-23T00:00:00Z,0.00687254
2017-12-24T00:00:00Z,0.006877471
2017-12-25T00:00:00Z,0.006882401
2017-12-26T00:00:00Z,0.006887332
2017-12-27T00:00:00Z,0.006892262
2017-12-28T00:00:00Z,0.006897193
2017-12-29T00:00:00Z,0.006902123
2017-12-30T00:00:00Z,0.006907054
2017-12-31T00:00:00Z,0.006911984
