,@FREQ,@REF_AREA,@INDICATOR,@COUNTERPART_AREA,@UNIT_MULT,@TIME_FORMAT,Obs_0_@TIME_PERIOD,Obs_0_@OBS_VALUE,Obs_1_@TIME_PERIOD,Obs_1_@OBS_VALUE,Obs_2_@TIME_PERIOD,Obs_2_@OBS_VALUE,Obs_3_@TIME_PERIOD,Obs_3_@OBS_VALUE,Obs_4_@TIME_PERIOD,Obs_4_@OBS_VALUE,Obs_5_@TIME_PERIOD,Obs_5_@OBS_VALUE,Obs_6_@TIME_PERIOD,Obs_6_@OBS_VALUE,Obs_7_@TIME_PERIOD,Obs_7_@OBS_VALUE,Obs_8_@TIME_PERIOD,Obs_8_@OBS_VALUE,Obs_9_@TIME_PERIOD,Obs_9_@OBS_VALUE,Obs_10_@TIME_PERIOD,Obs_10_@OBS_VALUE
81,M,MT,TXG_FOB_USD,W00,6,P1M,2022-01,235.171274,2022-02,235.343864,2022-03,272.317308,2022-04,237.030433,2022-05,258.063759,2022-06,224.465969,2022-07,194.285951,2022-08,269.457193,2022-09,269.889606,2022-10,310.371451,2022-11,369.214761
82,M,TT,TXG_FOB_USD,W00,6,P1M,2022-01,1144.444971,2022-02,890.814397,2022-03,1351.433897,2022-04,1141.980535,2022-05,1237.501679,2022-06,1278.369832,2022-07,774.928546,2022-08,1040.846835,2022-09,916.452228,2022-10,642.330155,2022-11,1012.65995
83,M,EE,TXG_FOB_USD,W00,6,P1M,2022-01,1832.538739,2022-02,1688.99064,2022-03,2182.05637,2022-04,1728.438807,2022-05,2040.047091,2022-06,1942.64289,2022-07,1726.679094,2022-08,1942.340163,2022-09,1925.988144,2022-10,1820.915496,2022-11,1576.336074
84,M,CSH,TXG_FOB_USD,W00,6,P1M,,,,,,,,,,,,,,,,,,,,,,
85,M,NO,TXG_FOB_USD,W00,6,P1M,2022-01,19892.627036,2022-02,19299.734165,2022-03,28215.954184,2022-04,20917.07326,2022-05,20406.70824,2022-06,20122.132066,2022-07,25435.0686,2022-08,33149.739545,2022-09,23379.151019,2022-10,16396.994712,2022-11,19359.76588
86,M,1C_440,TXG_FOB_USD,W00,6,P1M,2022-01,114610.585471,2022-02,116947.218453,2022-03,150640.359655,2022-04,147694.148848,2022-05,146494.556814,2022-06,148498.141891,2022-07,147229.001568,2022-08,143539.731618,2022-09,141835.970533,2022-10,137092.018765,2022-11,133104.358853
87,M,MO,TXG_FOB_USD,W00,6,P1M,2022-01,142.744501,2022-02,94.724077,2022-03,144.390644,2022-04,103.947288,2022-05,113.043699,2022-06,99.268348,2022-07,50.379856,2022-08,147.577665,2022-09,152.926461,2022-10,128.254221,2022-11,103.16125
88,M,CG,TXG_FOB_USD,W00,6,P1M,2022-01,313.043745,2022-02,254.491118,2022-03,326.179722,2022-04,311.866002,2022-05,333.947819,2022-06,352.181796,2022-07,284.072738,2022-08,455.657356,2022-09,342.654178,2022-10,539.783071,2022-11,158.700703
89,M,GL,TXG_FOB_USD,W00,6,P1M,2022-01,63.753734,2022-02,70.929018,2022-03,63.444209,2022-04,76.685852,2022-05,94.056214,2022-06,83.248772,2022-07,89.056391,2022-08,102.922818,2022-09,83.413897,2022-10,97.727067,2022-11,179.075761
90,M,KN,TXG_FOB_USD,W00,6,P1M,2022-01,1.846409,2022-02,2.016594,2022-03,4.776697,2022-04,3.804081,2022-05,2.770528,2022-06,2.09171,2022-07,2.055804,2022-08,1.75315,2022-09,2.242939,2022-10,1.469626,2022-11,1.589531
91,M,SR,TXG_FOB_USD,W00,6,P1M,2022-01,162.794696,2022-02,96.946499,2022-03,179.019565,2022-04,195.323104,2022-05,183.123826,2022-06,167.148359,2022-07,113.132657,2022-08,140.026229,2022-09,124.364015,2022-10,114.822854,2022-11,136.61559
92,M,SD,TXG_FOB_USD,W00,6,P1M,2022-01,71.284307,2022-02,81.255821,2022-03,62.611088,2022-04,96.318574,2022-05,141.74339,2022-06,159.327007,2022-07,117.541674,2022-08,303.489076,2022-09,81.437429,2022-10,319.412388,2022-11,274.083871
93,M,AO,TXG_FOB_USD,W00,6,P1M,2022-01,2911.906259,2022-02,3545.756671,2022-03,4623.403055,2022-04,3706.927599,2022-05,4311.165076,2022-06,3537.977503,2022-07,3484.451753,2022-08,3007.224883,2022-09,2924.355119,2022-10,2982.383443,2022-11,2963.328601
94,M,UG,TXG_FOB_USD,W00,6,P1M,2022-01,246.59759,2022-02,288.835868,2022-03,316.294243,2022-04,295.864452,2022-05,309.0695,2022-06,319.2026,2022-07,299.9244,2022-08,291.9004,2022-09,270.0265,2022-10,295.8907,2022-11,203.78123
95,M,CR,TXG_FOB_USD,W00,6,P1M,2022-01,1156.350309,2022-02,1193.312973,2022-03,1517.576949,2022-04,1590.115692,2022-05,1581.394225,2022-06,1765.415172,2022-07,1542.270872,2022-08,1635.328817,2022-09,1872.134157,2022-10,1865.780797,2022-11,1673.322165
96,M,SI,TXG_FOB_USD,W00,6,P1M,2022-01,4925.15238,2022-02,5029.767486,2022-03,6226.880479,2022-04,5479.805042,2022-05,6095.029672,2022-06,6974.390553,2022-07,5803.651384,2022-08,5255.063772,2022-09,6796.907323,2022-10,5269.716601,2022-11,4328.887042
97,M,BA,TXG_FOB_USD,W00,6,P1M,2022-01,759.132214,2022-02,791.004536,2022-03,890.329746,2022-04,885.515029,2022-05,860.48472,2022-06,845.079032,2022-07,751.258432,2022-08,819.332368,2022-09,874.954154,2022-10,860.836048,2022-11,932.322702
98,M,UY,TXG_FOB_USD,W00,6,P1M,2022-01,734.758123,2022-02,774.703146,2022-03,862.509882,2022-04,860.692815,2022-05,1227.275988,2022-06,1292.766126,2022-07,1216.656497,2022-08,1261.571027,2022-09,972.705128,2022-10,1200.180515,2022-11,866.748775
99,M,TN,TXG_FOB_USD,W00,6,P1M,2022-01,1455.054573,2022-02,1683.31109,2022-03,1723.472929,2022-04,1617.67547,2022-05,1411.950735,2022-06,1670.579077,2022-07,1319.866291,2022-08,1419.861292,2022-09,1776.449618,2022-10,1889.709761,2022-11,1738.875614
100,M,ME,TXG_FOB_USD,W00,6,P1M,2022-01,72.797672,2022-02,73.210533,2022-03,77.28454,2022-04,86.114236,2022-05,60.890576,2022-06,49.16365,2022-07,45.085843,2022-08,43.715385,2022-09,49.627865,2022-10,55.399714,2022-11,47.780962
101,M,F6,TXG_FOB_USD,W00,6,P1M,2022-01,34269.012252,2022-02,37139.399537,2022-03,45240.483764,2022-04,40331.714118,2022-05,42719.564505,2022-06,43951.393667,2022-07,37884.665741,2022-08,37682.175901,2022-09,35223.397317,2022-10,33734.038409,2022-11,31572.540144
102,M,AM,TXG_FOB_USD,W00,6,P1M,2022-01,249.490677,2022-02,256.928972,2022-03,228.551401,2022-04,296.028441,2022-05,355.17314,2022-06,498.381652,2022-07,478.747681,2022-08,565.110081,2022-09,592.580682,2022-10,641.07731,2022-11,587.115149
103,M,AT,TXG_FOB_USD,W00,6,P1M,2022-01,16865.637956,2022-02,17648.261705,2022-03,20125.438186,2022-04,17309.052921,2022-05,18592.538603,2022-06,18272.138883,2022-07,16567.109814,2022-08,15514.099868,2022-09,18022.972259,2022-10,16966.68522,2022-11,19001.381196
104,M,F1,TXG_FOB_USD,W00,6,P1M,2022-01,43671.947349,2022-02,46859.231767,2022-03,56771.387408,2022-04,51510.15441,2022-05,53914.72079,2022-06,55898.727704,2022-07,47350.035179,2022-08,49362.680289,2022-09,46877.194152,2022-10,47944.174478,2022-11,42909.557063
105,M,LA,TXG_FOB_USD,W00,6,P1M,2022-01,820.426712,2022-02,708.782898,2022-03,885.620628,2022-04,883.626539,2022-05,700.441421,2022-06,823.509614,2022-07,716.711105,2022-08,844.351121,2022-09,769.221794,2022-10,716.868875,2022-11,756.877278
106,M,BE,TXG_FOB_USD,W00,6,P1M,2022-01,50314.534972,2022-02,51436.89366,2022-03,59445.4495,2022-04,50296.634082,2022-05,55163.463008,2022-06,54226.533961,2022-07,49830.571149,2022-08,51281.572642,2022-09,56627.533035,2022-10,51236.402591,2022-11,49391.706775
107,M,SA,TXG_FOB_USD,W00,6,P1M,2022-01,28695.118799,2022-02,28872.810695,2022-03,37886.62989,2022-04,36563.814721,2022-05,38436.363908,2022-06,39399.118081,2022-07,37549.59763,2022-08,35664.019529,2022-09,33242.82808,2022-10,32187.32519,2022-11,30071.117475
108,M,YUC,TXG_FOB_USD,W00,6,P1M,,,,,,,,,,,,,,,,,,,,,,
109,M,E1,TXG_FOB_USD,W00,6,P1M,2022-01,148958.066467,2022-02,151218.967488,2022-03,161142.807112,2022-04,164328.388058,2022-05,151956.798689,2022-06,164713.103751,2022-07,150830.796777,2022-08,164446.899108,2022-09,176829.081422,2022-10,162540.184407,2022-11,160549.287692
110,M,GT,TXG_FOB_USD,W00,6,P1M,2022-01,1212.552316,2022-02,1282.251519,2022-03,1554.153841,2022-04,1309.703724,2022-05,1395.02155,2022-06,1429.01231,2022-07,1407.724556,2022-08,1286.50691,2022-09,1197.825232,2022-10,1185.321233,2022-11,1168.383692
111,M,SUH,TXG_FOB_USD,W00,6,P1M,,,,,,,,,,,,,,,,,,,,,,
112,M,GQ,TXG_FOB_USD,W00,6,P1M,2022-01,630.118378,2022-02,501.862643,2022-03,639.776372,2022-04,670.024523,2022-05,881.043712,2022-06,475.553557,2022-07,921.303107,2022-08,585.28584,2022-09,748.872629,2022-10,704.06909,2022-11,751.259485
113,M,PT,TXG_FOB_USD,W00,6,P1M,2022-01,6349.888613,2022-02,6760.501561,2022-03,7279.154517,2022-04,6704.028481,2022-05,7894.697609,2022-06,7453.720485,2022-07,7267.420438,2022-08,5811.307914,2022-09,6784.252395,2022-10,6622.789766,2022-11,5668.610955
114,M,PL,TXG_FOB_USD,W00,6,P1M,2022-01,29080.86973,2022-02,29746.809029,2022-03,31324.693081,2022-04,29832.989487,2022-05,30922.138763,2022-06,30794.993864,2022-07,27788.130479,2022-08,28117.196286,2022-09,30324.268707,2022-10,30373.873946,2022-11,30539.483138
115,M,GE,TXG_FOB_USD,W00,6,P1M,2022-01,331.346114,2022-02,429.024092,2022-03,411.408319,2022-04,415.734634,2022-05,522.625043,2022-06,448.450578,2022-07,542.134208,2022-08,473.303198,2022-09,523.169857,2022-10,448.736252,2022-11,491.076637
116,M,MV,TXG_FOB_USD,W00,6,P1M,2022-01,19.864585,2022-02,15.558341,2022-03,14.910672,2022-04,12.172864,2022-05,13.626213,2022-06,15.962926,2022-07,5.332487,2022-08,8.414569,2022-09,10.724903,2022-10,12.201639,2022-11,10.851731
117,M,AU,TXG_FOB_USD,W00,6,P1M,2022-01,30427.539317,2022-02,29417.424326,2022-03,34520.651579,2022-04,35255.117975,2022-05,37248.7738,2022-06,40835.726839,2022-07,32513.935247,2022-08,34884.948819,2022-09,35567.735195,2022-10,33362.160718,2022-11,33095.065667
118,M,RW,TXG_FOB_USD,W00,6,P1M,2022-01,75.414985,2022-02,97.68438,2022-03,96.232932,2022-04,108.305663,2022-05,107.914396,2022-06,138.76191,2022-07,114.427012,2022-08,132.580043,2022-09,140.221361,2022-10,252.311607,2022-11,129.797797
119,M,FI,TXG_FOB_USD,W00,6,P1M,2022-01,6528.960905,2022-02,6505.744389,2022-03,7706.893973,2022-04,7184.263678,2022-05,7443.860234,2022-06,7640.428682,2022-07,6751.535019,2022-08,6786.004452,2022-09,7127.736722,2022-10,6700.809122,2022-11,6358.805351
120,M,GH,TXG_FOB_USD,W00,6,P1M,2022-01,1621.942736,2022-02,2025.401099,2022-03,1496.871608,2022-04,3617.033011,2022-05,2238.285042,2022-06,2364.443198,2022-07,2141.180149,2022-08,2354.156434,2022-09,1849.123077,2022-10,2343.149488,2022-11,1844.061498
121,M,IS,TXG_FOB_USD,W00,6,P1M,2022-01,588.335964,2022-02,528.970402,2022-03,672.221834,2022-04,569.312791,2022-05,707.096717,2022-06,660.475194,2022-07,553.896821,2022-08,679.118248,2022-09,641.907266,2022-10,547.528082,2022-11,544.093189
122,M,GW,TXG_FOB_USD,W00,6,P1M,2022-01,17.73863,2022-02,24.955021,2022-03,22.626914,2022-04,9.292705,2022-05,10.758837,2022-06,8.320891,2022-07,8.698019,2022-08,29.918478,2022-09,90.364406,2022-10,62.653172,2022-11,38.264948
123,M,FO,TXG_FOB_USD,W00,6,P1M,2022-01,137.609698,2022-02,133.515567,2022-03,177.417172,2022-04,169.408634,2022-05,215.311712,2022-06,178.511081,2022-07,153.873467,2022-08,221.065839,2022-09,168.86532,2022-10,164.571871,2022-11,146.93397
124,M,CO,TXG_FOB_USD,W00,6,P1M,2022-01,3801.019747,2022-02,4208.688454,2022-03,4956.44984,2022-04,5459.814992,2022-05,4661.726837,2022-06,5548.507197,2022-07,5912.811683,2022-08,4495.850771,2022-09,4777.619978,2022-10,4225.664563,2022-11,4560.636045
125,M,ZA,TXG_FOB_USD,W00,6,P1M,2022-01,8481.645388,2022-02,9396.524856,2022-03,12419.395949,2022-04,10203.727252,2022-05,11344.512481,2022-06,11638.433633,2022-07,10490.359671,2022-08,10402.35859,2022-09,10923.595686,2022-10,8800.768732,2022-11,9838.91902
126,M,DE2,TXG_FOB_USD,W00,6,P1M,,,,,,,,,,,,,,,,,,,,,,
127,M,CZ,TXG_FOB_USD,W00,6,P1M,2022-01,19739.676165,2022-02,19053.468452,2022-03,21701.670916,2022-04,18838.872877,2022-05,20610.663181,2022-06,21568.747184,2022-07,17497.284581,2022-08,18821.916559,2022-09,21269.330764,2022-10,20188.389972,2022-11,19582.290373
128,M,XR29,TXG_FOB_USD,W00,6,P1M,2022-01,1067918.881507,2022-02,1086860.487358,2022-03,1264331.307456,2022-04,1139431.887594,2022-05,1196894.068689,2022-06,1214415.940797,2022-07,1152476.247144,2022-08,1137604.293778,2022-09,1188543.373431,2022-10,1135276.874217,2022-11,1119570.076568
129,M,CN,TXG_FOB_USD,W00,6,P1M,2022-01,327284.14136,2022-02,217416.21448,2022-03,276082.93157,2022-04,273617.65841,2022-05,308243.79857,2022-06,331261.24595,2022-07,332960.41493,2022-08,314918.67343,2022-09,322752.62452,2022-10,298370.13869,2022-11,295498.19435
130,M,NP,TXG_FOB_USD,W00,6,P1M,2022-01,119.128784,2022-02,126.177478,2022-03,123.370323,2022-04,121.495256,2022-05,94.685446,2022-06,105.657339,2022-07,116.908677,2022-08,123.011235,2022-09,113.380379,2022-10,98.78747,2022-11,116.912219
131,M,SG,TXG_FOB_USD,W00,6,P1M,2022-01,40665.773508,2022-02,38680.707211,2022-03,46453.688086,2022-04,44252.133493,2022-05,43499.707978,2022-06,46440.736075,2022-07,46125.30905,2022-08,45804.654418,2022-09,44208.81112,2022-10,40039.420222,2022-11,39164.733967
132,M,CD,TXG_FOB_USD,W00,6,P1M,2022-01,2673.727699,2022-02,2359.795802,2022-03,4517.040213,2022-04,3532.01126,2022-05,2262.71645,2022-06,2032.232606,2022-07,2908.652325,2022-08,2562.836817,2022-09,1873.416177,2022-10,2047.651364,2022-11,1753.394407
133,M,SL,TXG_FOB_USD,W00,6,P1M,2022-01,34.614073,2022-02,34.00499,2022-03,48.211198,2022-04,37.601085,2022-05,40.034888,2022-06,42.73999,2022-07,69.057079,2022-08,36.861306,2022-09,37.05273,2022-10,34.559819,2022-11,36.522581
134,M,DZ,TXG_FOB_USD,W00,6,P1M,2022-01,4019.403141,2022-02,4040.036843,2022-03,5169.013882,2022-04,5300.499497,2022-05,5695.53793,2022-06,5944.216145,2022-07,5093.43643,2022-08,6642.142159,2022-09,5764.250188,2022-10,5781.34006,2022-11,5717.806641
135,M,SB,TXG_FOB_USD,W00,6,P1M,2022-01,27.556577,2022-02,45.165788,2022-03,30.14037,2022-04,33.011729,2022-05,29.39378,2022-06,30.306008,2022-07,24.366819,2022-08,30.794195,2022-09,43.674679,2022-10,26.388248,2022-11,38.667741
136,M,MW,TXG_FOB_USD,W00,6,P1M,2022-01,95.384428,2022-02,115.86544,2022-03,99.715938,2022-04,87.126546,2022-05,74.70439,2022-06,83.379674,2022-07,64.707979,2022-08,63.09953,2022-09,82.882269,2022-10,125.577551,2022-11,83.145962
137,M,AR,TXG_FOB_USD,W00,6,P1M,2022-01,5495.516471,2022-02,6407.390247,2022-03,7291.854734,2022-04,8313.08824,2022-05,8213.542114,2022-06,8420.789123,2022-07,7793.111681,2022-08,7466.501044,2022-09,7314.401522,2022-10,7415.333111,2022-11,6632.173746
138,M,JP,TXG_FOB_USD,W00,6,P1M,2022-01,55129.134343,2022-02,62406.700355,2022-03,71386.842443,2022-04,63978.453225,2022-05,56270.252592,2022-06,64386.729205,2022-07,64039.313302,2022-08,59596.714126,2022-09,61554.970881,2022-10,61210.856845,2022-11,61691.536629
139,M,US,TXG_FOB_USD,W00,6,P1M,2022-01,147299.230326,2022-02,150880.07591,2022-03,179455.924346,2022-04,172936.675473,2022-05,177917.472374,2022-06,182631.481159,2022-07,175717.650566,2022-08,181048.192139,2022-09,176036.078362,2022-10,180548.656796,2022-11,170764.919087
140,M,IQ,TXG_FOB_USD,W00,6,P1M,2022-01,8680.659734,2022-02,8749.357504,2022-03,11284.476488,2022-04,10634.851821,2022-05,11667.524001,2022-06,11409.2061,2022-07,11738.376304,2022-08,10599.274384,2022-09,10501.572362,2022-10,9919.185674,2022-11,9706.674289
141,M,NC,TXG_FOB_USD,W00,6,P1M,2022-01,123.142366,2022-02,137.87359,2022-03,86.042067,2022-04,218.006731,2022-05,288.185405,2022-06,295.129078,2022-07,262.830162,2022-08,205.687164,2022-09,141.450637,2022-10,267.535019,2022-11,173.55945
142,M,KG,TXG_FOB_USD,W00,6,P1M,2022-01,117.294414,2022-02,135.931978,2022-03,120.470386,2022-04,139.588462,2022-05,201.012082,2022-06,231.868658,2022-07,128.300366,2022-08,145.301043,2022-09,143.690896,2022-10,485.708978,2022-11,1075.091293
143,M,EC,TXG_FOB_USD,W00,6,P1M,2022-01,2455.625816,2022-02,2762.483874,2022-03,3589.765893,2022-04,3670.512051,2022-05,4291.444584,2022-06,4036.03375,2022-07,3769.937246,2022-08,4302.910089,2022-09,4639.351664,2022-10,2849.77103,2022-11,4187.380892
144,M,A10,TXG_FOB_USD,W00,6,P1M,2022-01,89005.669416,2022-02,105288.031984,2022-03,123706.969902,2022-04,118462.007315,2022-05,123134.373093,2022-06,127907.497924,2022-07,119165.105829,2022-08,122995.170304,2022-09,121881.737718,2022-10,114111.517443,2022-11,115990.709011
145,M,KW,TXG_FOB_USD,W00,6,P1M,2022-01,5334.246563,2022-02,6839.078489,2022-03,8640.705594,2022-04,7415.532627,2022-05,7941.743169,2022-06,7305.301527,2022-07,8671.028255,2022-08,5894.269346,2022-09,6500.098798,2022-10,7021.088125,2022-11,5907.567973
146,M,BY,TXG_FOB_USD,W00,6,P1M,2022-01,3299.0999,2022-02,3000.6694,2022-03,2427.0197,2022-04,2474.7097,2022-05,2775.0929,2022-06,3160.0903,2022-07,3978.227982,2022-08,3402.410485,2022-09,6568.770836,2022-10,3236.545149,2022-11,2867.466231
147,M,BJ,TXG_FOB_USD,W00,6,P1M,2022-01,64.492035,2022-02,88.111068,2022-03,111.406025,2022-04,81.070973,2022-05,133.861329,2022-06,145.395407,2022-07,227.485193,2022-08,173.651457,2022-09,130.559601,2022-10,75.912769,2022-11,62.417429
148,M,GD,TXG_FOB_USD,W00,6,P1M,2022-01,0.947015,2022-02,1.35549,2022-03,2.444288,2022-04,1.974385,2022-05,1.963098,2022-06,1.755535,2022-07,1.61761,2022-08,1.071338,2022-09,0.984704,2022-10,1.445387,2022-11,1.262925
149,M,RS,TXG_FOB_USD,W00,6,P1M,2022-01,2008.992461,2022-02,2283.600686,2022-03,2703.298688,2022-04,2386.624394,2022-05,2488.13934,2022-06,2528.991198,2022-07,2916.839792,2022-08,2576.846666,2022-09,2273.286836,2022-10,2118.170633,2022-11,2629.277495
150,M,IR,TXG_FOB_USD,W00,6,P1M,2022-01,1680.234887,2022-02,1535.377542,2022-03,1848.662326,2022-04,1532.652875,2022-05,1757.868982,2022-06,1997.144891,2022-07,1421.813193,2022-08,1516.086128,2022-09,1378.731055,2022-10,1332.11176,2022-11,1362.063132
151,M,PH,TXG_FOB_USD,W00,6,P1M,2022-01,6045.941073,2022-02,6200.982155,2022-03,7175.329586,2022-04,6141.569983,2022-05,6319.256581,2022-06,7157.880114,2022-07,6815.679118,2022-08,7327.651521,2022-09,7147.939982,2022-10,7705.853176,2022-11,7096.475413
152,M,CH,TXG_FOB_USD,W00,6,P1M,2022-01,31689.627952,2022-02,34979.032252,2022-03,38520.849335,2022-04,28939.615107,2022-05,32778.108022,2022-06,31650.960271,2022-07,35426.018014,2022-08,31025.234181,2022-09,36419.271784,2022-10,33782.956492,2022-11,33760.486502
153,M,BH,TXG_FOB_USD,W00,6,P1M,2022-01,2441.209772,2022-02,1601.856632,2022-03,2042.341447,2022-04,2385.830745,2022-05,2565.077973,2022-06,2594.318989,2022-07,2038.836132,2022-08,2598.24683,2022-09,2293.628849,2022-10,1723.415961,2022-11,1655.809806
154,M,HR,TXG_FOB_USD,W00,6,P1M,2022-01,1709.730194,2022-02,1899.677513,2022-03,2172.961876,2022-04,2012.375817,2022-05,2165.673679,2022-06,2288.909731,2022-07,2205.892572,2022-08,1913.43433,2022-09,2466.138623,2022-10,2083.507297,2022-11,2018.965195
155,M,TM,TXG_FOB_USD,W00,6,P1M,2022-01,868.531757,2022-02,936.719412,2022-03,856.575922,2022-04,949.054464,2022-05,1101.605662,2022-06,1006.236292,2022-07,1014.390648,2022-08,1232.53936,2022-09,1236.832681,2022-10,1079.890347,2022-11,1265.307415
156,M,GB,TXG_FOB_USD,W00,6,P1M,2022-01,35001.962608,2022-02,39821.735618,2022-03,44430.942281,2022-04,39049.382828,2022-05,45366.177382,2022-06,40329.245258,2022-07,44063.373274,2022-08,45741.628395,2022-09,47891.917642,2022-10,46474.990883,2022-11,45852.47047
157,M,TO,TXG_FOB_USD,W00,6,P1M,2022-01,0.691145,2022-02,1.512614,2022-03,0.855813,2022-04,1.020447,2022-05,1.083664,2022-06,1.633237,2022-07,1.795904,2022-08,1.581412,2022-09,1.850839,2022-10,1.991366,2022-11,3.079749
158,M,UA,TXG_FOB_USD,W00,6,P1M,2022-01,6020.568873,2022-02,5430.015399,2022-03,2654.090357,2022-04,2673.554497,2022-05,2931.041396,2022-06,3177.236124,2022-07,2928.42325,2022-08,3361.786597,2022-09,4143.403317,2022-10,3838.348294,2022-11,4401.626643
159,M,1C_198,TXG_FOB_USD,W00,6,P1M,,,,,,,,,,,,,,,,,,,,,,
160,M,OM,TXG_FOB_USD,W00,6,P1M,2022-01,1763.361921,2022-02,1516.429066,2022-03,1811.698445,2022-04,1828.282002,2022-05,2254.350995,2022-06,2174.247513,2022-07,1997.631261,2022-08,1660.722948,2022-09,2118.9898,2022-10,1780.702327,2022-11,1711.273354
161,M,MU,TXG_FOB_USD,W00,6,P1M,2022-01,108.906132,2022-02,97.561104,2022-03,149.980371,2022-04,136.843171,2022-05,132.304377,2022-06,142.904558,2022-07,139.960701,2022-08,139.617073,2022-09,151.206001,2022-10,144.333658,2022-11,144.557554
162,M,CA,TXG_FOB_USD,W00,6,P1M,2022-01,43448.194446,2022-02,42583.878851,2022-03,53902.663751,2022-04,50506.409943,2022-05,55046.478147,2022-06,56146.944405,2022-07,51066.733039,2022-08,51942.476569,2022-09,49640.469176,2022-10,48613.773026,2022-11,47912.58084
163,M,NE,TXG_FOB_USD,W00,6,P1M,2022-01,39.336579,2022-02,53.281903,2022-03,94.981277,2022-04,46.586919,2022-05,38.487592,2022-06,42.04824,2022-07,27.156278,2022-08,23.942278,2022-09,47.497927,2022-10,34.970342,2022-11,28.712531
164,M,HN,TXG_FOB_USD,W00,6,P1M,2022-01,516.082409,2022-02,644.390853,2022-03,762.302652,2022-04,667.07893,2022-05,704.035685,2022-06,686.911091,2022-07,617.36468,2022-08,658.112669,2022-09,590.252051,2022-10,523.222648,2022-11,566.770085
165,M,DJ,TXG_FOB_USD,W00,6,P1M,2022-01,50.301317,2022-02,44.891838,2022-03,38.048862,2022-04,38.250468,2022-05,74.501016,2022-06,47.521889,2022-07,30.221948,2022-08,33.956308,2022-09,45.30486,2022-10,41.388206,2022-11,63.6636
166,M,KE,TXG_FOB_USD,W00,6,P1M,2022-01,490.811223,2022-02,468.902765,2022-03,677.906989,2022-04,573.395457,2022-05,704.70493,2022-06,586.350093,2022-07,658.93942,2022-08,879.712363,2022-09,718.725936,2022-10,687.539044,2022-11,670.042034
167,M,YE,TXG_FOB_USD,W00,6,P1M,2022-01,6.833436,2022-02,6.636276,2022-03,10.781327,2022-04,12.499088,2022-05,6.810211,2022-06,19.417394,2022-07,3.649148,2022-08,9.013115,2022-09,3.360669,2022-10,2.401229,2022-11,6.312238
168,M,BR,TXG_FOB_USD,W00,6,P1M,2022-01,19780.390403,2022-02,23513.664731,2022-03,29409.587271,2022-04,28963.029041,2022-05,29648.65329,2022-06,32743.972401,2022-07,29845.679696,2022-08,30781.272695,2022-09,28626.954294,2022-10,26868.169983,2022-11,27636.417588
169,M,EG,TXG_FOB_USD,W00,6,P1M,2022-01,4006.215475,2022-02,4076.509603,2022-03,5353.188081,2022-04,4673.32914,2022-05,3919.733943,2022-06,3082.625933,2022-07,3135.682286,2022-08,3341.385669,2022-09,4142.53926,2022-10,2590.564532,2022-11,3312.781606
170,M,VE,TXG_FOB_USD,W00,6,P1M,2022-01,281.628956,2022-02,284.209792,2022-03,343.968348,2022-04,296.485988,2022-05,376.845129,2022-06,305.574986,2022-07,622.609489,2022-08,427.179773,2022-09,348.566721,2022-10,256.478946,2022-11,363.880299
171,M,MA,TXG_FOB_USD,W00,6,P1M,2022-01,3260.042613,2022-02,3438.966906,2022-03,3889.484302,2022-04,3867.182825,2022-05,3597.112887,2022-06,3769.942777,2022-07,2743.795085,2022-08,2883.954881,2022-09,3647.205487,2022-10,5883.986917,2022-11,3286.835299
172,M,AZ,TXG_FOB_USD,W00,6,P1M,2022-01,3086.6641,2022-02,2881.0008,2022-03,2013.3256,2022-04,3838.4897,2022-05,3592.8773,2022-06,3062.5578,2022-07,4085.4871,2022-08,3679.7759,2022-09,3276.3529,2022-10,5190.1807,2022-11,1628.6422
173,M,RO,TXG_FOB_USD,W00,6,P1M,2022-01,7646.502898,2022-02,7985.262737,2022-03,9064.59436,2022-04,7452.092694,2022-05,8456.155252,2022-06,8310.81636,2022-07,8039.610007,2022-08,7736.987295,2022-09,8485.842534,2022-10,7834.535423,2022-11,7391.02842
174,M,NI,TXG_FOB_USD,W00,6,P1M,2022-01,642.592086,2022-02,637.947754,2022-03,736.119626,2022-04,702.285307,2022-05,701.099286,2022-06,743.180201,2022-07,736.401484,2022-08,884.354511,2022-09,766.880661,2022-10,736.17301,2022-11,675.607319
175,M,XS25,TXG_FOB_USD,W00,6,P1M,2022-01,477924.131561,2022-02,363924.19428,2022-03,460849.375385,2022-04,445503.039007,2022-05,471453.2446,2022-06,511639.595332,2022-07,500102.167257,2022-08,492039.543473,2022-09,489756.944355,2022-10,455378.772951,2022-11,454951.553932
176,M,TR,TXG_FOB_USD,W00,6,P1M,2022-01,17553.879908,2022-02,19904.524797,2022-03,22609.679314,2022-04,23331.781055,2022-05,18935.0102,2022-06,23360.51727,2022-07,18489.138461,2022-08,21278.049202,2022-09,22590.911391,2022-10,21317.990924,2022-11,21890.10541
177,M,VN,TXG_FOB_USD,W00,6,P1M,2022-01,30497.008579,2022-02,23050.865621,2022-03,34071.95548,2022-04,32788.615966,2022-05,30451.402436,2022-06,32333.202397,2022-07,30230.559604,2022-08,34279.797605,2022-09,29463.286733,2022-10,30056.96858,2022-11,28492.244158
